alpha,num_test_families,num_rejected_families,total_rejections,fp,tp,fdp,recall,mean_family_fdp,seed,method,cal_null_size,n_cal
0.05,536,85,143,17,126,0.11888111888111888,0.1984251968503937,0.013970326936744845,0,betting,all,5848
0.1,536,98,176,22,154,0.125,0.24251968503937008,0.01761282871357498,0,betting,all,5848
0.15,536,109,216,33,183,0.1527777777777778,0.28818897637795277,0.02453136105188344,0,betting,all,5848
0.2,536,111,229,35,194,0.15283842794759825,0.30551181102362207,0.026450850144879995,0,betting,all,5848
0.05,536,70,95,5,90,0.05263157894736842,0.11658031088082901,0.005907960199004976,1,betting,all,5998
0.1,536,95,145,6,139,0.041379310344827586,0.1800518134715026,0.00777363184079602,1,betting,all,5998
0.15,536,107,180,10,170,0.05555555555555555,0.22020725388601037,0.013743781094527363,1,betting,all,5998
0.2,536,109,200,15,185,0.075,0.23963730569948186,0.016972828166858016,1,betting,all,5998
0.05,536,79,97,3,94,0.030927835051546393,0.13505747126436782,0.004353233830845771,2,betting,all,5538
0.1,536,97,133,9,124,0.06766917293233082,0.1781609195402299,0.010820895522388059,2,betting,all,5538
0.15,536,110,171,15,156,0.08771929824561403,0.22413793103448276,0.01512629161882893,2,betting,all,5538
0.2,536,118,194,18,176,0.09278350515463918,0.25287356321839083,0.019790470723306544,2,betting,all,5538
0.05,536,75,99,4,95,0.04040404040404041,0.13688760806916425,0.005286069651741293,3,betting,all,5173
0.1,536,85,116,8,108,0.06896551724137931,0.15561959654178675,0.01181592039800995,3,betting,all,5173
0.15,536,92,158,13,145,0.08227848101265822,0.20893371757925072,0.01374822316986496,3,betting,all,5173
0.2,536,106,177,16,161,0.0903954802259887,0.23198847262247838,0.019345238095238096,3,betting,all,5173
0.05,536,68,84,1,83,0.011904761904761904,0.14285714285714285,0.0018656716417910447,4,betting,all,4921
0.1,536,77,113,5,108,0.04424778761061947,0.18588640275387264,0.005730277185501066,4,betting,all,4921
0.15,536,85,123,9,114,0.07317073170731707,0.1962134251290878,0.013192963752665245,4,betting,all,4921
0.2,536,90,131,9,122,0.06870229007633588,0.2099827882960413,0.012260127931769723,4,betting,all,4921
