method,alpha,total_rejections,fdp,recall
betting,0.05,22.777181564012697,0.040786332242079185,0.03092961425546039
betting,0.1,25.57928849675065,0.03358691585957542,0.03234321006474767
betting,0.15,33.79792893063124,0.03699684363487739,0.03560614252930017
betting,0.2,36.10678606577993,0.03338604733411123,0.03571754494987893
binary,0.05,0.0,0.0,0.0
binary,0.1,0.0,0.0,0.0
binary,0.15,0.0,0.0,0.0
binary,0.2,0.0,0.0,0.0
pvalue_bh,0.05,23.52232981658067,0.028876714480839696,0.024396528461210605
pvalue_bh,0.1,43.52355683994588,0.035223641444338184,0.028635166601312784
pvalue_bh,0.15,100.35586679412421,0.07736502512294503,0.027200661134432452
pvalue_bh,0.2,152.94051131077077,0.09195075347774456,0.03180354256842171
