alpha,total_rejections,fp,tp,fdp,recall,threshold,seed,method
0.05,48,2,46,0.041666666666666664,0.023338406900050734,0.8854469060897827,0,score_oracle
0.1,56,5,51,0.08928571428571429,0.0258751902587519,0.8743071556091309,0,score_oracle
0.15,87,13,74,0.14942528735632185,0.03754439370877727,0.8199897408485413,0,score_oracle
0.2,130,26,104,0.2,0.05276509386098427,0.7168399095535278,0,score_oracle
0.05,32,1,31,0.03125,0.021846370683579985,0.8808994293212891,1,score_oracle
0.1,42,4,38,0.09523809523809523,0.026779422128259338,0.8547161221504211,1,score_oracle
0.15,48,7,41,0.14583333333333334,0.028893587033121917,0.8401287198066711,1,score_oracle
0.2,61,12,49,0.19672131147540983,0.03453136011275546,0.81789630651474,1,score_oracle
0.05,47,2,45,0.0425531914893617,0.02295918367346939,0.843144416809082,2,score_oracle
0.1,70,7,63,0.1,0.03214285714285714,0.8103050589561462,2,score_oracle
0.15,101,15,86,0.1485148514851485,0.04387755102040816,0.7523593902587891,2,score_oracle
0.2,116,23,93,0.19827586206896552,0.047448979591836735,0.7213422060012817,2,score_oracle
0.05,27,1,26,0.037037037037037035,0.016982364467668192,0.8884674906730652,3,score_oracle
0.1,40,4,36,0.1,0.023514043109079032,0.8703650832176208,3,score_oracle
0.15,60,9,51,0.15,0.033311561071195296,0.8342219591140747,3,score_oracle
0.2,95,19,76,0.2,0.049640757674722404,0.7647951245307922,3,score_oracle
0.05,31,1,30,0.03225806451612903,0.018270401948842874,0.8703650832176208,4,score_oracle
0.1,70,7,63,0.1,0.03836784409257003,0.8065173029899597,4,score_oracle
0.15,76,11,65,0.14473684210526316,0.03958587088915956,0.7976577281951904,4,score_oracle
0.2,100,20,80,0.2,0.048721071863580996,0.7354936003684998,4,score_oracle
0.05,34,1,33,0.029411764705882353,0.01945754716981132,0.8779762387275696,5,score_oracle
0.1,37,3,34,0.08108108108108109,0.020047169811320754,0.8683775663375854,5,score_oracle
0.15,47,7,40,0.14893617021276595,0.02358490566037736,0.846177875995636,5,score_oracle
0.2,53,10,43,0.18867924528301888,0.02535377358490566,0.8384057283401489,5,score_oracle
0.05,28,1,27,0.03571428571428571,0.015535097813578827,0.8939683437347412,6,score_oracle
0.1,40,4,36,0.1,0.020713463751438434,0.845031201839447,6,score_oracle
0.15,48,7,41,0.14583333333333334,0.023590333716915997,0.8214065432548523,6,score_oracle
0.2,56,11,45,0.19642857142857142,0.025891829689298044,0.8088902235031128,6,score_oracle
0.05,40,2,38,0.05,0.022673031026252982,0.8839050531387329,7,score_oracle
0.1,65,6,59,0.09230769230769231,0.035202863961813845,0.8227410912513733,7,score_oracle
0.15,77,11,66,0.14285714285714285,0.03937947494033413,0.7976577281951904,7,score_oracle
0.2,112,22,90,0.19642857142857142,0.05369928400954654,0.7080366015434265,7,score_oracle
0.05,44,2,42,0.045454545454545456,0.02440441603718768,0.8735191822052002,8,score_oracle
0.1,64,6,58,0.09375,0.0337013364323068,0.8342219591140747,8,score_oracle
0.15,83,12,71,0.14457831325301204,0.04125508425334108,0.801842987537384,8,score_oracle
0.2,122,24,98,0.19672131147540983,0.05694363742010459,0.7275028228759766,8,score_oracle
0.05,42,2,40,0.047619047619047616,0.022844089091947458,0.8637669086456299,9,score_oracle
0.1,53,5,48,0.09433962264150944,0.02741290691033695,0.8416383862495422,9,score_oracle
0.15,75,11,64,0.14666666666666667,0.036550542547115934,0.7980973124504089,9,score_oracle
0.2,98,19,79,0.19387755102040816,0.04511707595659623,0.7579401135444641,9,score_oracle
