method,alpha,total_rejections,fdp,recall
betting,0.05,0.0,0.0,0.0
betting,0.1,3.2,0.41,0.0011079145629506993
betting,0.15,35.5,0.24798571473264067,0.015759812192456223
betting,0.2,38.8,0.24707772441787065,0.017156537470551618
binary,0.05,0.0,0.0,0.0
binary,0.1,0.0,0.0,0.0
binary,0.15,0.0,0.0,0.0
binary,0.2,8.85,0.07857142857142857,0.0025717082812104827
pvalue_bh,0.05,317.1,0.5108125346424817,0.09167009764765108
pvalue_bh,0.1,520.8,0.6070213868252499,0.12100489574218838
pvalue_bh,0.15,755.6,0.6517571624402215,0.15563665159278972
pvalue_bh,0.2,1027.9,0.674104991552649,0.19801690309510478
