alpha,num_test_families,num_rejected_families,total_rejections,fp,tp,fdp,recall,mean_family_fdp,seed,method
0.05,1197,0,0,0,0,0.0,0.0,0.0,0,betting
0.1,1197,3,3,1,2,0.3333333333333333,0.0010147133434804667,0.000835421888053467,0,betting
0.15,1197,43,43,11,32,0.2558139534883721,0.016235413495687467,0.009189640768588136,0,betting
0.2,1197,43,43,11,32,0.2558139534883721,0.016235413495687467,0.009189640768588136,0,betting
0.05,1197,0,0,0,0,0.0,0.0,0.0,0,binary
0.1,1197,0,0,0,0,0.0,0.0,0.0,0,binary
0.15,1197,0,0,0,0,0.0,0.0,0.0,0,binary
0.2,1197,0,0,0,0,0.0,0.0,0.0,0,binary
0.05,1197,319,326,154,172,0.4723926380368098,0.08726534753932014,0.12698412698412698,0,pvalue_bh
0.1,1197,456,546,325,221,0.5952380952380952,0.11212582445459157,0.22800055694792534,0,pvalue_bh
0.15,1197,568,796,512,284,0.6432160804020101,0.14408929477422627,0.30820105820105814,0,pvalue_bh
0.2,1197,661,1099,739,360,0.6724294813466788,0.182648401826484,0.37920120814857655,0,pvalue_bh
0.05,1197,0,0,0,0,0.0,0.0,0.0,1,betting
0.1,1197,1,1,1,0,1.0,0.0,0.000835421888053467,1,betting
0.15,1197,28,28,10,18,0.35714285714285715,0.012684989429175475,0.00835421888053467,1,betting
0.2,1197,59,59,20,39,0.3389830508474576,0.02748414376321353,0.01670843776106934,1,betting
0.05,1197,0,0,0,0,0.0,0.0,0.0,1,binary
0.1,1197,0,0,0,0,0.0,0.0,0.0,1,binary
0.15,1197,0,0,0,0,0.0,0.0,0.0,1,binary
0.2,1197,0,0,0,0,0.0,0.0,0.0,1,binary
0.05,1197,280,285,162,123,0.5684210526315789,0.08668076109936575,0.13199665831244778,1,pvalue_bh
0.1,1197,430,517,336,181,0.6499032882011605,0.12755461592670894,0.23719019771651348,1,pvalue_bh
0.15,1197,545,797,544,253,0.6825595984943539,0.17829457364341086,0.31947925368978003,1,pvalue_bh
0.2,1197,643,1083,770,313,0.7109879963065558,0.22057787174066243,0.3949755340732784,1,pvalue_bh
0.05,1197,0,0,0,0,0.0,0.0,0.0,2,betting
0.1,1197,3,3,0,3,0.0,0.001530612244897959,0.0,2,betting
0.15,1197,32,32,6,26,0.1875,0.013265306122448979,0.005012531328320802,2,betting
0.2,1197,32,32,6,26,0.1875,0.013265306122448979,0.005012531328320802,2,betting
0.05,1197,0,0,0,0,0.0,0.0,0.0,2,binary
0.1,1197,0,0,0,0,0.0,0.0,0.0,2,binary
0.15,1197,0,0,0,0,0.0,0.0,0.0,2,binary
0.2,1197,0,0,0,0,0.0,0.0,0.0,2,binary
0.05,1197,344,357,185,172,0.5182072829131653,0.08775510204081632,0.14828738512949038,2,pvalue_bh
0.1,1197,478,565,348,217,0.6159292035398231,0.11071428571428571,0.24519632414369255,2,pvalue_bh
0.15,1197,598,831,559,272,0.6726835138387485,0.13877551020408163,0.33270676691729323,2,pvalue_bh
0.2,1197,684,1127,765,362,0.678793256433008,0.1846938775510204,0.39430842062421007,2,pvalue_bh
0.05,1197,0,0,0,0,0.0,0.0,0.0,3,betting
0.1,1197,4,4,1,3,0.25,0.001959503592423253,0.000835421888053467,3,betting
0.15,1197,30,30,6,24,0.2,0.015676028739386023,0.005012531328320802,3,betting
0.2,1197,30,30,6,24,0.2,0.015676028739386023,0.005012531328320802,3,betting
0.05,1197,0,0,0,0,0.0,0.0,0.0,3,binary
0.1,1197,0,0,0,0,0.0,0.0,0.0,3,binary
0.15,1197,0,0,0,0,0.0,0.0,0.0,3,binary
0.2,1197,28,56,28,28,0.5,0.018288700195950358,0.01113895850737956,3,binary
0.05,1197,308,313,155,158,0.4952076677316294,0.10320052253429131,0.12781954887218044,3,pvalue_bh
0.1,1197,443,541,330,211,0.609981515711645,0.1378184193337688,0.22737399053188523,3,pvalue_bh
0.15,1197,547,746,488,258,0.6541554959785523,0.16851730894839975,0.3051378446115288,3,pvalue_bh
0.2,1197,641,1042,692,350,0.6641074856046065,0.2286087524493795,0.3750208855472013,3,pvalue_bh
0.05,1197,0,0,0,0,0.0,0.0,0.0,4,betting
0.1,1197,4,4,3,1,0.75,0.0006090133982947625,0.002506265664160401,4,betting
0.15,1197,29,29,9,20,0.3103448275862069,0.012180267965895249,0.007518796992481203,4,betting
0.2,1197,29,29,9,20,0.3103448275862069,0.012180267965895249,0.007518796992481203,4,betting
0.05,1197,0,0,0,0,0.0,0.0,0.0,4,binary
0.1,1197,0,0,0,0,0.0,0.0,0.0,4,binary
0.15,1197,0,0,0,0,0.0,0.0,0.0,4,binary
0.2,1197,0,0,0,0,0.0,0.0,0.0,4,binary
0.05,1197,311,316,161,155,0.509493670886076,0.09439707673568819,0.13157894736842105,4,pvalue_bh
0.1,1197,423,477,281,196,0.589098532494759,0.11936662606577345,0.20941241993873572,4,pvalue_bh
0.15,1197,554,721,458,263,0.6352288488210819,0.16017052375152252,0.30186577554998606,4,pvalue_bh
0.2,1197,627,976,647,329,0.6629098360655737,0.20036540803897684,0.35913394597605125,4,pvalue_bh
0.05,1197,0,0,0,0,0.0,0.0,0.0,5,betting
0.1,1197,4,4,2,2,0.5,0.0011792452830188679,0.001670843776106934,5,betting
0.15,1197,31,31,8,23,0.25806451612903225,0.013561320754716982,0.006683375104427736,5,betting
0.2,1197,31,31,8,23,0.25806451612903225,0.013561320754716982,0.006683375104427736,5,betting
0.05,1197,0,0,0,0,0.0,0.0,0.0,5,binary
0.1,1197,0,0,0,0,0.0,0.0,0.0,5,binary
0.15,1197,0,0,0,0,0.0,0.0,0.0,5,binary
0.2,1197,0,0,0,0,0.0,0.0,0.0,5,binary
0.05,1197,309,316,178,138,0.5632911392405063,0.08136792452830188,0.14327485380116958,5,pvalue_bh
0.1,1197,437,511,321,190,0.6281800391389433,0.11202830188679246,0.22960178223336117,5,pvalue_bh
0.15,1197,535,712,469,243,0.6587078651685393,0.14327830188679244,0.2946950710108605,5,pvalue_bh
0.2,1197,631,980,662,318,0.6755102040816326,0.1875,0.3599753351633051,5,pvalue_bh
0.05,1197,0,0,0,0,0.0,0.0,0.0,6,betting
0.1,1197,2,2,0,2,0.0,0.0011507479861910242,0.0,6,betting
0.15,1197,27,27,4,23,0.14814814814814814,0.013233601841196778,0.003341687552213868,6,betting
0.2,1197,27,27,4,23,0.14814814814814814,0.013233601841196778,0.003341687552213868,6,betting
0.05,1197,0,0,0,0,0.0,0.0,0.0,6,binary
0.1,1197,0,0,0,0,0.0,0.0,0.0,6,binary
0.15,1197,0,0,0,0,0.0,0.0,0.0,6,binary
0.2,1197,0,0,0,0,0.0,0.0,0.0,6,binary
0.05,1197,274,282,143,139,0.5070921985815603,0.07997698504027619,0.11319966583124477,6,pvalue_bh
0.1,1197,397,478,282,196,0.5899581589958159,0.11277330264672036,0.19527986633249791,6,pvalue_bh
0.15,1197,507,695,448,247,0.6446043165467625,0.14211737629459148,0.27450570871623503,6,pvalue_bh
0.2,1197,614,981,656,325,0.6687054026503568,0.18699654775604144,0.3496797549429128,6,pvalue_bh
0.05,1197,0,0,0,0,0.0,0.0,0.0,7,betting
0.1,1197,2,2,2,0,1.0,0.0,0.001670843776106934,7,betting
0.15,1197,34,34,8,26,0.23529411764705882,0.015513126491646777,0.006683375104427736,7,betting
0.2,1197,34,34,8,26,0.23529411764705882,0.015513126491646777,0.006683375104427736,7,betting
0.05,1197,0,0,0,0,0.0,0.0,0.0,7,binary
0.1,1197,0,0,0,0,0.0,0.0,0.0,7,binary
0.15,1197,0,0,0,0,0.0,0.0,0.0,7,binary
0.2,1197,0,0,0,0,0.0,0.0,0.0,7,binary
0.05,1197,291,299,150,149,0.5016722408026756,0.08890214797136038,0.12030075187969924,7,pvalue_bh
0.1,1197,417,478,287,191,0.600418410041841,0.11396181384248211,0.20857699805068228,7,pvalue_bh
0.15,1197,537,718,466,252,0.649025069637883,0.15035799522673032,0.29355332776385407,7,pvalue_bh
0.2,1197,632,990,663,327,0.6696969696969697,0.1951073985680191,0.35973139920508346,7,pvalue_bh
0.05,1197,0,0,0,0,0.0,0.0,0.0,8,betting
0.1,1197,1,1,0,1,0.0,0.0005810575246949448,0.0,8,betting
