alpha,num_test_families,num_rejected_families,total_rejections,fp,tp,fdp,recall,mean_family_fdp,seed,method,cal_null_size,n_cal
0.05,1197,0,0,0,0,0.0,0.0,0.0,0,betting,all,30893
0.1,1197,3,3,1,2,0.3333333333333333,0.0010147133434804667,0.000835421888053467,0,betting,all,30893
0.15,1197,43,43,11,32,0.2558139534883721,0.016235413495687467,0.009189640768588136,0,betting,all,30893
0.2,1197,43,43,11,32,0.2558139534883721,0.016235413495687467,0.009189640768588136,0,betting,all,30893
0.05,1197,0,0,0,0,0.0,0.0,0.0,1,betting,all,33455
0.1,1197,1,1,1,0,1.0,0.0,0.000835421888053467,1,betting,all,33455
0.15,1197,28,28,10,18,0.35714285714285715,0.012684989429175475,0.00835421888053467,1,betting,all,33455
0.2,1197,59,59,20,39,0.3389830508474576,0.02748414376321353,0.01670843776106934,1,betting,all,33455
0.05,1197,0,0,0,0,0.0,0.0,0.0,2,betting,all,33550
0.1,1197,3,3,0,3,0.0,0.001530612244897959,0.0,2,betting,all,33550
0.15,1197,32,32,6,26,0.1875,0.013265306122448979,0.005012531328320802,2,betting,all,33550
0.2,1197,32,32,6,26,0.1875,0.013265306122448979,0.005012531328320802,2,betting,all,33550
0.05,1197,0,0,0,0,0.0,0.0,0.0,3,betting,all,33004
0.1,1197,4,4,1,3,0.25,0.001959503592423253,0.000835421888053467,3,betting,all,33004
0.15,1197,30,30,6,24,0.2,0.015676028739386023,0.005012531328320802,3,betting,all,33004
0.2,1197,30,30,6,24,0.2,0.015676028739386023,0.005012531328320802,3,betting,all,33004
0.05,1197,0,0,0,0,0.0,0.0,0.0,4,betting,all,31517
0.1,1197,4,4,3,1,0.75,0.0006090133982947625,0.002506265664160401,4,betting,all,31517
0.15,1197,29,29,9,20,0.3103448275862069,0.012180267965895249,0.007518796992481203,4,betting,all,31517
0.2,1197,29,29,9,20,0.3103448275862069,0.012180267965895249,0.007518796992481203,4,betting,all,31517
0.05,1197,0,0,0,0,0.0,0.0,0.0,5,betting,all,29340
0.1,1197,4,4,2,2,0.5,0.0011792452830188679,0.001670843776106934,5,betting,all,29340
0.15,1197,31,31,8,23,0.25806451612903225,0.013561320754716982,0.006683375104427736,5,betting,all,29340
0.2,1197,31,31,8,23,0.25806451612903225,0.013561320754716982,0.006683375104427736,5,betting,all,29340
0.05,1197,0,0,0,0,0.0,0.0,0.0,6,betting,all,30952
0.1,1197,2,2,0,2,0.0,0.0011507479861910242,0.0,6,betting,all,30952
0.15,1197,27,27,4,23,0.14814814814814814,0.013233601841196778,0.003341687552213868,6,betting,all,30952
0.2,1197,27,27,4,23,0.14814814814814814,0.013233601841196778,0.003341687552213868,6,betting,all,30952
0.05,1197,0,0,0,0,0.0,0.0,0.0,7,betting,all,30216
0.1,1197,2,2,2,0,1.0,0.0,0.001670843776106934,7,betting,all,30216
0.15,1197,34,34,8,26,0.23529411764705882,0.015513126491646777,0.006683375104427736,7,betting,all,30216
0.2,1197,34,34,8,26,0.23529411764705882,0.015513126491646777,0.006683375104427736,7,betting,all,30216
0.05,1197,0,0,0,0,0.0,0.0,0.0,8,betting,all,32987
0.1,1197,1,1,0,1,0.0,0.0005810575246949448,0.0,8,betting,all,32987
