method,alpha,total_rejections,fdp,recall,threshold
score_oracle,0.05,34.45,0.03676989763460052,0.019465362038779528,0.8849815130233765
score_oracle,0.1,56.45,0.09420903845996896,0.030002691620164827,0.8394877105951309
score_oracle,0.15,75.0,0.14668473989358682,0.03746906212023854,0.8049229770898819
score_oracle,0.2,103.7,0.1974437865050735,0.048913990718486046,0.7494604885578156
