method,alpha,total_rejections,fdp,recall
betting,0.05,0.0,0.0,0.0
betting,0.1,1.399247918291146,0.33057631759456996,0.0006293834937335841
betting,0.15,4.806793438238712,0.08086309228346569,0.0025551970023402
betting,0.2,10.018929452212998,0.07966597989230965,0.004082254325432916
binary,0.05,0.0,0.0,0.0
binary,0.1,0.0,0.0,0.0
binary,0.15,0.0,0.0,0.0
binary,0.2,21.646137372702196,0.19236221651241237,0.006302011705031709
pvalue_bh,0.05,19.517603390407928,0.02862035656469293,0.00668850083824224
pvalue_bh,0.1,30.217805834866386,0.020430669472117767,0.008780547783424587
pvalue_bh,0.15,43.42858626829981,0.016378445535540333,0.011466112905267828
pvalue_bh,0.2,59.27003325547628,0.01793491978725674,0.014290083413426621
