seed,mean_loo_evalue,std_loo_evalue,max_loo_evalue,p95_loo_evalue,p99_loo_evalue,mondrian
0,1.0000000000000002,1.4781939784708997,14.496237643647921,3.59825368320704,5.096896104836863,none
1,1.0,1.4945878182585788,15.5528609058277,3.1528218333856612,5.411086293845966,none
2,1.0,1.4407779865710226,14.844217228009255,2.934214137713918,5.037521391048231,none
3,1.0,1.4248728477419546,14.7917967661091,3.160155405472526,5.029489596600808,none
4,1.0,1.3966330134739937,13.98581609697577,3.8616681425468964,4.794650675739254,none
5,1.0,1.4920390482736046,14.130812535257897,3.8198389225664138,5.100102271540191,none
6,1.0,1.4381321509335117,14.024423213372945,3.8707548600059223,4.604788976345564,none
7,1.0,1.4113412044877438,13.708863973454966,3.5359093307781357,5.143121873109283,none
8,1.0,1.38930878973925,13.897073603805572,2.897635458382117,5.158157789627296,none
9,1.0,1.4534119515052084,15.352567541637944,2.9867577858754464,5.396529292953146,none
10,0.9999999999999999,1.5158396466932522,14.565667032359608,3.5017200224791676,4.809732897060671,none
11,1.0000000000000002,1.4750649943451544,14.45164433827774,3.7564874660237786,4.9234327745834285,none
12,1.0,1.398215495646489,13.511533833852113,3.342125336269667,5.039951981281846,none
13,1.0,1.4439299398870524,14.677197816715202,3.385505983828326,4.874426847256343,none
14,1.0000000000000002,1.4451977257471489,14.630822234343947,2.908261169352629,5.082688180931138,none
15,0.9999999999999998,1.4493950440752459,14.916972733453232,2.748966291900973,4.715600981861574,none
16,1.0,1.4598069797570619,14.553172135686129,3.003113959020558,4.756185342606658,none
17,1.0,1.4994434584997354,14.3256558121318,3.5192602359746674,4.923479174864524,none
18,0.9999999999999999,1.4384886680457973,14.289446758018933,2.7015426727899126,4.952100857023057,none
19,1.0,1.4229091336497688,14.247879468700681,2.876490282796115,4.658110468462092,none
