seed,num_fit_families,num_cal_families,num_test_families,num_fit_candidates,num_cal_candidates,num_test_candidates,num_cal_null,sum_phi_cal,density_ratio
7,542,181,181,18878,5758,5130,4317,3944.8123276370497,"{'num_fit_null': 14523, 'num_fit_tp': 4355, 'num_bins_realized': 80, 'max_phi': 193.41768082663606, 'raw_max_phi': 193.41768082663606, 'regularized_raw_max_phi': 193.41768082663606, 'num_phi_clipped_bins': 0, 'phi_laplace_eps': 0.0, 'fit_null_phi_mean': 1.0}"
