bin,left,right,null_count,tp_count,p0,p1,phi
0,0.0500170812010765,0.05080579365603623,96,4,0.015189873417721518,0.0023923444976076554,0.15749601275917066
1,0.05080579365603623,0.05143744805827731,96,4,0.015189873417721518,0.0023923444976076554,0.15749601275917066
2,0.05143744805827731,0.05210307608358554,93,7,0.014715189873417722,0.004186602870813397,0.28450892627463087
3,0.05210307608358554,0.05278989952057598,97,3,0.015348101265822785,0.0017942583732057417,0.11690425689340503
4,0.05278989952057598,0.05338718229904768,92,8,0.014556962025316455,0.004784688995215311,0.3286873309756605
5,0.05338718229904768,0.054148187674581946,94,6,0.014873417721518987,0.0035885167464114833,0.24127048763106995
6,0.054148187674581946,0.055014131823554586,97,3,0.015348101265822785,0.0017942583732057417,0.11690425689340503
7,0.055014131823554586,0.05580890588462351,93,7,0.014715189873417722,0.004186602870813397,0.28450892627463087
8,0.05580890588462351,0.05661024581640952,98,1,0.01550632911392405,0.0005980861244019139,0.03857045210428669
9,0.05661024581640952,0.05754480464383959,94,6,0.014873417721518987,0.0035885167464114833,0.24127048763106995
10,0.05754480464383959,0.05836329343728719,97,3,0.015348101265822785,0.0017942583732057417,0.11690425689340503
11,0.05836329343728719,0.05928366128355259,93,7,0.014715189873417722,0.004186602870813397,0.28450892627463087
12,0.05928366128355259,0.060278704436495814,95,5,0.015031645569620253,0.0029904306220095694,0.19894233190632082
13,0.060278704436495814,0.06127600781619547,97,3,0.015348101265822785,0.0017942583732057417,0.11690425689340503
14,0.06127600781619547,0.062374454690143424,91,9,0.01439873417721519,0.005382775119617225,0.37383668962616334
15,0.062374454690143424,0.06353159993886939,93,7,0.014715189873417722,0.004186602870813397,0.28450892627463087
16,0.06353159993886939,0.06440044185146686,88,12,0.013924050632911392,0.007177033492822967,0.5154414963027404
17,0.06440044185146686,0.06562788784503931,95,4,0.015031645569620253,0.0023923444976076554,0.15915386552505664
18,0.06562788784503931,0.06672158362343908,95,5,0.015031645569620253,0.0029904306220095694,0.19894233190632082
19,0.06672158362343908,0.06789540313184254,92,8,0.014556962025316455,0.004784688995215311,0.3286873309756605
20,0.06789540313184254,0.06912146527320145,95,5,0.015031645569620253,0.0029904306220095694,0.19894233190632082
21,0.06912146527320145,0.07019291725009671,95,5,0.015031645569620253,0.0029904306220095694,0.19894233190632082
22,0.07019291725009671,0.07154076006263486,97,3,0.015348101265822785,0.0017942583732057417,0.11690425689340503
23,0.07154076006263486,0.07301563397049898,97,3,0.015348101265822785,0.0017942583732057417,0.11690425689340503
24,0.07301563397049898,0.07437371835112566,95,5,0.015031645569620253,0.0029904306220095694,0.19894233190632082
25,0.07437371835112566,0.07585807293653483,95,5,0.015031645569620253,0.0029904306220095694,0.19894233190632082
26,0.07585807293653483,0.07702645575627683,94,5,0.014873417721518987,0.0029904306220095694,0.20105873969255827
27,0.07702645575627683,0.07873684652149678,94,6,0.014873417721518987,0.0035885167464114833,0.24127048763106995
28,0.07873684652149678,0.08051020018756382,93,7,0.014715189873417722,0.004186602870813397,0.28450892627463087
29,0.08051020018756382,0.08218300249427549,94,6,0.014873417721518987,0.0035885167464114833,0.24127048763106995
30,0.08218300249427549,0.08392352592200036,95,5,0.015031645569620253,0.0029904306220095694,0.19894233190632082
31,0.08392352592200036,0.08587181866168968,91,9,0.01439873417721519,0.005382775119617225,0.37383668962616334
32,0.08587181866168968,0.08785107638686891,96,4,0.015189873417721518,0.0023923444976076554,0.15749601275917066
33,0.08785107638686891,0.09007236100733275,91,9,0.01439873417721519,0.005382775119617225,0.37383668962616334
34,0.09007236100733275,0.09207271412014957,87,13,0.013765822784810127,0.00777511961722488,0.564813287136336
35,0.09207271412014957,0.0941649429500103,84,15,0.013291139240506329,0.008971291866028708,0.6749829118250171
36,0.0941649429500103,0.09595306869596242,92,8,0.014556962025316455,0.004784688995215311,0.3286873309756605
37,0.09595306869596242,0.09840963408350943,90,10,0.014240506329113924,0.005980861244019139,0.4199893673577884
38,0.09840963408350943,0.10099570406600829,93,7,0.014715189873417722,0.004186602870813397,0.28450892627463087
39,0.10099570406600829,0.1037402227520942,89,11,0.014082278481012659,0.006578947368421052,0.46717918391484325
40,0.1037402227520942,0.10607497263699771,89,11,0.014082278481012659,0.006578947368421052,0.46717918391484325
41,0.10607497263699771,0.10890941787511109,90,10,0.014240506329113924,0.005980861244019139,0.4199893673577884
42,0.10890941787511109,0.11156449625268569,82,18,0.012974683544303797,0.01076555023923445,0.8297350916092894
43,0.11156449625268569,0.11429587043821808,92,8,0.014556962025316455,0.004784688995215311,0.3286873309756605
44,0.11429587043821808,0.1169978189282119,90,9,0.014240506329113924,0.005382775119617225,0.3779904306220096
45,0.1169978189282119,0.11971034556627272,93,7,0.014715189873417722,0.004186602870813397,0.28450892627463087
46,0.11971034556627272,0.12317100139334797,89,11,0.014082278481012659,0.006578947368421052,0.46717918391484325
47,0.12317100139334797,0.12712484300136562,91,9,0.01439873417721519,0.005382775119617225,0.37383668962616334
48,0.12712484300136562,0.13106088899075982,87,13,0.013765822784810127,0.00777511961722488,0.564813287136336
49,0.13106088899075982,0.1346153523772955,77,23,0.012183544303797469,0.01375598086124402,1.129062325234574
50,0.1346153523772955,0.13806606754660605,84,16,0.013291139240506329,0.009569377990430622,0.7199817726133515
51,0.13806606754660605,0.141973764449358,86,14,0.01360759493670886,0.008373205741626795,0.6153332591521087
52,0.141973764449358,0.14582818169146775,90,10,0.014240506329113924,0.005980861244019139,0.4199893673577884
53,0.14582818169146775,0.15088162086904044,83,16,0.013132911392405064,0.009569377990430622,0.7286562518014642
54,0.15088162086904044,0.1561936438083648,82,18,0.012974683544303797,0.01076555023923445,0.8297350916092894
55,0.1561936438083648,0.16230688095092774,87,13,0.013765822784810127,0.00777511961722488,0.564813287136336
56,0.16230688095092774,0.16909603923559188,84,16,0.013291139240506329,0.009569377990430622,0.7199817726133515
57,0.16909603923559188,0.17730444930493827,79,21,0.0125,0.012559808612440191,1.0047846889952152
58,0.17730444930493827,0.18452330455183974,80,20,0.012658227848101266,0.011961722488038277,0.9449760765550239
59,0.18452330455183974,0.1916795819997787,72,28,0.01139240506329114,0.01674641148325359,1.4699627857522595
60,0.1916795819997787,0.20105551276356,70,30,0.011075949367088608,0.017942583732057416,1.619958988380041
61,0.20105551276356,0.21002835668623449,64,36,0.010126582278481013,0.0215311004784689,2.126196172248804
62,0.21002835668623449,0.21916679497808214,58,41,0.009177215189873418,0.02452153110047847,2.6720013199142056
63,0.21916679497808214,0.2289607912302017,64,36,0.010126582278481013,0.0215311004784689,2.126196172248804
64,0.2289607912302017,0.23885079100728032,71,29,0.011234177215189873,0.017344497607655503,1.5439045757800391
65,0.23885079100728032,0.25036691874265676,59,41,0.009335443037974683,0.02452153110047847,2.6267131619495583
66,0.25036691874265676,0.26540508046746264,49,51,0.007753164556962025,0.030502392344497607,3.9341861146372428
67,0.26540508046746264,0.28302605003118514,56,44,0.008860759493670886,0.02631578947368421,2.969924812030075
68,0.28302605003118514,0.2998923514038324,55,45,0.00870253164556962,0.026913875598086126,3.092648977816442
69,0.2998923514038324,0.32079627364873886,50,50,0.007911392405063292,0.029904306220095694,3.779904306220095
70,0.32079627364873886,0.34840276502072814,37,63,0.005854430379746835,0.037679425837320576,6.436053278158542
71,0.34840276502072814,0.37133821249008186,48,51,0.007594936708860759,0.030502392344497607,4.016148325358852
72,0.37133821249008186,0.4054799370467663,44,56,0.006962025316455696,0.03349282296650718,4.810787298825577
73,0.4054799370467663,0.45075426250696204,43,57,0.00680379746835443,0.03409090909090909,5.010570824524312
74,0.45075426250696204,0.5040039606392384,37,63,0.005854430379746835,0.037679425837320576,6.436053278158542
75,0.5040039606392384,0.5773638814687736,23,77,0.003639240506329114,0.046052631578947366,12.654462242562929
76,0.5773638814687736,0.6399622604250909,21,79,0.003322784810126582,0.04724880382775119,14.219640009113693
77,0.6399622604250909,0.7051098957657821,12,88,0.0018987341772151898,0.05263157894736842,27.719298245614034
78,0.7051098957657821,0.7805156223475938,5,95,0.0007911392405063291,0.056818181818181816,71.81818181818181
79,0.7805156223475938,0.9700214862823486,4,96,0.0006329113924050633,0.05741626794258373,90.7177033492823
