seed,alpha,iou_thresh,n_candidates,n_clusters,compression_ratio,mean_cluster_size,max_cluster_size,nms_rej,nms_fp,nms_tp,nms_tp_members,nms_fdp_pooled,nms_family_fdp_mean,nms_recall_cluster,nms_recall_members,base_rej,base_fp,base_tp,base_fdp_pooled,base_family_fdp_mean,base_recall,total_tp_clusters,nms_hit_tp_clusters,base_hit_tp_clusters,nms_recall_object,base_recall_object
11,0.1,0.7,5927,5927,1.0,1.0,1,131,10,121,121,0.07633587786259542,0.01367022177078043,0.19298245614035087,0.19298245614035087,131,10,121,0.07633587786259542,0.01367022177078043,0.19298245614035087,627,121,121,0.19298245614035087,0.19298245614035087
11,0.15,0.7,5927,5927,1.0,1.0,1,145,11,134,134,0.07586206896551724,0.015532419163704079,0.21371610845295055,0.21371610845295055,145,11,134,0.07586206896551724,0.015532419163704079,0.21371610845295055,627,134,134,0.21371610845295055,0.21371610845295055
11,0.2,0.7,5927,5927,1.0,1.0,1,164,15,149,149,0.09146341463414634,0.01962925342813611,0.23763955342902712,0.23763955342902712,164,15,149,0.09146341463414634,0.01962925342813611,0.23763955342902712,627,149,149,0.23763955342902712,0.23763955342902712
12,0.05,0.7,6884,6884,1.0,1.0,1,94,2,92,92,0.02127659574468085,0.0037243947858473,0.11344019728729964,0.11344019728729964,94,2,92,0.02127659574468085,0.0037243947858473,0.11344019728729964,811,92,92,0.11344019728729964,0.11344019728729964
12,0.1,0.7,6884,6884,1.0,1.0,1,119,3,116,116,0.025210084033613446,0.00558659217877095,0.14303329223181258,0.14303329223181258,119,3,116,0.025210084033613446,0.00558659217877095,0.14303329223181258,811,116,116,0.14303329223181258,0.14303329223181258
12,0.15,0.7,6884,6884,1.0,1.0,1,140,3,137,137,0.02142857142857143,0.00558659217877095,0.16892725030826142,0.16892725030826142,140,3,137,0.02142857142857143,0.00558659217877095,0.16892725030826142,811,137,137,0.16892725030826142,0.16892725030826142
12,0.2,0.7,6884,6884,1.0,1.0,1,155,4,151,151,0.025806451612903226,0.0074487895716946,0.18618988902589395,0.18618988902589395,155,4,151,0.025806451612903226,0.0074487895716946,0.18618988902589395,811,151,151,0.18618988902589395,0.18618988902589395
13,0.05,0.7,5389,5389,1.0,1.0,1,92,4,88,88,0.043478260869565216,0.0074487895716946,0.15630550621669628,0.15630550621669628,92,4,88,0.043478260869565216,0.0074487895716946,0.15630550621669628,563,88,88,0.15630550621669628,0.15630550621669628
13,0.1,0.7,5389,5389,1.0,1.0,1,112,4,108,108,0.03571428571428571,0.0062073246430788325,0.19182948490230906,0.19182948490230906,112,4,108,0.03571428571428571,0.0062073246430788325,0.19182948490230906,563,108,108,0.19182948490230906,0.19182948490230906
13,0.15,0.7,5389,5389,1.0,1.0,1,131,12,119,119,0.0916030534351145,0.014587212911235258,0.2113676731793961,0.2113676731793961,131,12,119,0.0916030534351145,0.014587212911235258,0.2113676731793961,563,119,119,0.2113676731793961,0.2113676731793961
13,0.2,0.7,5389,5389,1.0,1.0,1,140,13,127,127,0.09285714285714286,0.01551831160769708,0.2255772646536412,0.2255772646536412,140,13,127,0.09285714285714286,0.01551831160769708,0.2255772646536412,563,127,127,0.2255772646536412,0.2255772646536412
