family_id,dataset,image_id,category_id,category_name,prompt,is_prompt_absent,num_candidates,num_rejected,fp,tp,fdp
openimages:102:484:287,openimages,102,484,Moths and butterflies,Moths and butterflies,True,18,0,0,0,0.0
openimages:102:505:288,openimages,102,505,Diaper,Diaper,True,9,0,0,0,0.0
openimages:104:142:292,openimages,104,142,Drum,Drum,True,8,0,0,0,0.0
openimages:104:83:291,openimages,104,83,Vehicle registration plate,Vehicle registration plate,True,16,0,0,0,0.0
openimages:105:537:293,openimages,105,537,Spice rack,Spice rack,True,1,0,0,0,0.0
openimages:106:446:295,openimages,106,446,Dog,Dog,False,1,0,0,0,0.0
openimages:106:514:296,openimages,106,514,Jeans,Jeans,True,10,0,0,0,0.0
openimages:107:543:298,openimages,107,543,Serving tray,Serving tray,True,25,0,0,0,0.0
openimages:108:126:301,openimages,108,126,Beetle,Beetle,True,23,0,0,0,0.0
openimages:109:97:303,openimages,109,97,Chair,Chair,True,19,0,0,0,0.0
openimages:10:203:27,openimages,10,203,Fruit,Fruit,True,19,0,0,0,0.0
openimages:10:469:28,openimages,10,469,Spoon,Spoon,True,35,0,0,0,0.0
openimages:10:69:26,openimages,10,69,Person,Person,False,14,0,0,0,0.0
openimages:110:113:306,openimages,110,113,Clock,Clock,True,5,0,0,0,0.0
openimages:110:507:307,openimages,110,507,Falcon,Falcon,True,6,0,0,0,0.0
openimages:111:584:309,openimages,111,584,Binoculars,Binoculars,True,4,0,0,0,0.0
openimages:112:467:313,openimages,112,467,Hedgehog,Hedgehog,True,18,0,0,0,0.0
openimages:113:115:315,openimages,113,115,Cattle,Cattle,True,15,0,0,0,0.0
openimages:113:463:314,openimages,113,463,Fish,Fish,False,5,0,0,0,0.0
openimages:114:166:319,openimages,114,166,Dagger,Dagger,True,43,0,0,0,0.0
openimages:114:37:318,openimages,114,37,Cart,Cart,True,15,0,0,0,0.0
openimages:115:135:320,openimages,115,135,Computer monitor,Computer monitor,False,3,0,0,0,0.0
openimages:115:400:322,openimages,115,400,Truck,Truck,True,4,0,0,0,0.0
openimages:116:413:324,openimages,116,413,Zebra,Zebra,True,4,0,0,0,0.0
openimages:117:401:326,openimages,117,401,Measuring cup,Measuring cup,True,2,0,0,0,0.0
openimages:117:6:327,openimages,117,6,Ambulance,Ambulance,True,1,0,0,0,0.0
openimages:118:392:328,openimages,118,392,Tomato,Tomato,True,6,0,0,0,0.0
openimages:118:41:329,openimages,118,41,Home appliance,Home appliance,True,8,0,0,0,0.0
openimages:119:433:330,openimages,119,433,Clothing,Clothing,False,36,0,0,0,0.0
openimages:11:297:30,openimages,11,297,Billiard table,Billiard table,True,3,0,0,0,0.0
openimages:11:504:29,openimages,11,504,Vegetable,Vegetable,False,15,0,0,0,0.0
openimages:120:456:333,openimages,120,456,Flower,Flower,False,19,0,0,0,0.0
openimages:121:314:336,openimages,121,314,Baked goods,Baked goods,False,4,0,0,0,0.0
openimages:122:409:339,openimages,122,409,Wheel,Wheel,False,15,0,0,0,0.0
openimages:123:363:344,openimages,123,363,Submarine sandwich,Submarine sandwich,True,5,0,0,0,0.0
openimages:123:434:342,openimages,123,434,Footwear,Footwear,False,4,0,0,0,0.0
openimages:124:330:347,openimages,124,330,Chest of drawers,Chest of drawers,True,11,0,0,0,0.0
openimages:124:414:345,openimages,124,414,Auto part,Auto part,False,3,0,0,0,0.0
openimages:126:75:351,openimages,126,75,Bat (Animal),Bat (Animal),True,23,0,0,0,0.0
openimages:127:143:354,openimages,127,143,Dessert,Dessert,True,14,0,0,0,0.0
openimages:127:504:353,openimages,127,504,Vegetable,Vegetable,False,111,0,0,0,0.0
openimages:128:316:356,openimages,128,316,Crutch,Crutch,True,37,0,0,0,0.0
openimages:129:254:359,openimages,129,254,Heater,Heater,True,20,0,0,0,0.0
openimages:129:571:358,openimages,129,571,Car,Car,False,1,0,0,0,0.0
openimages:12:221:33,openimages,12,221,Human leg,Human leg,True,12,0,0,0,0.0
openimages:12:446:32,openimages,12,446,Dog,Dog,False,1,0,0,0,0.0
openimages:12:574:34,openimages,12,574,Skunk,Skunk,True,2,0,0,0,0.0
openimages:130:327:363,openimages,130,327,Tennis ball,Tennis ball,True,3,0,0,0,0.0
openimages:130:74:362,openimages,130,74,Bee,Bee,True,15,0,0,0,0.0
openimages:130:80:361,openimages,130,80,Balloon,Balloon,False,7,0,0,0,0.0
openimages:131:309:365,openimages,131,309,Waffle iron,Waffle iron,True,19,0,0,0,0.0
openimages:131:409:364,openimages,131,409,Wheel,Wheel,False,4,0,0,0,0.0
openimages:132:500:367,openimages,132,500,Squash (Plant),Squash (Plant),True,9,0,0,0,0.0
openimages:133:111:370,openimages,133,111,Snack,Snack,True,3,0,0,0,0.0
openimages:133:463:369,openimages,133,463,Fish,Fish,False,1,0,0,0,0.0
openimages:134:555:373,openimages,134,555,Microphone,Microphone,True,27,0,0,0,0.0
openimages:135:3:375,openimages,135,3,Magpie,Magpie,True,14,0,0,0,0.0
openimages:136:351:377,openimages,136,351,Rifle,Rifle,True,25,0,0,0,0.0
openimages:137:129:380,openimages,137,129,Cookie,Cookie,True,19,0,0,0,0.0
openimages:137:175:379,openimages,137,175,Can opener,Can opener,True,21,0,0,0,0.0
openimages:138:391:381,openimages,138,391,Tree,Tree,False,42,0,0,0,0.0
openimages:139:113:386,openimages,139,113,Clock,Clock,True,10,0,0,0,0.0
openimages:139:365:385,openimages,139,365,Sword,Sword,True,20,0,0,0,0.0
openimages:13:203:35,openimages,13,203,Fruit,Fruit,False,28,0,0,0,0.0
openimages:140:227:388,openimages,140,227,Giraffe,Giraffe,True,1,0,0,0,0.0
openimages:141:119:391,openimages,141,119,Coat,Coat,True,9,0,0,0,0.0
openimages:141:91:390,openimages,141,91,Carnivore,Carnivore,False,13,0,0,0,0.0
openimages:142:183:394,openimages,142,183,Stop sign,Stop sign,True,1,0,0,0,0.0
openimages:142:251:393,openimages,142,251,Saucer,Saucer,True,21,0,0,0,0.0
openimages:143:145:395,openimages,143,145,Drink,Drink,False,4,0,0,0,0.0
openimages:143:460:397,openimages,143,460,Hamburger,Hamburger,True,5,0,0,0,0.0
openimages:144:383:400,openimages,144,383,Tea,Tea,True,59,0,0,0,0.0
openimages:144:69:398,openimages,144,69,Person,Person,False,180,0,0,0,0.0
openimages:148:221:411,openimages,148,221,Human leg,Human leg,True,43,0,0,0,0.0
openimages:149:267:415,openimages,149,267,Invertebrate,Invertebrate,True,21,0,0,0,0.0
openimages:149:270:414,openimages,149,270,Refrigerator,Refrigerator,True,7,0,0,0,0.0
openimages:149:334:413,openimages,149,334,Plant,Plant,False,4,0,0,0,0.0
openimages:14:357:39,openimages,14,357,Rose,Rose,True,1,0,0,0,0.0
openimages:14:484:40,openimages,14,484,Moths and butterflies,Moths and butterflies,True,7,0,0,0,0.0
openimages:14:571:38,openimages,14,571,Car,Car,False,6,0,0,0,0.0
openimages:151:111:421,openimages,151,111,Snack,Snack,True,32,0,0,0,0.0
openimages:151:447:420,openimages,151,447,Book,Book,True,264,0,0,0,0.0
openimages:151:462:419,openimages,151,462,Building,Building,False,7,0,0,0,0.0
openimages:152:311:424,openimages,152,311,Ring binder,Ring binder,True,7,0,0,0,0.0
openimages:152:555:423,openimages,152,555,Microphone,Microphone,True,1,0,0,0,0.0
openimages:154:357:430,openimages,154,357,Rose,Rose,True,4,0,0,0,0.0
openimages:155:116:432,openimages,155,116,Cello,Cello,True,2,0,0,0,0.0
openimages:156:433:434,openimages,156,433,Clothing,Clothing,False,50,0,0,0,0.0
openimages:157:214:437,openimages,157,214,Human foot,Human foot,False,11,0,0,0,0.0
openimages:157:246:439,openimages,157,246,Sofa bed,Sofa bed,True,5,0,0,0,0.0
openimages:157:527:438,openimages,157,527,Ladybug,Ladybug,True,36,0,0,0,0.0
openimages:158:173:440,openimages,158,173,Harbor seal,Harbor seal,True,6,0,0,0,0.0
openimages:158:592:441,openimages,158,592,Perfume,Perfume,True,6,0,0,0,0.0
openimages:159:33:443,openimages,159,33,Tick,Tick,True,45,0,0,0,0.0
openimages:159:565:444,openimages,159,565,Pomegranate,Pomegranate,True,3,0,0,0,0.0
openimages:15:328:43,openimages,15,328,Plastic bag,Plastic bag,True,7,0,0,0,0.0
openimages:161:369:448,openimages,161,369,Ski,Ski,True,3,0,0,0,0.0
openimages:161:82:449,openimages,161,82,Tent,Tent,True,1,0,0,0,0.0
openimages:163:366:453,openimages,163,366,Picture frame,Picture frame,True,17,0,0,0,0.0
openimages:163:396:454,openimages,163,396,Cooking spray,Cooking spray,True,47,0,0,0,0.0
openimages:163:409:452,openimages,163,409,Wheel,Wheel,False,54,0,0,0,0.0
openimages:164:467:457,openimages,164,467,Hedgehog,Hedgehog,True,21,0,0,0,0.0
openimages:164:502:455,openimages,164,502,Human face,Human face,False,5,0,0,0,0.0
openimages:165:422:458,openimages,165,422,Chicken,Chicken,False,5,0,0,0,0.0
openimages:166:149:462,openimages,166,149,Dairy Product,Dairy Product,True,48,0,0,0,0.0
openimages:166:5:461,openimages,166,5,Football,Football,True,2,0,0,0,0.0
openimages:169:381:469,openimages,169,381,Television,Television,False,32,0,0,0,0.0
openimages:170:19:474,openimages,170,19,Beer,Beer,True,26,0,0,0,0.0
