seed,mean_loo_evalue,std_loo_evalue,max_loo_evalue,p95_loo_evalue,p99_loo_evalue,mondrian
0,1.0000000000000002,17.607006947264935,311.08666968505344,0.0011315495146110692,0.0025146511905471537,none
1,1.0000000000000002,2.3429560360783923,58.255087930428665,4.253083182238222,7.00777244334944,none
2,1.0000000000000002,9.618720094012637,292.9557401597136,2.4697192064849403,5.499794871584111,none
3,0.9999999999999999,2.1294526709175376,27.981822800866713,3.6709754143037987,6.742607903823304,none
4,1.0,8.32730056634579,221.76591421088847,2.709749684883779,10.068225495834842,none
5,1.0,3.5719605384426014,104.40221648353705,4.046210303907417,11.239473066409492,none
6,1.0,5.677528532273923,198.21539138528829,2.6826143195001424,12.071764437750641,none
7,1.0,8.339108031820263,335.5237137340377,3.715091055240105,5.737029854249956,none
8,1.0,6.835014615672337,306.3525138846544,3.5161338589935913,6.624425149579552,none
9,1.0000000000000002,10.141905585133093,276.6648976543363,2.851589953893378,4.9924492809805034,none
10,1.0,5.3649485559911945,136.32362788743552,2.7821148548456223,9.863861758089024,none
11,1.0,2.91515882152335,50.962549227603645,3.525228969127469,12.287804986893466,none
12,0.9999999999999999,9.888548406022359,250.35540600881654,2.552382242111162,5.243480910424016,none
13,1.0,2.926565593399359,68.53240763207845,4.21154598337085,12.075504319611076,none
14,1.0,7.763510558229262,324.85241815239056,3.9102605888713677,6.562675114189708,none
15,1.0,4.626995578420842,153.0755512960277,3.487214364362548,11.104654318077307,none
16,1.0,4.837519378985274,201.5572958148102,3.4349386992177036,7.430683716675031,none
17,0.9999999999999998,2.602302335254493,50.58248716956506,3.977426341538449,11.079973379999966,none
18,1.0,3.4479831588845915,88.2767692947222,3.94922388950073,5.718333233666216,none
19,1.0,2.642778507887392,78.92862046966002,4.92711676401239,6.742834211931088,none
