method,alpha,total_rejections,fdp,recall,threshold
score_oracle,0.05,95.4,0.04648093575472152,0.16943586348870257,0.6522326767444611
score_oracle,0.1,149.75,0.0980836243734999,0.2528275424326046,0.5439111486077308
score_oracle,0.15,200.35,0.14850743721160403,0.3193393917622952,0.4561737388372421
score_oracle,0.2,245.45,0.1990752128225534,0.3681181929181824,0.3999856486916542
