alpha,total_rejections,fp,tp,fdp,recall,threshold,seed,method
0.05,163,8,155,0.049079754601226995,0.2705061082024433,0.5791834592819214,0,score_oracle
0.1,211,21,190,0.0995260663507109,0.33158813263525305,0.516884446144104,0,score_oracle
0.15,269,40,229,0.14869888475836432,0.39965095986038396,0.4240654706954956,0,score_oracle
0.2,328,65,263,0.19817073170731708,0.45898778359511344,0.3743204474449157,0,score_oracle
0.05,104,5,99,0.04807692307692308,0.19298245614035087,0.6220744252204895,1,score_oracle
0.1,150,15,135,0.1,0.2631578947368421,0.5325032472610474,1,score_oracle
0.15,200,30,170,0.15,0.3313840155945419,0.4573206901550293,1,score_oracle
0.2,247,49,198,0.19838056680161945,0.38596491228070173,0.3994157612323761,1,score_oracle
0.05,121,6,115,0.049586776859504134,0.21415270018621974,0.5816980600357056,2,score_oracle
0.1,151,15,136,0.09933774834437085,0.2532588454376164,0.5212866067886353,2,score_oracle
0.15,169,25,144,0.14792899408284024,0.2681564245810056,0.4894683957099914,2,score_oracle
0.2,200,40,160,0.2,0.297951582867784,0.4565088748931885,2,score_oracle
0.05,88,4,84,0.045454545454545456,0.1518987341772152,0.6230206489562988,3,score_oracle
0.1,105,10,95,0.09523809523809523,0.1717902350813743,0.580437958240509,3,score_oracle
0.15,160,24,136,0.15,0.24593128390596744,0.4406585097312927,3,score_oracle
0.2,195,39,156,0.2,0.2820976491862568,0.3831703066825866,3,score_oracle
0.05,103,5,98,0.04854368932038835,0.1625207296849088,0.6603991389274597,4,score_oracle
0.1,134,13,121,0.09701492537313433,0.20066334991708126,0.610770583152771,4,score_oracle
0.15,176,26,150,0.14772727272727273,0.24875621890547264,0.5446116924285889,4,score_oracle
0.2,196,39,157,0.1989795918367347,0.2603648424543947,0.4880649149417877,4,score_oracle
0.05,86,4,82,0.046511627906976744,0.1474820143884892,0.6192730665206909,5,score_oracle
0.1,113,11,102,0.09734513274336283,0.18345323741007194,0.5715025067329407,5,score_oracle
0.15,154,23,131,0.14935064935064934,0.2356115107913669,0.4952234625816345,5,score_oracle
0.2,182,36,146,0.1978021978021978,0.26258992805755393,0.4560147821903229,5,score_oracle
0.05,104,5,99,0.04807692307692308,0.1853932584269663,0.6181724071502686,6,score_oracle
0.1,141,14,127,0.09929078014184398,0.23782771535580524,0.5480256676673889,6,score_oracle
0.15,171,25,146,0.14619883040935672,0.27340823970037453,0.494344025850296,6,score_oracle
0.2,221,44,177,0.19909502262443438,0.33146067415730335,0.4285557270050049,6,score_oracle
