bin,left,right,null_count,tp_count,p0,p1,raw_evalue,evalue
0,0.0500003844499588,0.051001757383346516,365,13,0.027165441995101312,0.008215962441314555,0.30244169937658744,0.30244169937658744
1,0.051001757383346516,0.05208034887909886,369,8,0.027462332071550508,0.00528169014084507,0.19232489531785307,0.19232489531785307
2,0.05208034887909886,0.053120376914739545,365,13,0.027165441995101312,0.008215962441314555,0.30244169937658744,0.30244169937658744
3,0.053120376914739545,0.05429778844118114,368,9,0.02738810955243821,0.005868544600938967,0.2142734455513569,0.2142734455513569
4,0.05429778844118114,0.055688414722681,368,9,0.02738810955243821,0.005868544600938967,0.2142734455513569,0.2142734455513569
5,0.055688414722681,0.0569258533418178,366,12,0.027239664514213613,0.007629107981220657,0.28007349272748205,0.28007349272748205
6,0.0569258533418178,0.05824911519885058,365,12,0.027165441995101312,0.007629107981220657,0.2808387208496883,0.2808387208496883
7,0.05824911519885058,0.05957356765866272,366,12,0.027239664514213613,0.007629107981220657,0.28007349272748205,0.28007349272748205
8,0.05957356765866272,0.06096739768981926,367,10,0.02731388703332591,0.006455399061032864,0.23634128138395594,0.23634128138395594
9,0.06096739768981926,0.0625606924295425,364,13,0.027091219475989015,0.008215962441314555,0.30327030677213973,0.30327030677213973
10,0.0625606924295425,0.0641592279076576,365,13,0.027165441995101312,0.008215962441314555,0.30244169937658744,0.30244169937658744
11,0.0641592279076576,0.06585170775651931,367,10,0.02731388703332591,0.006455399061032864,0.23634128138395594,0.23634128138395594
12,0.06585170775651931,0.06758536398410792,372,6,0.027684999628887406,0.004107981220657277,0.1483829248952158,0.1483829248952158
13,0.06758536398410792,0.0694551452994346,365,12,0.027165441995101312,0.007629107981220657,0.2808387208496883,0.2808387208496883
14,0.0694551452994346,0.0713829472661018,366,11,0.027239664514213613,0.007042253521126761,0.25852937790229114,0.25852937790229114
15,0.0713829472661018,0.07358334660530087,372,6,0.027684999628887406,0.004107981220657277,0.1483829248952158,0.1483829248952158
16,0.07358334660530087,0.0758377686142921,359,18,0.026720106880427523,0.011150234741784037,0.41729753521126756,0.41729753521126756
17,0.0758377686142921,0.07832265496253964,362,16,0.026942774437764418,0.009976525821596244,0.3702857641718077,0.3702857641718077
18,0.07832265496253964,0.08104219138622276,358,19,0.026645884361315222,0.011737089201877934,0.4404841304091961,0.4404841304091961
19,0.08104219138622276,0.0841435194015502,358,19,0.026645884361315222,0.011737089201877934,0.4404841304091961,0.4404841304091961
20,0.0841435194015502,0.08767321258783335,352,26,0.02620054924664143,0.01584507042253521,0.6047610022742689,0.6047610022742689
21,0.08767321258783335,0.09113679677247999,355,22,0.026423216803978328,0.013497652582159625,0.5108254866276309,0.5108254866276309
22,0.09113679677247999,0.09509889036417007,361,17,0.02686855191865212,0.01056338028169014,0.3931503384950587,0.3931503384950587
23,0.09509889036417007,0.0997293204069137,361,16,0.02686855191865212,0.009976525821596244,0.371308653023111,0.371308653023111
24,0.0997293204069137,0.1047954857349395,354,23,0.026348994284866027,0.014084507042253521,0.5345367982543147,0.5345367982543147
25,0.1047954857349395,0.11094581335782998,354,24,0.026348994284866027,0.014671361502347418,0.5568091648482444,0.5568091648482444
26,0.11094581335782998,0.11798216998577114,350,27,0.026052104208416832,0.01643192488262911,0.6307331166486096,0.6307331166486096
27,0.11798216998577114,0.12529922127723697,345,33,0.02568099161285534,0.01995305164319249,0.7769579907188797,0.7769579907188797
28,0.12529922127723697,0.1341819912195206,339,38,0.025235656498181547,0.022887323943661973,0.9069438690969346,0.9069438690969346
29,0.1341819912195206,0.1452156007289886,339,38,0.025235656498181547,0.022887323943661973,0.9069438690969346,0.9069438690969346
30,0.1452156007289886,0.15730138421058648,344,34,0.025606769093743043,0.020539906103286387,0.8021279853031231,0.8021279853031231
31,0.15730138421058648,0.17384546399116513,344,33,0.025606769093743043,0.01995305164319249,0.779210042865891,0.779210042865891
32,0.17384546399116513,0.19569897353649135,340,38,0.025309879017293847,0.022887323943661973,0.9042842096567676,0.9042842096567676
33,0.19569897353649135,0.2261476874351503,329,48,0.024493431307058562,0.028755868544600938,1.1740236875800256,1.1740236875800256
34,0.2261476874351503,0.262585312128067,318,59,0.023676983596823277,0.035211267605633804,1.487151750629167,1.487151750629167
35,0.262585312128067,0.3099630713462829,302,76,0.022489423291026496,0.04518779342723005,2.0092908938781204,2.0092908938781204
36,0.3099630713462829,0.3668378293514252,279,98,0.02078230535144363,0.058098591549295774,2.795579728370221,2.795579728370221
37,0.3668378293514252,0.4533129811286927,233,145,0.01736806947227789,0.08568075117370892,4.933234019501625,4.933234019501625
38,0.4533129811286927,0.6620195984840408,112,265,0.00838714465968975,0.15610328638497653,18.612208650130874,18.612208650130874
39,0.6620195984840408,0.9667235016822816,15,363,0.0011875603057967788,0.2136150234741784,179.87720070422534,179.87720070422534
