seed,alpha,R_statistic,iou_thresh,n_cal_all_null_clusters,total_tp_clusters,total_tp_candidates,sa_rej,sa_fp,sa_tp,sa_fdp_pooled,sa_family_fdp_mean,sa_recall_object,base_rej,base_fp,base_tp,base_fdp_pooled,base_family_fdp_mean,base_recall_candidate,base_recall_object
0,0.05,top2_mean_phi,0.5,3644,329,533,166,10,156,0.060240963855421686,0.01699463327370304,0.47416413373860183,164,11,153,0.06707317073170732,0.018783542039355994,0.2870544090056285,0.46504559270516715
0,0.1,top2_mean_phi,0.5,3644,329,533,206,16,190,0.07766990291262135,0.025044722719141325,0.5775075987841946,203,17,186,0.08374384236453201,0.026744186046511628,0.34896810506566606,0.5653495440729484
0,0.15,top2_mean_phi,0.5,3644,329,533,229,24,205,0.10480349344978165,0.031663685152057246,0.6231003039513677,234,27,207,0.11538461538461539,0.03623534088650368,0.3883677298311445,0.6291793313069909
0,0.2,top2_mean_phi,0.5,3644,329,533,239,26,213,0.1087866108786611,0.035241502683363145,0.6474164133738601,247,30,217,0.1214574898785425,0.03862055257404094,0.4071294559099437,0.6565349544072948
1,0.05,top2_mean_phi,0.5,3300,327,544,128,5,123,0.0390625,0.008944543828264758,0.3761467889908257,130,5,125,0.038461538461538464,0.008944543828264758,0.22977941176470587,0.382262996941896
1,0.1,top2_mean_phi,0.5,3300,327,544,170,9,161,0.052941176470588235,0.014907573047107929,0.4923547400611621,180,9,171,0.05,0.014758497316636851,0.31433823529411764,0.5168195718654435
1,0.15,top2_mean_phi,0.5,3300,327,544,191,10,181,0.05235602094240838,0.016547406082289804,0.5535168195718655,202,14,188,0.06930693069306931,0.020700230002555584,0.34558823529411764,0.5718654434250765
1,0.2,top2_mean_phi,0.5,3300,327,544,203,14,189,0.06896551724137931,0.022361359570661897,0.5779816513761468,219,19,200,0.0867579908675799,0.02517250191668796,0.36764705882352944,0.6024464831804281
2,0.05,top2_mean_phi,0.5,3248,355,566,153,4,149,0.026143790849673203,0.005963029218843173,0.4197183098591549,152,5,147,0.03289473684210526,0.007751937984496125,0.2597173144876325,0.4084507042253521
2,0.1,top2_mean_phi,0.5,3248,355,566,200,10,190,0.05,0.014311270125223614,0.5352112676056338,211,11,200,0.052132701421800945,0.015802027429934404,0.35335689045936397,0.5492957746478874
2,0.15,top2_mean_phi,0.5,3248,355,566,222,11,211,0.04954954954954955,0.014609421586165771,0.5943661971830986,228,11,217,0.04824561403508772,0.015802027429934404,0.3833922261484099,0.5943661971830986
