seed,num_fit_families,num_cal_families,num_test_families,num_fit_candidates,num_cal_candidates,num_test_candidates,num_cal_null,sum_phi_cal,density_ratio
2,1676,559,559,17819,5522,6193,4988,5914.7800679796,"{'num_fit_null': 16143, 'num_fit_tp': 1676, 'num_bins_realized': 80, 'max_phi': 683.6571753986333, 'fit_null_phi_mean': 1.0}"
