alpha,total_rejections,fp,tp,fdp,recall,threshold,seed,method
0.05,7,0,7,0.0,0.04375,0.8142661452293396,0,score_oracle
0.1,7,0,7,0.0,0.04375,0.8142661452293396,0,score_oracle
0.15,9,1,8,0.1111111111111111,0.05,0.73940509557724,0,score_oracle
0.2,10,2,8,0.2,0.05,0.7110582590103149,0,score_oracle
0.05,3,0,3,0.0,0.022222222222222223,0.928202748298645,1,score_oracle
0.1,12,1,11,0.08333333333333333,0.08148148148148149,0.7968894243240356,1,score_oracle
0.15,15,2,13,0.13333333333333333,0.0962962962962963,0.7531644105911255,1,score_oracle
0.2,25,5,20,0.2,0.14814814814814814,0.6486737728118896,1,score_oracle
0.05,9,0,9,0.0,0.08490566037735849,0.792259693145752,2,score_oracle
0.1,10,1,9,0.1,0.08490566037735849,0.7792934775352478,2,score_oracle
0.15,10,1,9,0.1,0.08490566037735849,0.7792934775352478,2,score_oracle
0.2,15,3,12,0.2,0.11320754716981132,0.7039835453033447,2,score_oracle
0.05,7,0,7,0.0,0.05185185185185185,0.7994711995124817,3,score_oracle
0.1,7,0,7,0.0,0.05185185185185185,0.7994711995124817,3,score_oracle
0.15,8,1,7,0.125,0.05185185185185185,0.7596251964569092,3,score_oracle
0.2,16,3,13,0.1875,0.0962962962962963,0.6593367457389832,3,score_oracle
0.05,15,0,15,0.0,0.09868421052631579,0.686082661151886,4,score_oracle
0.1,16,1,15,0.0625,0.09868421052631579,0.6817368268966675,4,score_oracle
0.15,17,2,15,0.11764705882352941,0.09868421052631579,0.6779226660728455,4,score_oracle
0.2,18,3,15,0.16666666666666666,0.09868421052631579,0.6712532043457031,4,score_oracle
