method,alpha,total_rejections,fdp,recall,threshold
score_oracle,0.05,8.2,0.0,0.06028278899554966,0.8040564894676209
score_oracle,0.1,10.4,0.04916666666666667,0.07213464084740152,0.7743314146995545
score_oracle,0.15,11.8,0.11741830065359478,0.07634760381036448,0.7418821692466736
score_oracle,0.2,16.8,0.19083333333333335,0.1012672404281143,0.6788611054420471
