alpha,num_test_families,num_rejected_families,total_rejections,fp,tp,fdp,recall,mean_family_fdp,seed,method,cal_null_size,n_cal
0.05,537,86,122,5,117,0.040983606557377046,0.16363636363636364,0.004345127250155183,0,betting,500,500
0.1,537,102,150,7,143,0.04666666666666667,0.2,0.006828057107386715,0,betting,500,500
0.15,537,119,181,13,168,0.0718232044198895,0.23496503496503496,0.014587212911235256,0,betting,500,500
0.2,537,127,194,14,180,0.07216494845360824,0.2517482517482518,0.016449410304158904,0,betting,500,500
0.05,537,83,115,4,111,0.034782608695652174,0.15524475524475526,0.0031036623215394163,0,betting,1000,1000
0.1,537,99,145,7,138,0.04827586206896552,0.193006993006993,0.006828057107386715,0,betting,1000,1000
0.15,537,111,166,7,159,0.04216867469879518,0.22237762237762237,0.006828057107386715,0,betting,1000,1000
0.2,537,124,189,13,176,0.06878306878306878,0.24615384615384617,0.014587212911235256,0,betting,1000,1000
0.05,537,81,109,3,106,0.027522935779816515,0.14825174825174825,0.0021725636250775914,0,betting,2000,2000
0.1,537,98,144,7,137,0.04861111111111111,0.1916083916083916,0.006828057107386715,0,betting,2000,2000
0.15,537,110,161,7,154,0.043478260869565216,0.2153846153846154,0.006828057107386715,0,betting,2000,2000
0.2,537,122,186,13,173,0.06989247311827956,0.24195804195804196,0.014587212911235256,0,betting,2000,2000
0.05,537,79,105,1,104,0.009523809523809525,0.14545454545454545,0.000931098696461825,0,betting,5000,5000
0.1,537,94,134,5,129,0.03731343283582089,0.18041958041958042,0.0040347610180012415,0,betting,5000,5000
0.15,537,106,152,7,145,0.046052631578947366,0.20279720279720279,0.006828057107386715,0,betting,5000,5000
0.2,537,113,168,7,161,0.041666666666666664,0.22517482517482518,0.006828057107386715,0,betting,5000,5000
0.05,537,79,105,1,104,0.009523809523809525,0.14545454545454545,0.000931098696461825,0,betting,all,5128
0.1,537,94,134,5,129,0.03731343283582089,0.18041958041958042,0.0040347610180012415,0,betting,all,5128
0.15,537,106,152,7,145,0.046052631578947366,0.20279720279720279,0.006828057107386715,0,betting,all,5128
0.2,537,113,168,7,161,0.041666666666666664,0.22517482517482518,0.006828057107386715,0,betting,all,5128
0.05,537,50,75,0,75,0.0,0.11363636363636363,0.0,1,betting,500,500
0.1,537,67,104,1,103,0.009615384615384616,0.15606060606060607,0.00186219739292365,1,betting,500,500
0.15,537,78,128,2,126,0.015625,0.19090909090909092,0.0037243947858473,1,betting,500,500
0.2,537,87,152,6,146,0.039473684210526314,0.22121212121212122,0.004608938547486034,1,betting,500,500
0.05,537,60,93,0,93,0.0,0.1409090909090909,0.0,1,betting,1000,1000
0.1,537,77,127,2,125,0.015748031496062992,0.1893939393939394,0.0037243947858473,1,betting,1000,1000
0.15,537,89,159,6,153,0.03773584905660377,0.2318181818181818,0.0045313469894475485,1,betting,1000,1000
