alpha,num_test_families,num_rejected_families,total_rejections,fp,tp,fdp,recall,mean_family_fdp,score_floor,total_pruned,seed,method,cal_null_size,n_cal
0.05,559,169,264,38,226,0.14393939393939395,0.42401500938086306,0.04204929437487576,0.3,5269,0,betting,all,5642
0.1,559,182,286,42,244,0.14685314685314685,0.45778611632270166,0.04622341482806599,0.3,5269,0,betting,all,5642
0.15,559,226,362,89,273,0.24585635359116023,0.5121951219512195,0.10925263367123832,0.3,5269,0,betting,all,5642
0.2,559,227,372,91,281,0.2446236559139785,0.5272045028142589,0.10922281852514411,0.3,5269,0,betting,all,5642
0.05,559,153,235,19,216,0.08085106382978724,0.39705882352941174,0.024337677826049918,0.3,5278,1,betting,all,5078
0.1,559,161,253,25,228,0.09881422924901186,0.41911764705882354,0.028064571087826902,0.3,5278,1,betting,all,5078
0.15,559,187,300,46,254,0.15333333333333332,0.46691176470588236,0.05711836612999404,0.3,5278,1,betting,all,5078
0.2,559,189,309,49,260,0.15857605177993528,0.47794117647058826,0.058012820512820515,0.3,5278,1,betting,all,5078
0.05,559,166,243,10,233,0.0411522633744856,0.411660777385159,0.014013118664281454,0.3,5589,2,betting,all,4988
0.1,559,186,308,26,282,0.08441558441558442,0.49823321554770317,0.028818468353352077,0.3,5589,2,betting,all,4988
0.15,559,218,358,48,310,0.1340782122905028,0.5477031802120141,0.06125734730385894,0.3,5589,2,betting,all,4988
0.2,559,219,369,54,315,0.14634146341463414,0.5565371024734982,0.06420904676718629,0.3,5589,2,betting,all,4988
0.05,559,176,280,29,251,0.10357142857142858,0.43500866551126516,0.029328165374677004,0.3,4996,3,betting,all,5520
0.1,559,190,309,36,273,0.11650485436893204,0.4731369150779896,0.034024050884516,0.3,4996,3,betting,all,5520
0.15,559,229,366,74,292,0.20218579234972678,0.5060658578856152,0.09424212738166227,0.3,4996,3,betting,all,5520
0.2,559,231,378,79,299,0.20899470899470898,0.5181975736568457,0.09476389243831103,0.3,4996,3,betting,all,5520
0.05,559,154,257,27,230,0.10505836575875487,0.42357274401473294,0.030510832836414235,0.3,5568,4,betting,all,5441
0.1,559,173,293,30,263,0.10238907849829351,0.4843462246777164,0.033790498906777974,0.3,5568,4,betting,all,5441
0.15,559,196,332,48,284,0.14457831325301204,0.5230202578268877,0.06077320612204333,0.3,5568,4,betting,all,5441
0.2,559,197,339,50,289,0.14749262536873156,0.5322283609576427,0.06142913933611608,0.3,5568,4,betting,all,5441
0.05,559,171,263,39,224,0.1482889733840304,0.4028776978417266,0.042272907970582384,0.3,5651,5,betting,all,5616
0.1,559,188,291,47,244,0.16151202749140894,0.43884892086330934,0.0479377857284834,0.3,5651,5,betting,all,5616
0.15,559,205,332,62,270,0.18674698795180722,0.4856115107913669,0.06797356390379646,0.3,5651,5,betting,all,5616
0.2,559,209,353,75,278,0.21246458923512748,0.5,0.07318624527926854,0.3,5651,5,betting,all,5616
0.05,559,181,294,33,261,0.11224489795918367,0.4250814332247557,0.03736831643808387,0.3,5454,6,betting,all,4857
0.1,559,193,328,36,292,0.10975609756097561,0.4755700325732899,0.03868018286622938,0.3,5454,6,betting,all,4857
0.15,559,224,378,60,318,0.15873015873015872,0.5179153094462541,0.07609819121447028,0.3,5454,6,betting,all,4857
0.2,559,227,390,64,326,0.1641025641025641,0.5309446254071661,0.07833432717153647,0.3,5454,6,betting,all,4857
0.05,559,180,299,17,282,0.056856187290969896,0.4585365853658537,0.027131782945736434,0.3,5398,7,betting,all,5369
0.1,559,189,321,23,298,0.07165109034267912,0.4845528455284553,0.02869707811568277,0.3,5398,7,betting,all,5369
0.15,559,218,380,51,329,0.13421052631578947,0.5349593495934959,0.06284535877559133,0.3,5398,7,betting,all,5369
0.2,559,252,457,106,351,0.23194748358862144,0.5707317073170731,0.12167703097935656,0.3,5398,7,betting,all,5369
