alpha,num_test_families,num_rejected_families,total_rejections,fp,tp,fdp,recall,mean_family_fdp,score_floor,total_pruned,seed,method,stratum
0.05,245,71,124,8,116,0.06451612903225806,0.38283828382838286,0.02054421768707483,0.3,2726,0,betting,5<K<=30
0.05,272,84,99,16,83,0.16161616161616163,0.7094017094017094,0.05698529411764706,0.3,545,0,betting,K<=5
0.05,42,14,41,14,27,0.34146341463414637,0.23893805309734514,0.07076719576719577,0.3,1998,0,betting,K>30
0.1,245,78,132,8,124,0.06060606060606061,0.40924092409240925,0.02054421768707483,0.3,2726,0,betting,5<K<=30
0.1,272,86,101,17,84,0.16831683168316833,0.717948717948718,0.06066176470588235,0.3,545,0,betting,K<=5
0.1,42,18,53,17,36,0.32075471698113206,0.3185840707964602,0.10251322751322751,0.3,1998,0,betting,K>30
0.15,245,101,175,34,141,0.19428571428571428,0.46534653465346537,0.09823129251700681,0.3,2726,0,betting,5<K<=30
0.15,272,104,121,33,88,0.2727272727272727,0.7521367521367521,0.11580882352941177,0.3,545,0,betting,K<=5
0.15,42,21,66,22,44,0.3333333333333333,0.3893805309734513,0.13108465608465608,0.3,1998,0,betting,K>30
0.2,245,102,180,35,145,0.19444444444444445,0.47854785478547857,0.09925170068027213,0.3,2726,0,betting,5<K<=30
0.2,272,104,121,33,88,0.2727272727272727,0.7521367521367521,0.11580882352941177,0.3,545,0,betting,K<=5
0.2,42,21,71,23,48,0.323943661971831,0.4247787610619469,0.12473544973544974,0.3,1998,0,betting,K>30
0.05,276,93,107,9,98,0.08411214953271028,0.7596899224806202,0.03260869565217391,0.3,521,1,betting,K<=5
0.05,251,52,98,7,91,0.07142857142857142,0.3127147766323024,0.014741035856573706,0.3,2954,1,betting,5<K<=30
0.05,32,8,30,3,27,0.1,0.21774193548387097,0.02827380952380952,0.3,1803,1,betting,K>30
0.1,276,93,107,9,98,0.08411214953271028,0.7596899224806202,0.03260869565217391,0.3,521,1,betting,K<=5
0.1,251,56,106,9,97,0.08490566037735849,0.3333333333333333,0.01706507304116866,0.3,2954,1,betting,5<K<=30
0.1,32,12,40,7,33,0.175,0.2661290322580645,0.07514880952380952,0.3,1803,1,betting,K>30
0.15,276,102,118,16,102,0.13559322033898305,0.7906976744186046,0.05434782608695652,0.3,521,1,betting,K<=5
0.15,251,73,138,23,115,0.16666666666666666,0.3951890034364261,0.05790172642762284,0.3,2954,1,betting,5<K<=30
0.15,32,12,44,7,37,0.1590909090909091,0.29838709677419356,0.07486979166666666,0.3,1803,1,betting,K>30
0.2,276,102,118,16,102,0.13559322033898305,0.7906976744186046,0.05434782608695652,0.3,521,1,betting,K<=5
0.2,251,73,141,25,116,0.1773049645390071,0.39862542955326463,0.0598937583001328,0.3,2954,1,betting,5<K<=30
0.2,32,14,50,8,42,0.16,0.3387096774193548,0.07486979166666666,0.3,1803,1,betting,K>30
0.05,260,82,88,6,82,0.06818181818181818,0.7008547008547008,0.023076923076923078,0.3,531,2,betting,K<=5
0.05,42,12,26,1,25,0.038461538461538464,0.1984126984126984,0.005952380952380952,0.3,2018,2,betting,K>30
0.05,257,72,129,3,126,0.023255813953488372,0.39009287925696595,0.00616083009079118,0.3,3040,2,betting,5<K<=30
0.1,260,86,94,9,85,0.09574468085106383,0.7264957264957265,0.03461538461538462,0.3,531,2,betting,K<=5
0.1,42,17,51,5,46,0.09803921568627451,0.36507936507936506,0.030782312925170065,0.3,2018,2,betting,K>30
0.1,257,83,163,12,151,0.0736196319018405,0.4674922600619195,0.022632944228274967,0.3,3040,2,betting,5<K<=30
0.15,260,94,105,14,91,0.13333333333333333,0.7777777777777778,0.05384615384615385,0.3,531,2,betting,K<=5
0.15,42,22,60,7,53,0.11666666666666667,0.42063492063492064,0.05062358276643991,0.3,2018,2,betting,K>30
0.15,257,102,193,27,166,0.13989637305699482,0.5139318885448917,0.0704928664072633,0.3,3040,2,betting,5<K<=30
0.2,260,94,105,14,91,0.13333333333333333,0.7777777777777778,0.05384615384615385,0.3,531,2,betting,K<=5
0.2,42,23,69,11,58,0.15942028985507245,0.4603174603174603,0.07919501133786848,0.3,2018,2,betting,K>30
0.2,257,102,195,29,166,0.14871794871794872,0.5139318885448917,0.07224383916990919,0.3,3040,2,betting,5<K<=30
0.05,288,99,113,7,106,0.061946902654867256,0.6794871794871795,0.024305555555555556,0.3,615,3,betting,K<=5
0.05,233,67,136,16,120,0.11764705882352941,0.42402826855123676,0.032451120648545544,0.3,2561,3,betting,5<K<=30
0.05,38,10,31,6,25,0.1935483870967742,0.18115942028985507,0.048245614035087724,0.3,1820,3,betting,K>30
0.1,288,100,114,7,107,0.06140350877192982,0.6858974358974359,0.024305555555555556,0.3,615,3,betting,K<=5
0.1,233,73,143,17,126,0.11888111888111888,0.4452296819787986,0.033524082021936095,0.3,2561,3,betting,5<K<=30
0.1,38,17,52,12,40,0.23076923076923078,0.2898550724637681,0.11074561403508773,0.3,1820,3,betting,K>30
0.15,288,111,127,17,110,0.13385826771653545,0.7051282051282052,0.059027777777777776,0.3,615,3,betting,K<=5
0.15,233,99,184,44,140,0.2391304347826087,0.49469964664310956,0.13078547584985353,0.3,2561,3,betting,5<K<=30
0.15,38,19,55,13,42,0.23636363636363636,0.30434782608695654,0.13706140350877194,0.3,1820,3,betting,K>30
0.2,288,112,130,17,113,0.13076923076923078,0.7243589743589743,0.059027777777777776,0.3,615,3,betting,K<=5
0.2,233,99,184,44,140,0.2391304347826087,0.49469964664310956,0.13078547584985353,0.3,2561,3,betting,5<K<=30
0.2,38,20,64,18,46,0.28125,0.3333333333333333,0.14473684210526316,0.3,1820,3,betting,K>30
0.05,289,85,98,10,88,0.10204081632653061,0.704,0.0328719723183391,0.3,591,4,betting,K<=5
0.05,46,12,49,7,42,0.14285714285714285,0.25925925925925924,0.033816425120772944,0.3,2337,4,betting,K>30
0.05,224,57,110,10,100,0.09090909090909091,0.390625,0.026785714285714284,0.3,2640,4,betting,5<K<=30
0.1,289,87,100,10,90,0.1,0.72,0.0328719723183391,0.3,591,4,betting,K<=5
0.1,46,19,70,8,62,0.11428571428571428,0.38271604938271603,0.04106280193236715,0.3,2337,4,betting,K>30
0.1,224,67,123,12,111,0.0975609756097561,0.43359375,0.033482142857142856,0.3,2640,4,betting,5<K<=30
0.15,289,97,113,18,95,0.1592920353982301,0.76,0.06055363321799308,0.3,591,4,betting,K<=5
0.15,46,22,75,9,66,0.12,0.4074074074074074,0.051932367149758456,0.3,2337,4,betting,K>30
0.15,224,77,144,21,123,0.14583333333333334,0.48046875,0.06287202380952381,0.3,2640,4,betting,5<K<=30
0.2,289,97,113,18,95,0.1592920353982301,0.76,0.06055363321799308,0.3,591,4,betting,K<=5
0.2,46,23,82,11,71,0.13414634146341464,0.4382716049382716,0.05990338164251208,0.3,2337,4,betting,K>30
0.2,224,77,144,21,123,0.14583333333333334,0.48046875,0.06287202380952381,0.3,2640,4,betting,5<K<=30
0.05,265,76,141,22,119,0.15602836879432624,0.36728395061728397,0.04619496855345912,0.3,3027,5,betting,5<K<=30
0.05,252,84,96,11,85,0.11458333333333333,0.6910569105691057,0.041666666666666664,0.3,507,5,betting,K<=5
0.05,42,11,26,6,20,0.23076923076923078,0.1834862385321101,0.021164021164021163,0.3,2117,5,betting,K>30
0.1,265,87,153,23,130,0.1503267973856209,0.4012345679012346,0.0499685534591195,0.3,3027,5,betting,5<K<=30
0.1,252,86,98,12,86,0.12244897959183673,0.6991869918699187,0.04563492063492063,0.3,507,5,betting,K<=5
0.1,42,15,40,12,28,0.3,0.25688073394495414,0.048941798941798946,0.3,2117,5,betting,K>30
0.15,265,98,178,33,145,0.1853932584269663,0.44753086419753085,0.07713836477987421,0.3,3027,5,betting,5<K<=30
0.15,252,91,107,17,90,0.1588785046728972,0.7317073170731707,0.061507936507936505,0.3,507,5,betting,K<=5
0.15,42,16,47,12,35,0.2553191489361702,0.3211009174311927,0.048941798941798946,0.3,2117,5,betting,K>30
0.2,265,100,188,40,148,0.2127659574468085,0.4567901234567901,0.08578616352201258,0.3,3027,5,betting,5<K<=30
0.2,252,92,109,17,92,0.1559633027522936,0.7479674796747967,0.061507936507936505,0.3,507,5,betting,K<=5
0.2,42,17,56,18,38,0.32142857142857145,0.3486238532110092,0.06375661375661375,0.3,2117,5,betting,K>30
0.05,275,91,110,12,98,0.10909090909090909,0.6490066225165563,0.03636363636363636,0.3,549,6,betting,K<=5
0.05,243,77,137,16,121,0.11678832116788321,0.40066225165562913,0.04252400548696845,0.3,2720,6,betting,5<K<=30
0.05,41,13,47,5,42,0.10638297872340426,0.2608695652173913,0.013550135501355014,0.3,2185,6,betting,K>30
0.1,275,92,111,12,99,0.10810810810810811,0.6556291390728477,0.03636363636363636,0.3,549,6,betting,K<=5
0.1,243,84,153,18,135,0.11764705882352941,0.4470198675496689,0.04451303155006859,0.3,2720,6,betting,5<K<=30
0.1,41,17,64,6,58,0.09375,0.36024844720496896,0.01964769647696477,0.3,2185,6,betting,K>30
0.15,275,103,126,18,108,0.14285714285714285,0.7152317880794702,0.05818181818181818,0.3,549,6,betting,K<=5
0.15,243,102,184,35,149,0.19021739130434784,0.49337748344370863,0.10384087791495199,0.3,2720,6,betting,5<K<=30
0.15,41,19,68,7,61,0.10294117647058823,0.37888198757763975,0.03184281842818428,0.3,2185,6,betting,K>30
0.2,275,103,126,18,108,0.14285714285714285,0.7152317880794702,0.05818181818181818,0.3,549,6,betting,K<=5
0.2,243,103,191,39,152,0.20418848167539266,0.5033112582781457,0.10898491083676269,0.3,2720,6,betting,5<K<=30
0.2,41,21,73,7,66,0.0958904109589041,0.40993788819875776,0.03184281842818428,0.3,2185,6,betting,K>30
0.05,263,87,101,8,93,0.07920792079207921,0.6940298507462687,0.030418250950570342,0.3,530,7,betting,K<=5
0.05,41,14,52,1,51,0.019230769230769232,0.30538922155688625,0.008130081300813007,0.3,2036,7,betting,K>30
0.05,255,79,146,8,138,0.0547945205479452,0.4394904458598726,0.02679738562091503,0.3,2832,7,betting,5<K<=30
0.1,263,87,101,8,93,0.07920792079207921,0.6940298507462687,0.030418250950570342,0.3,530,7,betting,K<=5
0.1,41,15,62,7,55,0.11290322580645161,0.32934131736526945,0.02947154471544716,0.3,2036,7,betting,K>30
0.1,255,87,158,8,150,0.05063291139240506,0.47770700636942676,0.02679738562091503,0.3,2832,7,betting,5<K<=30
0.15,263,97,113,16,97,0.1415929203539823,0.7238805970149254,0.058301647655259824,0.3,530,7,betting,K<=5
0.15,41,20,74,11,63,0.14864864864864866,0.3772455089820359,0.043021680216802166,0.3,2036,7,betting,K>30
0.15,255,101,193,24,169,0.12435233160621761,0.5382165605095541,0.07071895424836602,0.3,2832,7,betting,5<K<=30
0.2,263,109,126,28,98,0.2222222222222222,0.7313432835820896,0.10012674271229405,0.3,530,7,betting,K<=5
0.2,41,20,100,27,73,0.27,0.437125748502994,0.08701122725512969,0.3,2036,7,betting,K>30
0.2,255,123,231,51,180,0.22077922077922077,0.5732484076433121,0.14947712418300654,0.3,2832,7,betting,5<K<=30
0.05,238,70,138,11,127,0.07971014492753623,0.4584837545126354,0.021755368814192343,0.3,2822,8,betting,5<K<=30
0.05,284,96,110,15,95,0.13636363636363635,0.7480314960629921,0.04929577464788732,0.3,587,8,betting,K<=5
0.05,37,13,55,6,49,0.10909090909090909,0.2916666666666667,0.024024024024024024,0.3,1762,8,betting,K>30
0.1,238,90,169,22,147,0.1301775147928994,0.5306859205776173,0.05992063492063492,0.3,2822,8,betting,5<K<=30
0.1,284,102,122,21,101,0.1721311475409836,0.7952755905511811,0.06690140845070422,0.3,587,8,betting,K<=5
0.1,37,17,69,7,62,0.10144927536231885,0.36904761904761907,0.03528528528528529,0.3,1762,8,betting,K>30
0.15,238,111,201,49,152,0.24378109452736318,0.5487364620938628,0.1473155929038282,0.3,2822,8,betting,5<K<=30
0.15,284,115,138,35,103,0.2536231884057971,0.8110236220472441,0.10915492957746478,0.3,587,8,betting,K<=5
0.15,37,19,81,10,71,0.12345679012345678,0.4226190476190476,0.04551694551694552,0.3,1762,8,betting,K>30
0.2,238,113,204,49,155,0.24019607843137256,0.5595667870036101,0.1473155929038282,0.3,2822,8,betting,5<K<=30
0.2,284,115,138,35,103,0.2536231884057971,0.8110236220472441,0.10915492957746478,0.3,587,8,betting,K<=5
0.2,37,20,92,13,79,0.14130434782608695,0.47023809523809523,0.057743457743457745,0.3,1762,8,betting,K>30
0.05,242,70,131,8,123,0.061068702290076333,0.38801261829652994,0.02427685950413223,0.3,3013,9,betting,5<K<=30
0.05,275,103,114,11,103,0.09649122807017543,0.7573529411764706,0.04,0.3,526,9,betting,K<=5
0.05,42,14,60,5,55,0.08333333333333333,0.28205128205128205,0.013227513227513229,0.3,2013,9,betting,K>30
0.1,242,81,145,8,137,0.05517241379310345,0.43217665615141954,0.02427685950413223,0.3,3013,9,betting,5<K<=30
0.1,275,104,115,11,104,0.09565217391304348,0.7647058823529411,0.04,0.3,526,9,betting,K<=5
0.1,42,19,90,15,75,0.16666666666666666,0.38461538461538464,0.06798941798941799,0.3,2013,9,betting,K>30
0.15,242,96,180,19,161,0.10555555555555556,0.5078864353312302,0.05831037649219467,0.3,3013,9,betting,5<K<=30
0.15,275,113,125,18,107,0.144,0.7867647058823529,0.06545454545454546,0.3,526,9,betting,K<=5
0.15,42,22,106,23,83,0.2169811320754717,0.4256410256410256,0.14153439153439157,0.3,2013,9,betting,K>30
0.2,242,110,205,38,167,0.18536585365853658,0.526813880126183,0.1213269054178145,0.3,3013,9,betting,5<K<=30
0.2,275,124,137,28,109,0.20437956204379562,0.8014705882352942,0.10181818181818182,0.3,526,9,betting,K<=5
0.2,42,22,117,28,89,0.23931623931623933,0.4564102564102564,0.14178090428090429,0.3,2013,9,betting,K>30
0.05,240,63,93,1,92,0.010752688172043012,0.3484848484848485,0.004166666666666667,0.3,2729,10,betting,5<K<=30
0.05,288,90,100,11,89,0.11,0.712,0.03819444444444445,0.3,550,10,betting,K<=5
0.05,31,12,32,2,30,0.0625,0.22727272727272727,0.012903225806451613,0.3,1595,10,betting,K>30
0.1,240,80,129,13,116,0.10077519379844961,0.4393939393939394,0.034027777777777775,0.3,2729,10,betting,5<K<=30
0.1,288,99,111,16,95,0.14414414414414414,0.76,0.05555555555555555,0.3,550,10,betting,K<=5
0.1,31,14,42,6,36,0.14285714285714285,0.2727272727272727,0.02867383512544803,0.3,1595,10,betting,K>30
0.15,240,98,166,29,137,0.1746987951807229,0.5189393939393939,0.08138888888888889,0.3,2729,10,betting,5<K<=30
0.15,288,111,127,29,98,0.2283464566929134,0.784,0.0949074074074074,0.3,550,10,betting,K<=5
0.15,31,15,47,7,40,0.14893617021276595,0.30303030303030304,0.044802867383512544,0.3,1595,10,betting,K>30
0.2,240,98,168,31,137,0.18452380952380953,0.5189393939393939,0.08347222222222221,0.3,2729,10,betting,5<K<=30
0.2,288,112,128,29,99,0.2265625,0.792,0.0949074074074074,0.3,550,10,betting,K<=5
0.2,31,16,52,9,43,0.17307692307692307,0.32575757575757575,0.062007168458781355,0.3,1595,10,betting,K>30
0.05,229,59,104,3,101,0.028846153846153848,0.4156378600823045,0.009279475982532752,0.3,2659,11,betting,5<K<=30
0.05,286,96,108,9,99,0.08333333333333333,0.6111111111111112,0.03146853146853147,0.3,552,11,betting,K<=5
0.05,44,17,67,3,64,0.04477611940298507,0.3855421686746988,0.02462121212121212,0.3,2268,11,betting,K>30
0.1,229,87,148,25,123,0.16891891891891891,0.5061728395061729,0.08818534691897137,0.3,2659,11,betting,5<K<=30
0.1,286,109,125,17,108,0.136,0.6666666666666666,0.05944055944055944,0.3,552,11,betting,K<=5
