method,alpha,total_rejections,fdp,recall
betting,0.05,29.717795483868795,0.02995365850643524,0.036931682248613075
betting,0.1,34.54345089883175,0.03295034750685569,0.03685099126074628
betting,0.15,38.40381011799412,0.03740914177709955,0.03333594276493405
betting,0.2,50.57654438675366,0.04368990628948383,0.03716372296572205
binary,0.05,141.3194961779867,0.08349874093195417,0.13664859862498716
binary,0.1,194.98779314019689,0.11370214423159201,0.19502587364609264
binary,0.15,141.3194961779867,0.08349874093195417,0.13664859862498716
binary,0.2,194.98779314019689,0.11370214423159201,0.19502587364609264
pvalue_bh,0.05,29.623736926216505,0.020349568692747958,0.021127666018415373
pvalue_bh,0.1,29.588893720092805,0.020355614290537716,0.021127666018415373
pvalue_bh,0.15,29.588893720092805,0.020355614290537716,0.021127666018415373
pvalue_bh,0.2,29.588893720092805,0.020355614290537716,0.021127666018415373
