method,alpha,total_rejections,fdp,recall
betting,0.05,263.9,0.08667597154295731,0.42442211451975653
betting,0.1,307.75,0.11610858322035282,0.47861916288542916
betting,0.15,353.7,0.1637879787142799,0.5199004208999751
betting,0.2,382.75,0.19275077696552,0.5416079887024351
binary,0.05,31.6,0.018670886075949366,0.030555555555555558
binary,0.1,63.35,0.03693860261138244,0.06331978319783198
binary,0.15,31.6,0.018670886075949366,0.030555555555555558
binary,0.2,63.35,0.03693860261138244,0.06331978319783198
pvalue_bh,0.05,594.75,0.3919819070350717,0.6379972273550121
pvalue_bh,0.1,594.85,0.39208564026243153,0.6379972273550121
pvalue_bh,0.15,594.85,0.39208564026243153,0.6379972273550121
pvalue_bh,0.2,594.85,0.39208564026243153,0.6379972273550121
