method,alpha,total_rejections,fdp,recall,threshold
score_oracle,0.05,243.7,0.04817381437840862,0.40835334564014153,0.6648186832666397
score_oracle,0.1,304.95,0.09901440931750227,0.48378695024408563,0.5756435036659241
score_oracle,0.15,353.15,0.14891867929108465,0.5294119680952097,0.5047024711966515
score_oracle,0.2,399.7,0.19928094273956182,0.5637858174577949,0.4501771256327629
