method,alpha,total_rejections,fdp,recall
betting,0.05,20.515655126345777,0.014016218296353546,0.03911014137975011
betting,0.1,32.27101518472314,0.014429113058529378,0.061656386568440025
betting,0.15,38.21170253373063,0.016504026564965888,0.07403696038402491
betting,0.2,47.322938690615885,0.017039706599957863,0.08804306632462455
binary,0.05,0.0,0.0,0.0
binary,0.1,8.350858764538122,0.0127775312999988,0.015700837162993544
binary,0.15,0.0,0.0,0.0
binary,0.2,15.230163976032632,0.03397987515205874,0.02785092038212578
pvalue_bh,0.05,36.7286995198721,0.027461076387882997,0.043367738934784135
pvalue_bh,0.1,37.45070444141064,0.040070955404708695,0.034193715521597064
pvalue_bh,0.15,42.87911404230073,0.0369827339988082,0.03462416303939326
pvalue_bh,0.2,46.10674114429872,0.03927688509542988,0.032678796554876224
