alpha,num_test_families,num_rejected_families,total_rejections,fp,tp,fdp,recall,mean_family_fdp,score_floor,total_pruned,seed,method
0.05,182,35,44,1,43,0.022727272727272728,0.08757637474541752,0.0027472527472527475,0.0,0.0,0,betting
0.1,182,35,44,1,43,0.022727272727272728,0.08757637474541752,0.0027472527472527475,0.0,0.0,0,betting
0.15,182,35,44,1,43,0.022727272727272728,0.08757637474541752,0.0027472527472527475,0.0,0.0,0,betting
0.2,182,35,44,1,43,0.022727272727272728,0.08757637474541752,0.0027472527472527475,0.0,0.0,0,betting
0.05,182,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,binary
0.1,182,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,binary
0.15,182,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,binary
0.2,182,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,binary
0.05,182,116,178,14,164,0.07865168539325842,0.3340122199592668,0.046703296703296704,0.0,,0,pvalue_bh
0.1,182,134,248,46,202,0.18548387096774194,0.41140529531568226,0.08726164186690501,0.0,,0,pvalue_bh
0.15,182,142,289,64,225,0.22145328719723184,0.45824847250509165,0.10274150452721881,0.0,,0,pvalue_bh
0.2,182,150,344,96,248,0.27906976744186046,0.505091649694501,0.13503877075305648,0.0,,0,pvalue_bh
0.05,182,56,77,2,75,0.025974025974025976,0.1497005988023952,0.01098901098901099,0.0,0.0,1,betting
0.1,182,76,123,4,119,0.032520325203252036,0.2375249500998004,0.013919413919413919,0.0,0.0,1,betting
0.15,182,86,140,5,135,0.03571428571428571,0.2694610778443114,0.019408011343495214,0.0,0.0,1,betting
0.2,182,98,193,8,185,0.04145077720207254,0.36926147704590817,0.028565520501004374,0.0,0.0,1,betting
0.05,182,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1,binary
0.1,182,28,35,2,33,0.05714285714285714,0.0658682634730539,0.005494505494505495,0.0,0.0,1,binary
0.15,182,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1,binary
0.2,182,31,40,4,36,0.1,0.0718562874251497,0.01098901098901099,0.0,0.0,1,binary
0.05,182,123,250,21,229,0.084,0.45708582834331335,0.04688267318761824,0.0,,1,pvalue_bh
0.1,182,135,324,51,273,0.1574074074074074,0.5449101796407185,0.07855467944753658,0.0,,1,pvalue_bh
0.15,182,144,383,76,307,0.19843342036553524,0.6127744510978044,0.10595561436450424,0.0,,1,pvalue_bh
0.2,182,151,426,100,326,0.2347417840375587,0.6506986027944112,0.1274085732991246,0.0,,1,pvalue_bh
0.05,182,46,61,0,61,0.0,0.14558472553699284,0.0,0.0,0.0,2,betting
0.1,182,72,95,1,94,0.010526315789473684,0.2243436754176611,0.005494505494505495,0.0,0.0,2,betting
0.15,182,78,103,1,102,0.009708737864077669,0.24343675417661098,0.005494505494505495,0.0,0.0,2,betting
0.2,182,90,124,4,120,0.03225806451612903,0.2863961813842482,0.01053113553113553,0.0,0.0,2,betting
0.05,182,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2,binary
0.1,182,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2,binary
0.15,182,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2,binary
0.2,182,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2,binary
0.05,182,119,173,10,163,0.057803468208092484,0.38902147971360385,0.024358974358974356,0.0,,2,pvalue_bh
0.1,182,135,211,17,194,0.08056872037914692,0.4630071599045346,0.043092621664050236,0.0,,2,pvalue_bh
0.15,182,145,263,38,225,0.1444866920152091,0.5369928400954654,0.07337781266352694,0.0,,2,pvalue_bh
0.2,182,152,310,64,246,0.2064516129032258,0.5871121718377088,0.1066748727463013,0.0,,2,pvalue_bh
0.05,182,58,75,0,75,0.0,0.1736111111111111,0.0,0.0,0.0,3,betting
0.1,182,75,103,2,101,0.019417475728155338,0.2337962962962963,0.006593406593406593,0.0,0.0,3,betting
0.15,182,94,131,5,126,0.03816793893129771,0.2916666666666667,0.015293040293040292,0.0,0.0,3,betting
0.2,182,100,139,5,134,0.03597122302158273,0.3101851851851852,0.012545787545787545,0.0,0.0,3,betting
0.05,182,0,0,0,0,0.0,0.0,0.0,0.0,0.0,3,binary
0.1,182,0,0,0,0,0.0,0.0,0.0,0.0,0.0,3,binary
0.15,182,0,0,0,0,0.0,0.0,0.0,0.0,0.0,3,binary
0.2,182,0,0,0,0,0.0,0.0,0.0,0.0,0.0,3,binary
0.05,182,122,190,9,181,0.04736842105263158,0.41898148148148145,0.02423217807833192,0.0,,3,pvalue_bh
0.1,182,137,236,28,208,0.11864406779661017,0.48148148148148145,0.05175300889586603,0.0,,3,pvalue_bh
0.15,182,147,282,47,235,0.16666666666666666,0.5439814814814815,0.07771534021534023,0.0,,3,pvalue_bh
0.2,182,155,326,68,258,0.2085889570552147,0.5972222222222222,0.09874731944059674,0.0,,3,pvalue_bh
0.05,182,54,79,0,79,0.0,0.16772823779193205,0.0,0.0,0.0,4,betting
0.1,182,74,118,2,116,0.01694915254237288,0.24628450106157113,0.003246753246753247,0.0,0.0,4,betting
0.15,182,83,134,4,130,0.029850746268656716,0.2760084925690021,0.0086996336996337,0.0,0.0,4,betting
0.2,182,90,148,4,144,0.02702702702702703,0.3057324840764331,0.0086996336996337,0.0,0.0,4,betting
0.05,182,0,0,0,0,0.0,0.0,0.0,0.0,0.0,4,binary
0.1,182,0,0,0,0,0.0,0.0,0.0,0.0,0.0,4,binary
0.15,182,0,0,0,0,0.0,0.0,0.0,0.0,0.0,4,binary
0.2,182,0,0,0,0,0.0,0.0,0.0,0.0,0.0,4,binary
