alpha,total_rejections,fp,tp,fdp,recall,threshold,seed,method
0.05,144,7,137,0.04861111111111111,0.2790224032586558,0.5188112854957581,0,score_oracle
0.1,178,17,161,0.09550561797752809,0.32790224032586557,0.4510049819946289,0,score_oracle
0.15,234,35,199,0.14957264957264957,0.40529531568228105,0.3715797066688537,0,score_oracle
0.2,278,55,223,0.19784172661870503,0.45417515274949083,0.3195668756961822,0,score_oracle
0.05,200,10,190,0.05,0.37924151696606784,0.4892905056476593,1,score_oracle
0.1,273,27,246,0.0989010989010989,0.49101796407185627,0.3932591676712036,1,score_oracle
0.15,330,49,281,0.1484848484848485,0.5608782435129741,0.3240981996059418,1,score_oracle
0.2,378,75,303,0.1984126984126984,0.6047904191616766,0.2855304479598999,1,score_oracle
0.05,171,8,163,0.04678362573099415,0.38902147971360385,0.4642149806022644,2,score_oracle
0.1,234,23,211,0.09829059829059829,0.5035799522673031,0.350286066532135,2,score_oracle
0.15,282,42,240,0.14893617021276595,0.5727923627684964,0.3039318919181824,2,score_oracle
0.2,307,61,246,0.1986970684039088,0.5871121718377088,0.2784227728843689,2,score_oracle
0.05,190,9,181,0.04736842105263158,0.41898148148148145,0.4412878155708313,3,score_oracle
0.1,251,25,226,0.099601593625498,0.5231481481481481,0.3448708951473236,3,score_oracle
0.15,280,42,238,0.15,0.5509259259259259,0.3133098483085632,3,score_oracle
0.2,318,63,255,0.19811320754716982,0.5902777777777778,0.2728891372680664,3,score_oracle
0.05,189,9,180,0.047619047619047616,0.3821656050955414,0.4754891991615295,4,score_oracle
0.1,221,22,199,0.09954751131221719,0.42250530785562634,0.4150045812129974,4,score_oracle
0.15,271,40,231,0.14760147601476015,0.49044585987261147,0.3467526435852051,4,score_oracle
0.2,328,65,263,0.19817073170731708,0.5583864118895966,0.2903588116168976,4,score_oracle
0.05,266,13,253,0.04887218045112782,0.4676524953789279,0.4267459213733673,5,score_oracle
0.1,330,33,297,0.1,0.5489833641404805,0.3329789936542511,5,score_oracle
0.15,381,57,324,0.14960629921259844,0.5988909426987061,0.2741403579711914,5,score_oracle
0.2,420,84,336,0.2,0.6210720887245841,0.2450245320796966,5,score_oracle
0.05,213,10,203,0.046948356807511735,0.38593155893536124,0.4639706015586853,6,score_oracle
0.1,262,26,236,0.09923664122137404,0.44866920152091255,0.3899358808994293,6,score_oracle
0.15,320,48,272,0.15,0.5171102661596958,0.3301407396793365,6,score_oracle
