alpha,num_test_families,num_rejected_families,total_rejections,fp,tp,fdp,recall,mean_family_fdp,score_floor,total_pruned,seed,method,stratum
0.05,88,15,20,1,19,0.05,0.07335907335907337,0.005681818181818182,0.0,0,0,betting,5<K<=30
0.05,82,19,21,0,21,0.0,0.17796610169491525,0.0,0.0,0,0,betting,K<=5
0.05,12,1,3,0,3,0.0,0.02631578947368421,0.0,0.0,0,0,betting,K>30
0.1,88,15,20,1,19,0.05,0.07335907335907337,0.005681818181818182,0.0,0,0,betting,5<K<=30
0.1,82,19,21,0,21,0.0,0.17796610169491525,0.0,0.0,0,0,betting,K<=5
0.1,12,1,3,0,3,0.0,0.02631578947368421,0.0,0.0,0,0,betting,K>30
0.15,88,15,20,1,19,0.05,0.07335907335907337,0.005681818181818182,0.0,0,0,betting,5<K<=30
0.15,82,19,21,0,21,0.0,0.17796610169491525,0.0,0.0,0,0,betting,K<=5
0.15,12,1,3,0,3,0.0,0.02631578947368421,0.0,0.0,0,0,betting,K>30
0.2,88,15,20,1,19,0.05,0.07335907335907337,0.005681818181818182,0.0,0,0,betting,5<K<=30
0.2,82,19,21,0,21,0.0,0.17796610169491525,0.0,0.0,0,0,betting,K<=5
0.2,12,1,3,0,3,0.0,0.02631578947368421,0.0,0.0,0,0,betting,K>30
0.05,91,41,47,1,46,0.02127659574468085,0.36220472440944884,0.01098901098901099,0.0,0,1,betting,K<=5
0.05,78,13,14,1,13,0.07142857142857142,0.059907834101382486,0.01282051282051282,0.0,0,1,betting,5<K<=30
0.05,13,2,16,0,16,0.0,0.10191082802547771,0.0,0.0,0,1,betting,K>30
0.1,91,54,63,2,61,0.031746031746031744,0.48031496062992124,0.016483516483516484,0.0,0,1,betting,K<=5
0.1,78,20,29,1,28,0.034482758620689655,0.12903225806451613,0.01282051282051282,0.0,0,1,betting,5<K<=30
0.1,13,2,31,1,30,0.03225806451612903,0.1910828025477707,0.002564102564102564,0.0,0,1,betting,K>30
0.15,91,55,64,2,62,0.03125,0.4881889763779528,0.016483516483516484,0.0,0,1,betting,K<=5
0.15,78,29,44,2,42,0.045454545454545456,0.1935483870967742,0.02564102564102564,0.0,0,1,betting,5<K<=30
0.15,13,2,32,1,31,0.03125,0.19745222929936307,0.0024813895781637717,0.0,0,1,betting,K>30
0.2,91,59,68,2,66,0.029411764705882353,0.5196850393700787,0.016483516483516484,0.0,0,1,betting,K<=5
0.2,78,33,54,5,49,0.09259259259259259,0.22580645161290322,0.04700854700854701,0.0,0,1,betting,5<K<=30
0.2,13,6,71,1,70,0.014084507042253521,0.445859872611465,0.0024813895781637717,0.0,0,1,betting,K>30
0.05,87,7,16,0,16,0.0,0.06986899563318777,0.0,0.0,0,2,betting,5<K<=30
0.05,80,39,45,0,45,0.0,0.391304347826087,0.0,0.0,0,2,betting,K<=5
0.05,15,0,0,0,0,0.0,0.0,0.0,0.0,0,2,betting,K>30
0.1,87,23,36,1,35,0.027777777777777776,0.15283842794759825,0.011494252873563218,0.0,0,2,betting,5<K<=30
0.1,80,48,56,0,56,0.0,0.48695652173913045,0.0,0.0,0,2,betting,K<=5
0.1,15,1,3,0,3,0.0,0.04,0.0,0.0,0,2,betting,K>30
0.15,87,29,43,1,42,0.023255813953488372,0.18340611353711792,0.011494252873563218,0.0,0,2,betting,5<K<=30
0.15,80,48,56,0,56,0.0,0.48695652173913045,0.0,0.0,0,2,betting,K<=5
0.15,15,1,4,0,4,0.0,0.05333333333333334,0.0,0.0,0,2,betting,K>30
0.2,87,38,61,4,57,0.06557377049180328,0.24890829694323144,0.022030651340996167,0.0,0,2,betting,5<K<=30
0.2,80,51,59,0,59,0.0,0.5130434782608696,0.0,0.0,0,2,betting,K<=5
0.2,15,1,4,0,4,0.0,0.05333333333333334,0.0,0.0,0,2,betting,K>30
0.05,72,9,14,0,14,0.0,0.06511627906976744,0.0,0.0,0,3,betting,5<K<=30
0.05,97,48,52,0,52,0.0,0.40625,0.0,0.0,0,3,betting,K<=5
0.05,13,1,9,0,9,0.0,0.10112359550561797,0.0,0.0,0,3,betting,K>30
0.1,72,19,35,2,33,0.05714285714285714,0.15348837209302327,0.016666666666666666,0.0,0,3,betting,5<K<=30
0.1,97,55,59,0,59,0.0,0.4609375,0.0,0.0,0,3,betting,K<=5
0.1,13,1,9,0,9,0.0,0.10112359550561797,0.0,0.0,0,3,betting,K>30
0.15,72,32,52,4,48,0.07692307692307693,0.22325581395348837,0.037500000000000006,0.0,0,3,betting,5<K<=30
0.15,97,60,64,0,64,0.0,0.5,0.0,0.0,0,3,betting,K<=5
0.15,13,2,15,1,14,0.06666666666666667,0.15730337078651685,0.00641025641025641,0.0,0,3,betting,K>30
0.2,72,36,58,4,54,0.06896551724137931,0.25116279069767444,0.030555555555555558,0.0,0,3,betting,5<K<=30
0.2,97,62,66,0,66,0.0,0.515625,0.0,0.0,0,3,betting,K<=5
0.2,13,2,15,1,14,0.06666666666666667,0.15730337078651685,0.00641025641025641,0.0,0,3,betting,K>30
0.05,83,16,35,0,35,0.0,0.14344262295081966,0.0,0.0,0,4,betting,5<K<=30
0.05,88,37,42,0,42,0.0,0.32558139534883723,0.0,0.0,0,4,betting,K<=5
0.05,11,1,2,0,2,0.0,0.02040816326530612,0.0,0.0,0,4,betting,K>30
0.1,83,24,51,0,51,0.0,0.20901639344262296,0.0,0.0,0,4,betting,5<K<=30
0.1,88,49,56,1,55,0.017857142857142856,0.4263565891472868,0.005681818181818182,0.0,0,4,betting,K<=5
0.1,11,1,11,1,10,0.09090909090909091,0.10204081632653061,0.008264462809917356,0.0,0,4,betting,K>30
0.15,83,29,57,2,55,0.03508771929824561,0.22540983606557377,0.012048192771084338,0.0,0,4,betting,5<K<=30
0.15,88,52,59,1,58,0.01694915254237288,0.4496124031007752,0.005681818181818182,0.0,0,4,betting,K<=5
0.15,11,2,18,1,17,0.05555555555555555,0.17346938775510204,0.007575757575757575,0.0,0,4,betting,K>30
0.2,83,33,62,2,60,0.03225806451612903,0.2459016393442623,0.012048192771084338,0.0,0,4,betting,5<K<=30
0.2,88,55,62,1,61,0.016129032258064516,0.4728682170542636,0.005681818181818182,0.0,0,4,betting,K<=5
0.2,11,2,24,1,23,0.041666666666666664,0.23469387755102042,0.007575757575757575,0.0,0,4,betting,K>30
0.05,103,25,54,2,52,0.037037037037037035,0.17391304347826086,0.014563106796116505,0.0,0,5,betting,5<K<=30
0.05,69,34,39,0,39,0.0,0.3979591836734694,0.0,0.0,0,5,betting,K<=5
0.05,10,2,25,0,25,0.0,0.1736111111111111,0.0,0.0,0,5,betting,K>30
0.1,103,37,73,2,71,0.0273972602739726,0.23745819397993312,0.014563106796116505,0.0,0,5,betting,5<K<=30
0.1,69,44,51,2,49,0.0392156862745098,0.5,0.021739130434782608,0.0,0,5,betting,K<=5
0.1,10,2,33,1,32,0.030303030303030304,0.2222222222222222,0.0032258064516129032,0.0,0,5,betting,K>30
0.15,103,43,82,3,79,0.036585365853658534,0.26421404682274247,0.024271844660194174,0.0,0,5,betting,5<K<=30
0.15,69,47,54,2,52,0.037037037037037035,0.5306122448979592,0.021739130434782608,0.0,0,5,betting,K<=5
0.15,10,3,34,1,33,0.029411764705882353,0.22916666666666666,0.0032258064516129032,0.0,0,5,betting,K>30
0.2,103,47,87,3,84,0.034482758620689655,0.2809364548494983,0.024271844660194174,0.0,0,5,betting,5<K<=30
0.2,69,51,58,2,56,0.034482758620689655,0.5714285714285714,0.021739130434782608,0.0,0,5,betting,K<=5
0.2,10,5,72,1,71,0.013888888888888888,0.4930555555555556,0.0032258064516129032,0.0,0,5,betting,K>30
0.05,84,15,28,1,27,0.03571428571428571,0.10344827586206896,0.011904761904761904,0.0,0,6,betting,5<K<=30
0.05,83,36,42,0,42,0.0,0.3652173913043478,0.0,0.0,0,6,betting,K<=5
0.05,15,1,1,0,1,0.0,0.006666666666666667,0.0,0.0,0,6,betting,K>30
0.1,84,27,50,2,48,0.04,0.1839080459770115,0.023809523809523808,0.0,0,6,betting,5<K<=30
0.1,83,48,55,1,54,0.01818181818181818,0.46956521739130436,0.006024096385542169,0.0,0,6,betting,K<=5
0.1,15,1,3,0,3,0.0,0.02,0.0,0.0,0,6,betting,K>30
0.15,84,32,59,2,57,0.03389830508474576,0.21839080459770116,0.023809523809523808,0.0,0,6,betting,5<K<=30
0.15,83,52,61,3,58,0.04918032786885246,0.5043478260869565,0.024096385542168676,0.0,0,6,betting,K<=5
0.15,15,1,5,0,5,0.0,0.03333333333333333,0.0,0.0,0,6,betting,K>30
0.2,84,37,73,5,68,0.0684931506849315,0.26053639846743293,0.021825396825396824,0.0,0,6,betting,5<K<=30
0.2,83,58,68,3,65,0.04411764705882353,0.5652173913043478,0.024096385542168676,0.0,0,6,betting,K<=5
0.2,15,3,9,0,9,0.0,0.06,0.0,0.0,0,6,betting,K>30
0.05,95,23,43,4,39,0.09302325581395349,0.14233576642335766,0.02719298245614035,0.0,0,7,betting,5<K<=30
0.05,73,34,40,0,40,0.0,0.37383177570093457,0.0,0.0,0,7,betting,K<=5
0.05,14,1,4,0,4,0.0,0.03305785123966942,0.0,0.0,0,7,betting,K>30
0.1,95,32,58,5,53,0.08620689655172414,0.19343065693430658,0.037719298245614034,0.0,0,7,betting,5<K<=30
0.1,73,41,47,1,46,0.02127659574468085,0.42990654205607476,0.0136986301369863,0.0,0,7,betting,K<=5
0.1,14,1,11,1,10,0.09090909090909091,0.08264462809917356,0.006493506493506494,0.0,0,7,betting,K>30
0.15,95,38,71,7,64,0.09859154929577464,0.23357664233576642,0.04298245614035087,0.0,0,7,betting,5<K<=30
0.15,73,45,51,2,49,0.0392156862745098,0.45794392523364486,0.0273972602739726,0.0,0,7,betting,K<=5
0.15,14,1,11,1,10,0.09090909090909091,0.08264462809917356,0.006493506493506494,0.0,0,7,betting,K>30
0.2,95,42,79,9,70,0.11392405063291139,0.25547445255474455,0.0587719298245614,0.0,0,7,betting,5<K<=30
0.2,73,46,53,2,51,0.03773584905660377,0.4766355140186916,0.0273972602739726,0.0,0,7,betting,K<=5
0.2,14,1,11,1,10,0.09090909090909091,0.08264462809917356,0.006493506493506494,0.0,0,7,betting,K>30
0.05,85,14,35,3,32,0.08571428571428572,0.11510791366906475,0.018039215686274507,0.0,0,8,betting,5<K<=30
0.05,88,38,41,0,41,0.0,0.33884297520661155,0.0,0.0,0,8,betting,K<=5
0.05,9,0,0,0,0,0.0,0.0,0.0,0.0,0,8,betting,K>30
0.1,85,27,57,4,53,0.07017543859649122,0.1906474820143885,0.029803921568627455,0.0,0,8,betting,5<K<=30
0.1,88,50,54,1,53,0.018518518518518517,0.4380165289256198,0.011363636363636364,0.0,0,8,betting,K<=5
0.1,9,0,0,0,0,0.0,0.0,0.0,0.0,0,8,betting,K>30
0.15,85,38,73,7,66,0.0958904109589041,0.23741007194244604,0.05725490196078432,0.0,0,8,betting,5<K<=30
0.15,88,51,56,2,54,0.03571428571428571,0.4462809917355372,0.017045454545454544,0.0,0,8,betting,K<=5
0.15,9,1,6,0,6,0.0,0.1276595744680851,0.0,0.0,0,8,betting,K>30
0.2,85,43,82,8,74,0.0975609756097561,0.26618705035971224,0.0611764705882353,0.0,0,8,betting,5<K<=30
0.2,88,54,59,2,57,0.03389830508474576,0.47107438016528924,0.017045454545454544,0.0,0,8,betting,K<=5
0.2,9,2,7,0,7,0.0,0.14893617021276595,0.0,0.0,0,8,betting,K>30
0.05,93,17,26,1,25,0.038461538461538464,0.09124087591240876,0.010752688172043012,0.0,0,9,betting,5<K<=30
0.05,75,14,14,0,14,0.0,0.1414141414141414,0.0,0.0,0,9,betting,K<=5
0.05,14,0,0,0,0,0.0,0.0,0.0,0.0,0,9,betting,K>30
0.1,93,17,26,1,25,0.038461538461538464,0.09124087591240876,0.010752688172043012,0.0,0,9,betting,5<K<=30
0.1,75,14,14,0,14,0.0,0.1414141414141414,0.0,0.0,0,9,betting,K<=5
0.1,14,1,1,0,1,0.0,0.007633587786259542,0.0,0.0,0,9,betting,K>30
0.15,93,17,26,1,25,0.038461538461538464,0.09124087591240876,0.010752688172043012,0.0,0,9,betting,5<K<=30
0.15,75,14,14,0,14,0.0,0.1414141414141414,0.0,0.0,0,9,betting,K<=5
0.15,14,1,1,0,1,0.0,0.007633587786259542,0.0,0.0,0,9,betting,K>30
0.2,93,17,26,1,25,0.038461538461538464,0.09124087591240876,0.010752688172043012,0.0,0,9,betting,5<K<=30
0.2,75,14,14,0,14,0.0,0.1414141414141414,0.0,0.0,0,9,betting,K<=5
0.2,14,1,1,0,1,0.0,0.007633587786259542,0.0,0.0,0,9,betting,K>30
0.05,88,17,35,2,33,0.05714285714285714,0.10927152317880795,0.006628787878787878,0.0,0,10,betting,5<K<=30
0.05,80,30,33,0,33,0.0,0.2972972972972973,0.0,0.0,0,10,betting,K<=5
0.05,14,1,3,0,3,0.0,0.01948051948051948,0.0,0.0,0,10,betting,K>30
0.1,88,29,59,3,56,0.05084745762711865,0.18543046357615894,0.01799242424242424,0.0,0,10,betting,5<K<=30
0.1,80,41,45,1,44,0.022222222222222223,0.3963963963963964,0.00625,0.0,0,10,betting,K<=5
0.1,14,1,11,1,10,0.09090909090909091,0.06493506493506493,0.006493506493506494,0.0,0,10,betting,K>30
0.15,88,33,69,3,66,0.043478260869565216,0.2185430463576159,0.01799242424242424,0.0,0,10,betting,5<K<=30
0.15,80,52,57,1,56,0.017543859649122806,0.5045045045045045,0.00625,0.0,0,10,betting,K<=5
0.15,14,1,12,1,11,0.08333333333333333,0.07142857142857142,0.005952380952380952,0.0,0,10,betting,K>30
0.2,88,39,78,3,75,0.038461538461538464,0.24834437086092714,0.01799242424242424,0.0,0,10,betting,5<K<=30
0.2,80,57,63,1,62,0.015873015873015872,0.5585585585585585,0.00625,0.0,0,10,betting,K<=5
0.2,14,3,21,1,20,0.047619047619047616,0.12987012987012986,0.005494505494505495,0.0,0,10,betting,K>30
0.05,88,17,23,1,22,0.043478260869565216,0.088,0.011363636363636364,0.0,0,11,betting,5<K<=30
0.05,81,37,43,0,43,0.0,0.3944954128440367,0.0,0.0,0,11,betting,K<=5
0.05,13,1,1,0,1,0.0,0.005649717514124294,0.0,0.0,0,11,betting,K>30
0.1,88,29,46,1,45,0.021739130434782608,0.18,0.011363636363636364,0.0,0,11,betting,5<K<=30
0.1,81,46,52,0,52,0.0,0.47706422018348627,0.0,0.0,0,11,betting,K<=5
0.1,13,1,1,0,1,0.0,0.005649717514124294,0.0,0.0,0,11,betting,K>30
0.15,88,34,51,2,49,0.0392156862745098,0.196,0.022727272727272728,0.0,0,11,betting,5<K<=30
0.15,81,50,58,0,58,0.0,0.5321100917431193,0.0,0.0,0,11,betting,K<=5
0.15,13,2,3,0,3,0.0,0.01694915254237288,0.0,0.0,0,11,betting,K>30
