method,alpha,total_rejections,fdp,recall,threshold
score_oracle,0.05,192.65,0.047630864005265464,0.3731560831611678,0.4783510908484459
score_oracle,0.1,247.6,0.09867505041788675,0.45433994347587336,0.3890541449189186
score_oracle,0.15,297.65,0.14882011033277007,0.5156101338997218,0.3294641479849815
score_oracle,0.2,346.35,0.19915943544453413,0.5642948641229115,0.2841764271259307
