method,alpha,total_rejections,fdp,recall
betting,0.05,73.95,0.018698977319136452,0.14801245491772716
betting,0.1,105.55,0.0295568186967256,0.20875511396833796
betting,0.15,120.85,0.0365837427874318,0.23736190927343545
betting,0.2,138.25,0.0403657971681156,0.26954302694428095
binary,0.05,0.0,0.0,0.0
binary,0.1,2.5,0.002857142857142857,0.0046952823325312
binary,0.15,0.0,0.0,0.0
binary,0.2,8.2,0.017326649958228905,0.014888433978974094
pvalue_bh,0.05,216.45,0.07658836717914771,0.4048477720171021
pvalue_bh,0.1,275.65,0.14071421155271857,0.4801748866238489
pvalue_bh,0.15,321.75,0.17737408425125836,0.536472244551775
pvalue_bh,0.2,364.4,0.2168387993501077,0.5784751802703129
