seed,mean_loo_evalue,std_loo_evalue,max_loo_evalue,p95_loo_evalue,p99_loo_evalue,mondrian
0,1.0,35.685419456692046,1275.7239358955533,0.002650380661406879,0.012085735816015368,none
1,1.0,4.106466649541988,89.9053101744497,2.5424340340202587,11.32052206726915,none
2,1.0,5.259752689119056,124.9400234693141,2.4111232599341315,10.382827435123055,none
3,1.0,5.013808739726144,93.7671525736295,2.450361129972897,9.722364683424264,none
4,1.0,6.6711175374904625,216.97465476442216,2.1108870775435054,9.35782502273458,none
5,1.0,7.008818714850648,266.5587858602268,2.578229450179106,9.262660512517533,none
6,1.0,3.6433199858374876,63.533531137761074,2.6953619270565308,15.272049029269624,none
7,1.0,6.701459305230273,178.89399128171564,1.8305431666036014,8.738708394712917,none
8,1.0000000000000002,7.047367484979118,242.80500255260017,1.9693760018656739,12.256983301934143,none
9,1.0,39.96368640382596,1600.5462102472206,0.004153196628529349,0.02036695052539588,none
10,1.0000000000000002,2.7710352967958136,79.04228078791509,2.7492967230579164,7.636935341827545,none
11,1.0,2.1806437186968632,22.004373423466415,3.302243630650082,17.02719372053949,none
12,0.9999999999999999,7.495162399524771,249.8570665049541,2.4202678806747695,7.799328720333016,none
13,1.0000000000000002,8.482463913059034,201.37153132827913,1.8840484494115273,8.145492603377429,none
14,1.0000000000000002,40.62558897224339,1653.717623187652,0.004182788209892335,0.011472484870903169,none
15,0.9999999999999999,5.397706957426777,118.42879234202069,2.732371609736799,10.135797542785554,none
16,1.0,6.0494316263462515,184.13743946067103,1.9875152195754968,13.298815072159577,none
17,1.0,8.490056158146412,235.68310224095816,1.9482974093801761,5.349420042134362,none
18,0.9999999999999997,4.029915242126851,81.84318932314584,2.5812283348172786,11.673041507007907,none
19,1.0,6.909454107162925,231.8268021275809,2.1293721084311135,10.74302573414852,none
