method,alpha,total_rejections,fdp,recall,mean_family_fdp,cal_bound,cal_loss
scoregate_family_crc,0.05,330.35,0.12529086486855914,0.5098899250903554,0.04571010707638615,0.048711130759121826,0.047009361762268734
scoregate_family_crc,0.1,402.25,0.2020202564037193,0.5661289434661047,0.09250257494443541,0.09843257511337869,0.09681975324417184
scoregate_family_crc,0.15,455.05,0.25972712271620113,0.593920049354766,0.1368375147511999,0.14843414918414918,0.146910775569094
scoregate_family_crc,0.2,512.6,0.3185780119394554,0.6154521562680538,0.18715603642034767,0.1981909652847153,0.1967566020741334
