alpha,num_test_families,num_rejected_families,total_rejections,fp,tp,fdp,recall,mean_family_fdp,threshold,cal_loss,cal_bound,cal_rejections,cal_fp,cal_tp,seed,method
0.05,559,199,317,53,264,0.167192429022082,0.49530956848030017,0.06262174517988471,0.5420714020729065,0.046810553787297975,0.048512677798392086,330,47,283,0,scoregate_family_crc
0.1,559,237,389,97,292,0.2493573264781491,0.5478424015009381,0.11627197092313371,0.4521456658840179,0.09748494399657189,0.09909657802514944,417,96,321,0,scoregate_family_crc
0.15,559,269,435,129,306,0.296551724137931,0.574108818011257,0.16043033194195983,0.4006978571414947,0.146552801203964,0.14807681405895692,483,139,344,0,scoregate_family_crc
0.2,559,293,482,171,311,0.35477178423236516,0.5834896810506567,0.2072095862793537,0.3518765270709991,0.19845406531453041,0.19988539734075447,549,188,361,0,scoregate_family_crc
0.05,559,192,310,45,265,0.14516129032258066,0.48713235294117646,0.05204979129397734,0.5037856698036194,0.04582587954680977,0.0475297619047619,304,33,271,1,scoregate_family_crc
0.1,559,220,364,75,289,0.20604395604395603,0.53125,0.09417894766731975,0.4454440772533417,0.09497827753641706,0.09659438775510204,360,71,289,1,scoregate_family_crc
0.15,559,252,422,110,312,0.26066350710900477,0.5735294117647058,0.1390209273930204,0.3932338953018188,0.14821109123434703,0.14973214285714284,416,112,304,1,scoregate_family_crc
0.2,559,283,476,154,322,0.3235294117647059,0.5919117647058824,0.19273930204162765,0.3500437438488006,0.1954967513107048,0.19693336425479283,477,160,317,1,scoregate_family_crc
0.05,559,195,316,25,291,0.07911392405063292,0.5141342756183745,0.027370304114490162,0.5830702781677246,0.04795269330153051,0.04965277777777778,296,41,255,2,scoregate_family_crc
0.1,559,227,388,64,324,0.16494845360824742,0.5724381625441696,0.07228895135871881,0.4659755229949951,0.09815146094215861,0.09976190476190475,379,83,296,2,scoregate_family_crc
0.15,559,254,453,106,347,0.23399558498896247,0.6130742049469965,0.11981855353948377,0.4015500545501709,0.14716756112104948,0.14869047619047615,440,125,315,2,scoregate_family_crc
0.2,559,288,527,164,363,0.3111954459203036,0.6413427561837456,0.1839902345716299,0.3427529633045196,0.19762717902252788,0.19905998763141622,509,169,340,2,scoregate_family_crc
0.05,559,202,329,44,285,0.1337386018237082,0.49393414211438474,0.043798449612403104,0.5335346460342407,0.04780361757105943,0.04950396825396825,333,44,289,3,scoregate_family_crc
0.1,559,239,394,85,309,0.21573604060913706,0.5355285961871751,0.09838430303546583,0.4492778182029724,0.0968580515092143,0.09847080498866213,409,88,321,3,scoregate_family_crc
0.15,559,274,462,132,330,0.2857142857142857,0.5719237435008665,0.1583428348634073,0.3916305303573608,0.14779651872675126,0.14931831065759635,476,133,343,3,scoregate_family_crc
