alpha,n_seeds,sa_fdp_pooled_mean,sa_fdp_pooled_std,sa_family_fdp_mean,sa_rej_mean,sa_recall_object_mean,base_fdp_pooled_mean,base_family_fdp_mean,base_rej_mean,base_recall_object_mean,recall_ratio_sa_over_base_object
0.05,20,0.0013888888888888887,0.006211299937499415,0.00013812154696132595,42.9,0.057702541241232086,0.0029411764705882353,0.00013812154696132595,28.25,0.037994203130596406,1.5187
0.1,20,0.000819672131147541,0.0036656852090160494,0.00013812154696132595,62.55,0.08476681235392522,0.00125,0.00013812154696132595,52.9,0.07129748317858693,1.1889
0.15,20,0.001837730669513497,0.005952980006411081,0.0004143646408839779,70.05,0.09510413476390753,0.0019904604659695467,0.0004143646408839779,64.3,0.08710905879074364,1.0918
0.2,20,0.003963491372187907,0.007497243784842894,0.0007366482504604051,73.7,0.09995626323808444,0.002500390686044694,0.0006906077348066298,68.9,0.09349462523322295,1.0691
