alpha,total_rejections,fp,tp,fdp,recall,threshold,seed,method
0.05,189,9,180,0.047619047619047616,0.15638575152041703,0.6111974716186523,0,score_oracle
0.1,282,28,254,0.09929078014184398,0.2206776715899218,0.4648954570293426,0,score_oracle
0.15,354,53,301,0.1497175141242938,0.26151172893136404,0.4095945954322815,0,score_oracle
0.2,430,86,344,0.2,0.2988705473501303,0.3663993775844574,0,score_oracle
0.05,266,13,253,0.04887218045112782,0.246588693957115,0.5054183006286621,1,score_oracle
0.1,325,32,293,0.09846153846153846,0.2855750487329435,0.4309188723564148,1,score_oracle
0.15,401,60,341,0.14962593516209477,0.33235867446393763,0.369598388671875,1,score_oracle
0.2,481,96,385,0.1995841995841996,0.37524366471734893,0.3153162598609924,1,score_oracle
0.05,170,8,162,0.047058823529411764,0.14412811387900357,0.6128950119018555,2,score_oracle
0.1,246,24,222,0.0975609756097561,0.19750889679715303,0.5052877068519592,2,score_oracle
0.15,288,43,245,0.14930555555555555,0.2179715302491103,0.4520317912101745,2,score_oracle
0.2,355,71,284,0.2,0.2526690391459075,0.3971205651760101,2,score_oracle
0.05,200,10,190,0.05,0.20169851380042464,0.5795028209686279,3,score_oracle
0.1,261,26,235,0.09961685823754789,0.2494692144373673,0.4719538688659668,3,score_oracle
0.15,321,48,273,0.14953271028037382,0.2898089171974522,0.4021266400814056,3,score_oracle
0.2,401,80,321,0.19950124688279303,0.34076433121019106,0.3457383215427398,3,score_oracle
0.05,191,9,182,0.04712041884816754,0.16774193548387098,0.5409010052680969,4,score_oracle
0.1,238,23,215,0.09663865546218488,0.19815668202764977,0.494888424873352,4,score_oracle
0.15,269,40,229,0.14869888475836432,0.2110599078341014,0.4744382798671722,4,score_oracle
0.2,320,64,256,0.2,0.2359447004608295,0.4385421574115753,4,score_oracle
