method,alpha,total_rejections,fdp,recall
betting,0.05,11.349008767288884,0.02225305476591626,0.01740198573379485
betting,0.1,6.913754406977444,0.01628394104447994,0.014533573758908323
betting,0.15,15.270887335056864,0.020086626827416586,0.022087805792275938
betting,0.2,16.66733332000053,0.019281014221292518,0.02313196291995782
binary,0.05,8.94427190999916,0.0223606797749979,0.009020231756368579
binary,0.1,14.310835055998654,0.08385254915624211,0.012343475035030686
binary,0.15,20.12461179749811,0.09938079899999065,0.01661621639331054
binary,0.2,28.621670111997307,0.24011051877102302,0.017369057491328548
pvalue_bh,0.05,27.996428343629837,0.018195867630409784,0.03353683211964528
pvalue_bh,0.1,10.358571330062846,0.07441010404599531,0.03345204172807324
pvalue_bh,0.15,45.71870514351867,0.10513916463320984,0.03828161228685815
pvalue_bh,0.2,56.94119773942237,0.10759389925165448,0.034116621302094204
