alpha,num_test_families,num_rejected_families,total_rejections,fp,tp,fdp,recall,mean_family_fdp,seed,method,cal_null_size,n_cal
0.05,537,78,105,3,102,0.02857142857142857,0.08861859252823631,0.0026070763500931097,0,betting,all,4776
0.1,537,91,125,4,121,0.032,0.10512597741094701,0.0032278088144009932,0,betting,all,4776
0.15,537,102,145,5,140,0.034482758620689655,0.12163336229365769,0.005090006207324643,0,betting,all,4776
0.2,537,112,161,7,154,0.043478260869565216,0.13379669852302345,0.00775915580384854,0,betting,all,4776
0.05,537,60,91,0,91,0.0,0.08869395711500974,0.0,1,betting,all,4810
0.1,537,77,122,3,119,0.02459016393442623,0.11598440545808966,0.0037243947858473,1,betting,all,4810
0.15,537,88,159,5,154,0.031446540880503145,0.15009746588693956,0.004333190087380032,1,betting,all,4810
0.2,537,95,173,6,167,0.03468208092485549,0.1627680311890838,0.0061953874803036815,1,betting,all,4810
0.05,537,70,89,5,84,0.056179775280898875,0.07473309608540925,0.006828057107386716,2,betting,all,4234
0.1,537,83,112,7,105,0.0625,0.09341637010676157,0.0074487895716946,2,betting,all,4234
0.15,537,89,123,9,114,0.07317073170731707,0.10142348754448399,0.009931719428926133,2,betting,all,4234
0.2,537,96,137,11,126,0.08029197080291971,0.11209964412811388,0.013656114214773432,2,betting,all,4234
0.05,537,83,114,1,113,0.008771929824561403,0.11995753715498939,0.000931098696461825,3,betting,all,5599
0.1,537,91,126,3,123,0.023809523809523808,0.1305732484076433,0.002793296089385475,3,betting,all,5599
0.15,537,100,143,3,140,0.02097902097902098,0.14861995753715498,0.002793296089385475,3,betting,all,5599
0.2,537,107,154,5,149,0.032467532467532464,0.15817409766454352,0.006517690875232775,3,betting,all,5599
0.05,537,68,89,1,88,0.011235955056179775,0.08110599078341015,0.00186219739292365,4,betting,all,5251
0.1,537,82,112,3,109,0.026785714285714284,0.10046082949308756,0.0031036623215394163,4,betting,all,5251
0.15,537,90,124,4,120,0.03225806451612903,0.11059907834101383,0.004965859714463066,4,betting,all,5251
0.2,537,97,133,6,127,0.045112781954887216,0.11705069124423963,0.008690254500310366,4,betting,all,5251
