method,alpha,total_rejections,fdp,recall,threshold
score_oracle,0.05,203.2,0.04813409408955095,0.18330860172816626,0.5699829220771789
score_oracle,0.1,270.4,0.09831376158257425,0.23027750271700706,0.4735888659954071
score_oracle,0.15,326.6,0.14937611997613645,0.26254215173519313,0.42155793905258176
score_oracle,0.2,397.4,0.19981708929339853,0.30069845657688143,0.372623336315155
