alpha,total_rejections,fp,tp,fdp,recall,threshold,seed,method
0.05,115,5,110,0.043478260869565216,0.1732283464566929,0.7574806213378906,0,score_oracle
0.1,171,17,154,0.09941520467836257,0.24251968503937008,0.6884703040122986,0,score_oracle
0.15,250,37,213,0.148,0.3354330708661417,0.5478846430778503,0,score_oracle
0.2,327,65,262,0.19877675840978593,0.4125984251968504,0.4428799152374267,0,score_oracle
0.05,195,9,186,0.046153846153846156,0.24093264248704663,0.6274132132530212,1,score_oracle
0.1,271,27,244,0.0996309963099631,0.3160621761658031,0.521160900592804,1,score_oracle
0.15,316,47,269,0.14873417721518986,0.3484455958549223,0.4814486503601074,1,score_oracle
0.2,385,77,308,0.2,0.39896373056994816,0.4190156459808349,1,score_oracle
0.05,145,7,138,0.04827586206896552,0.19827586206896552,0.7024151086807251,2,score_oracle
0.1,264,26,238,0.09848484848484848,0.34195402298850575,0.5305459499359131,2,score_oracle
0.15,307,46,261,0.1498371335504886,0.375,0.4917833805084228,2,score_oracle
0.2,361,72,289,0.1994459833795014,0.41522988505747127,0.4479823708534241,2,score_oracle
0.05,162,8,154,0.04938271604938271,0.2219020172910663,0.6995660066604614,3,score_oracle
0.1,266,26,240,0.09774436090225563,0.345821325648415,0.5396183729171753,3,score_oracle
0.15,324,48,276,0.14814814814814814,0.3976945244956772,0.4559673368930816,3,score_oracle
0.2,402,80,322,0.19900497512437812,0.46397694524495675,0.3855726420879364,3,score_oracle
0.05,146,7,139,0.04794520547945205,0.23924268502581755,0.6680585741996765,4,score_oracle
0.1,207,20,187,0.0966183574879227,0.3218588640275387,0.5567792057991028,4,score_oracle
0.15,245,36,209,0.1469387755102041,0.35972461273666095,0.4862808883190155,4,score_oracle
0.2,330,66,264,0.2,0.45438898450946646,0.3744071125984192,4,score_oracle
0.05,183,9,174,0.04918032786885246,0.23076923076923078,0.6838110089302063,5,score_oracle
0.1,280,28,252,0.1,0.33421750663129973,0.5403327941894531,5,score_oracle
0.15,308,46,262,0.14935064935064934,0.34748010610079577,0.4940467774868011,5,score_oracle
0.2,366,73,293,0.1994535519125683,0.3885941644562334,0.4486163854598999,5,score_oracle
0.05,200,10,190,0.05,0.2490170380078637,0.5623458623886108,6,score_oracle
0.1,281,28,253,0.099644128113879,0.3315858453473132,0.4622223973274231,6,score_oracle
0.15,355,53,302,0.14929577464788732,0.39580602883355176,0.3972689211368561,6,score_oracle
0.2,415,83,332,0.2,0.4351245085190039,0.3596233129501343,6,score_oracle
0.05,233,11,222,0.04721030042918455,0.28425096030729835,0.5913798809051514,7,score_oracle
0.1,301,30,271,0.09966777408637874,0.34699103713188223,0.5304384827613831,7,score_oracle
0.15,360,54,306,0.15,0.39180537772087065,0.4622223973274231,7,score_oracle
0.2,425,85,340,0.2,0.4353393085787452,0.4113909304141998,7,score_oracle
0.05,204,10,194,0.049019607843137254,0.26907073509015256,0.5912531018257141,8,score_oracle
0.1,246,24,222,0.0975609756097561,0.3079056865464632,0.535399317741394,8,score_oracle
0.15,302,45,257,0.1490066225165563,0.3564493758668516,0.4806573092937469,8,score_oracle
0.2,375,75,300,0.2,0.4160887656033287,0.3975113034248352,8,score_oracle
0.05,160,8,152,0.05,0.193138500635324,0.7120067477226257,9,score_oracle
0.1,302,30,272,0.09933774834437085,0.34561626429479037,0.5413494110107422,9,score_oracle
0.15,374,56,318,0.1497326203208556,0.4040660736975858,0.4507452845573425,9,score_oracle
0.2,445,89,356,0.2,0.45235069885641677,0.3888311088085174,9,score_oracle
0.05,209,10,199,0.04784688995215311,0.2905109489051095,0.5874696969985962,10,score_oracle
0.1,271,27,244,0.0996309963099631,0.3562043795620438,0.500770628452301,10,score_oracle
0.15,324,48,276,0.14814814814814814,0.4029197080291971,0.4395864903926849,10,score_oracle
0.2,375,75,300,0.2,0.43795620437956206,0.3878727555274963,10,score_oracle
0.05,166,8,158,0.04819277108433735,0.24345146379044685,0.6687654256820679,11,score_oracle
0.1,234,23,211,0.09829059829059829,0.325115562403698,0.5554615259170532,11,score_oracle
0.15,278,41,237,0.1474820143884892,0.36517719568567025,0.4988204836845398,11,score_oracle
0.2,350,70,280,0.2,0.43143297380585516,0.4194361865520477,11,score_oracle
0.05,150,7,143,0.04666666666666667,0.2348111658456486,0.6963443160057068,12,score_oracle
0.1,222,22,200,0.0990990990990991,0.3284072249589491,0.5911649465560913,12,score_oracle
0.15,256,38,218,0.1484375,0.3579638752052545,0.5304384827613831,12,score_oracle
0.2,312,62,250,0.1987179487179487,0.41050903119868637,0.4512636065483093,12,score_oracle
0.05,113,5,108,0.04424778761061947,0.14937759336099585,0.750333845615387,13,score_oracle
0.1,234,23,211,0.09829059829059829,0.2918395573997234,0.5666233897209167,13,score_oracle
0.15,283,42,241,0.14840989399293286,0.3333333333333333,0.4882881641387939,13,score_oracle
0.2,317,63,254,0.19873817034700317,0.35131396957123096,0.4581971168518066,13,score_oracle
0.05,187,9,178,0.0481283422459893,0.2986577181208054,0.6272780299186707,14,score_oracle
0.1,251,25,226,0.099601593625498,0.37919463087248323,0.5257132649421692,14,score_oracle
0.15,290,43,247,0.1482758620689655,0.41442953020134227,0.481468141078949,14,score_oracle
0.2,357,71,286,0.19887955182072828,0.4798657718120805,0.4111826121807098,14,score_oracle
0.05,143,7,136,0.04895104895104895,0.21935483870967742,0.7085450291633606,15,score_oracle
0.1,232,23,209,0.09913793103448276,0.3370967741935484,0.5840103626251221,15,score_oracle
0.15,304,45,259,0.14802631578947367,0.41774193548387095,0.4901414513587951,15,score_oracle
0.2,362,72,290,0.19889502762430938,0.46774193548387094,0.4387540817260742,15,score_oracle
0.05,140,7,133,0.05,0.2173202614379085,0.698000967502594,16,score_oracle
0.1,220,22,198,0.1,0.3235294117647059,0.5504607558250427,16,score_oracle
0.15,275,41,234,0.14909090909090908,0.38235294117647056,0.4693461060523987,16,score_oracle
0.2,342,68,274,0.19883040935672514,0.4477124183006536,0.3995414674282074,16,score_oracle
0.05,131,6,125,0.04580152671755725,0.1827485380116959,0.7131713628768921,17,score_oracle
0.1,230,23,207,0.1,0.3026315789473684,0.5521221160888672,17,score_oracle
0.15,260,39,221,0.15,0.3230994152046784,0.5173969864845276,17,score_oracle
0.2,327,65,262,0.19877675840978593,0.3830409356725146,0.4539356827735901,17,score_oracle
0.05,149,7,142,0.04697986577181208,0.17861635220125785,0.7116569876670837,18,score_oracle
0.1,220,22,198,0.1,0.2490566037735849,0.6189572215080261,18,score_oracle
0.15,327,49,278,0.14984709480122324,0.34968553459119495,0.5130743384361267,18,score_oracle
0.2,385,77,308,0.2,0.38742138364779877,0.4655987918376922,18,score_oracle
0.05,286,14,272,0.04895104895104895,0.3234244946492271,0.5809842944145203,19,score_oracle
0.1,350,35,315,0.1,0.3745541022592152,0.4968427717685699,19,score_oracle
0.15,420,63,357,0.15,0.4244946492271106,0.4408847391605377,19,score_oracle
0.2,472,94,378,0.19915254237288135,0.44946492271105826,0.4174958765506744,19,score_oracle
