alpha,num_test_families,num_rejected_families,total_rejections,fp,tp,fdp,recall,mean_family_fdp,score_floor,total_pruned,seed,method
0.05,536,115,230,32,198,0.1391304347826087,0.31181102362204727,0.024367516811546662,0.3,4520.0,0,betting
0.1,536,130,271,48,223,0.17712177121771217,0.35118110236220473,0.03632717766653352,0.3,4520.0,0,betting
0.15,536,160,339,68,271,0.20058997050147492,0.4267716535433071,0.052041887363441355,0.3,4520.0,0,betting
0.2,536,164,353,74,279,0.2096317280453258,0.4393700787401575,0.05396608988026899,0.3,4520.0,0,betting
0.05,536,0,0,0,0,0.0,0.0,0.0,0.3,4520.0,0,binary
0.1,536,0,0,0,0,0.0,0.0,0.0,0.3,4520.0,0,binary
0.15,536,0,0,0,0,0.0,0.0,0.0,0.3,4520.0,0,binary
0.2,536,0,0,0,0,0.0,0.0,0.0,0.3,4520.0,0,binary
0.05,536,224,513,174,339,0.3391812865497076,0.5338582677165354,0.14121721027038192,0.3,,0,pvalue_bh
0.1,536,224,513,174,339,0.3391812865497076,0.5338582677165354,0.14121721027038192,0.3,,0,pvalue_bh
0.15,536,224,513,174,339,0.3391812865497076,0.5338582677165354,0.14121721027038192,0.3,,0,pvalue_bh
0.2,536,224,513,174,339,0.3391812865497076,0.5338582677165354,0.14121721027038192,0.3,,0,pvalue_bh
0.05,536,120,210,11,199,0.05238095238095238,0.25777202072538863,0.012748756218905474,0.3,6114.0,1,betting
0.1,536,140,257,24,233,0.0933852140077821,0.3018134715025907,0.02972158438576349,0.3,6114.0,1,betting
0.15,536,161,301,45,256,0.14950166112956811,0.3316062176165803,0.04867369881362419,0.3,6114.0,1,betting
0.2,536,164,325,53,272,0.16307692307692306,0.35233160621761656,0.05135627011998829,0.3,6114.0,1,betting
0.05,536,0,0,0,0,0.0,0.0,0.0,0.3,6114.0,1,binary
0.1,536,0,0,0,0,0.0,0.0,0.0,0.3,6114.0,1,binary
0.15,536,0,0,0,0,0.0,0.0,0.0,0.3,6114.0,1,binary
0.2,536,0,0,0,0,0.0,0.0,0.0,0.3,6114.0,1,binary
0.05,536,226,569,181,388,0.3181019332161687,0.5025906735751295,0.12860705963612484,0.3,,1,pvalue_bh
0.1,536,226,569,181,388,0.3181019332161687,0.5025906735751295,0.12860705963612484,0.3,,1,pvalue_bh
0.15,536,226,569,181,388,0.3181019332161687,0.5025906735751295,0.12860705963612484,0.3,,1,pvalue_bh
0.2,536,226,569,181,388,0.3181019332161687,0.5025906735751295,0.12860705963612484,0.3,,1,pvalue_bh
0.05,536,120,191,13,178,0.06806282722513089,0.2557471264367816,0.011394948335246843,0.3,5720.0,2,betting
0.1,536,142,257,27,230,0.10505836575875487,0.33045977011494254,0.02580116760694137,0.3,5720.0,2,betting
0.15,536,165,312,44,268,0.14102564102564102,0.3850574712643678,0.0417280164628947,0.3,5720.0,2,betting
0.2,536,189,402,95,307,0.236318407960199,0.4410919540229885,0.07140052076361907,0.3,5720.0,2,betting
0.05,536,0,0,0,0,0.0,0.0,0.0,0.3,5720.0,2,binary
0.1,536,0,0,0,0,0.0,0.0,0.0,0.3,5720.0,2,binary
0.15,536,0,0,0,0,0.0,0.0,0.0,0.3,5720.0,2,binary
0.2,536,0,0,0,0,0.0,0.0,0.0,0.3,5720.0,2,binary
0.05,536,244,701,317,384,0.4522111269614836,0.5517241379310345,0.1508001770725523,0.3,,2,pvalue_bh
0.1,536,244,701,317,384,0.4522111269614836,0.5517241379310345,0.1508001770725523,0.3,,2,pvalue_bh
0.15,536,244,701,317,384,0.4522111269614836,0.5517241379310345,0.1508001770725523,0.3,,2,pvalue_bh
0.2,536,244,701,317,384,0.4522111269614836,0.5517241379310345,0.1508001770725523,0.3,,2,pvalue_bh
0.05,536,117,209,14,195,0.06698564593301436,0.28097982708933716,0.015613894811656004,0.3,5856.0,3,betting
0.1,536,139,266,26,240,0.09774436090225563,0.345821325648415,0.027614745819773315,0.3,5856.0,3,betting
0.15,536,147,291,34,257,0.11683848797250859,0.3703170028818444,0.03275866906071148,0.3,5856.0,3,betting
0.2,536,178,369,68,301,0.1842818428184282,0.43371757925072046,0.06575433273194467,0.3,5856.0,3,betting
0.05,536,0,0,0,0,0.0,0.0,0.0,0.3,5856.0,3,binary
0.1,536,0,0,0,0,0.0,0.0,0.0,0.3,5856.0,3,binary
0.15,536,0,0,0,0,0.0,0.0,0.0,0.3,5856.0,3,binary
0.2,536,0,0,0,0,0.0,0.0,0.0,0.3,5856.0,3,binary
0.05,536,224,579,211,368,0.3644214162348877,0.5302593659942363,0.13255987202227137,0.3,,3,pvalue_bh
0.1,536,224,579,211,368,0.3644214162348877,0.5302593659942363,0.13255987202227137,0.3,,3,pvalue_bh
0.15,536,224,579,211,368,0.3644214162348877,0.5302593659942363,0.13255987202227137,0.3,,3,pvalue_bh
0.2,536,224,579,211,368,0.3644214162348877,0.5302593659942363,0.13255987202227137,0.3,,3,pvalue_bh
0.05,536,101,158,9,149,0.056962025316455694,0.25645438898450945,0.011482764747690121,0.3,5078.0,4,betting
0.1,536,126,202,19,183,0.09405940594059406,0.31497418244406195,0.02640813788201848,0.3,5078.0,4,betting
0.15,536,128,210,22,188,0.10476190476190476,0.32358003442340794,0.028695806680881304,0.3,5078.0,4,betting
0.2,536,138,234,34,200,0.1452991452991453,0.3442340791738382,0.036391702203269365,0.3,5078.0,4,betting
0.05,536,0,0,0,0,0.0,0.0,0.0,0.3,5078.0,4,binary
0.1,536,0,0,0,0,0.0,0.0,0.0,0.3,5078.0,4,binary
0.15,536,0,0,0,0,0.0,0.0,0.0,0.3,5078.0,4,binary
0.2,536,0,0,0,0,0.0,0.0,0.0,0.3,5078.0,4,binary
0.05,536,209,452,144,308,0.3185840707964602,0.5301204819277109,0.12240915955934613,0.3,,4,pvalue_bh
0.1,536,209,452,144,308,0.3185840707964602,0.5301204819277109,0.12240915955934613,0.3,,4,pvalue_bh
0.15,536,209,452,144,308,0.3185840707964602,0.5301204819277109,0.12240915955934613,0.3,,4,pvalue_bh
0.2,536,209,452,144,308,0.3185840707964602,0.5301204819277109,0.12240915955934613,0.3,,4,pvalue_bh
0.05,536,139,242,25,217,0.10330578512396695,0.28779840848806365,0.028562069332481975,0.3,5422.0,5,betting
0.1,536,169,315,51,264,0.1619047619047619,0.35013262599469497,0.04993558990760483,0.3,5422.0,5,betting
0.15,536,188,417,100,317,0.23980815347721823,0.4204244031830239,0.07224551420971545,0.3,5422.0,5,betting
0.2,536,216,508,149,359,0.2933070866141732,0.4761273209549072,0.10847351543931648,0.3,5422.0,5,betting
0.05,536,0,0,0,0,0.0,0.0,0.0,0.3,5422.0,5,binary
0.1,536,0,0,0,0,0.0,0.0,0.0,0.3,5422.0,5,binary
0.15,536,0,0,0,0,0.0,0.0,0.0,0.3,5422.0,5,binary
0.2,536,0,0,0,0,0.0,0.0,0.0,0.3,5422.0,5,binary
0.05,536,233,667,270,397,0.4047976011994003,0.5265251989389921,0.13974756109845465,0.3,,5,pvalue_bh
0.1,536,233,667,270,397,0.4047976011994003,0.5265251989389921,0.13974756109845465,0.3,,5,pvalue_bh
0.15,536,233,667,270,397,0.4047976011994003,0.5265251989389921,0.13974756109845465,0.3,,5,pvalue_bh
0.2,536,233,667,270,397,0.4047976011994003,0.5265251989389921,0.13974756109845465,0.3,,5,pvalue_bh
0.05,536,129,182,12,170,0.06593406593406594,0.22280471821756226,0.017475124378109455,0.3,5508.0,6,betting
0.1,536,142,212,16,196,0.07547169811320754,0.25688073394495414,0.020082280903176427,0.3,5508.0,6,betting
0.15,536,160,250,23,227,0.092,0.29750982961992134,0.026137171286425013,0.3,5508.0,6,betting
0.2,536,208,363,77,286,0.21212121212121213,0.3748361730013106,0.07906894100923952,0.3,5508.0,6,betting
0.05,536,0,0,0,0,0.0,0.0,0.0,0.3,5508.0,6,binary
0.1,536,0,0,0,0,0.0,0.0,0.0,0.3,5508.0,6,binary
0.15,536,0,0,0,0,0.0,0.0,0.0,0.3,5508.0,6,binary
0.2,536,0,0,0,0,0.0,0.0,0.0,0.3,5508.0,6,binary
0.05,536,245,515,144,371,0.2796116504854369,0.48623853211009177,0.12102069946316456,0.3,,6,pvalue_bh
0.1,536,245,515,144,371,0.2796116504854369,0.48623853211009177,0.12102069946316456,0.3,,6,pvalue_bh
0.15,536,245,515,144,371,0.2796116504854369,0.48623853211009177,0.12102069946316456,0.3,,6,pvalue_bh
0.2,536,245,515,144,371,0.2796116504854369,0.48623853211009177,0.12102069946316456,0.3,,6,pvalue_bh
0.05,536,112,205,10,195,0.04878048780487805,0.2496798975672215,0.008277938040887998,0.3,5900.0,7,betting
0.1,536,132,285,26,259,0.0912280701754386,0.33162612035851474,0.016384736018902144,0.3,5900.0,7,betting
0.15,536,169,364,61,303,0.16758241758241757,0.3879641485275288,0.053925684079601986,0.3,5900.0,7,betting
0.2,536,178,432,87,345,0.2013888888888889,0.44174135723431496,0.0619097592395167,0.3,5900.0,7,betting
0.05,536,0,0,0,0,0.0,0.0,0.0,0.3,5900.0,7,binary
0.1,536,0,0,0,0,0.0,0.0,0.0,0.3,5900.0,7,binary
0.15,536,0,0,0,0,0.0,0.0,0.0,0.3,5900.0,7,binary
0.2,536,238,625,207,418,0.3312,0.5352112676056338,0.14164193842632627,0.3,5900.0,7,binary
0.05,536,238,625,207,418,0.3312,0.5352112676056338,0.14164193842632627,0.3,,7,pvalue_bh
0.1,536,238,625,207,418,0.3312,0.5352112676056338,0.14164193842632627,0.3,,7,pvalue_bh
0.15,536,238,625,207,418,0.3312,0.5352112676056338,0.14164193842632627,0.3,,7,pvalue_bh
0.2,536,238,625,207,418,0.3312,0.5352112676056338,0.14164193842632627,0.3,,7,pvalue_bh
0.05,536,117,175,9,166,0.05142857142857143,0.2302357836338419,0.009055683122847304,0.3,5375.0,8,betting
0.1,536,148,245,26,219,0.10612244897959183,0.30374479889042993,0.025056038488874312,0.3,5375.0,8,betting
0.15,536,151,271,36,235,0.13284132841328414,0.3259361997226075,0.027687455579246623,0.3,5375.0,8,betting
0.2,536,165,304,48,256,0.15789473684210525,0.3550624133148405,0.04008084577114428,0.3,5375.0,8,betting
0.05,536,0,0,0,0,0.0,0.0,0.0,0.3,5375.0,8,binary
0.1,536,0,0,0,0,0.0,0.0,0.0,0.3,5375.0,8,binary
0.15,536,0,0,0,0,0.0,0.0,0.0,0.3,5375.0,8,binary
0.2,536,0,0,0,0,0.0,0.0,0.0,0.3,5375.0,8,binary
0.05,536,224,554,180,374,0.3249097472924188,0.5187239944521498,0.11243917088545052,0.3,,8,pvalue_bh
0.1,536,224,554,180,374,0.3249097472924188,0.5187239944521498,0.11243917088545052,0.3,,8,pvalue_bh
0.15,536,224,554,180,374,0.3249097472924188,0.5187239944521498,0.11243917088545052,0.3,,8,pvalue_bh
0.2,536,224,554,180,374,0.3249097472924188,0.5187239944521498,0.11243917088545052,0.3,,8,pvalue_bh
0.05,536,128,254,25,229,0.0984251968503937,0.2909783989834816,0.018204040131169195,0.3,5713.0,9,betting
0.1,536,145,299,34,265,0.11371237458193979,0.33672172808132145,0.02039593004875289,0.3,5713.0,9,betting
0.15,536,170,367,63,304,0.17166212534059946,0.386277001270648,0.047665689410092395,0.3,5713.0,9,betting
0.2,536,175,416,84,332,0.20192307692307693,0.4218551461245235,0.053988086695642666,0.3,5713.0,9,betting
0.05,536,0,0,0,0,0.0,0.0,0.0,0.3,5713.0,9,binary
0.1,536,0,0,0,0,0.0,0.0,0.0,0.3,5713.0,9,binary
0.15,536,0,0,0,0,0.0,0.0,0.0,0.3,5713.0,9,binary
0.2,536,0,0,0,0,0.0,0.0,0.0,0.3,5713.0,9,binary
0.05,536,232,593,174,419,0.2934232715008432,0.5324015247776366,0.12060519594540665,0.3,,9,pvalue_bh
0.1,536,232,593,174,419,0.2934232715008432,0.5324015247776366,0.12060519594540665,0.3,,9,pvalue_bh
0.15,536,232,593,174,419,0.2934232715008432,0.5324015247776366,0.12060519594540665,0.3,,9,pvalue_bh
0.2,536,232,593,174,419,0.2934232715008432,0.5324015247776366,0.12060519594540665,0.3,,9,pvalue_bh
0.05,536,125,174,8,166,0.04597701149425287,0.24233576642335766,0.013992537313432836,0.3,5578.0,10,betting
0.1,536,142,233,15,218,0.06437768240343347,0.3182481751824818,0.02114427860696517,0.3,5578.0,10,betting
0.15,536,173,292,39,253,0.13356164383561644,0.36934306569343067,0.04543798862828713,0.3,5578.0,10,betting
0.2,536,178,326,48,278,0.147239263803681,0.4058394160583942,0.047824749876988676,0.3,5578.0,10,betting
0.05,536,0,0,0,0,0.0,0.0,0.0,0.3,5578.0,10,binary
0.1,536,0,0,0,0,0.0,0.0,0.0,0.3,5578.0,10,binary
0.15,536,0,0,0,0,0.0,0.0,0.0,0.3,5578.0,10,binary
0.2,536,0,0,0,0,0.0,0.0,0.0,0.3,5578.0,10,binary
0.05,536,230,497,158,339,0.317907444668008,0.4948905109489051,0.12045958264045459,0.3,,10,pvalue_bh
0.1,536,230,497,158,339,0.317907444668008,0.4948905109489051,0.12045958264045459,0.3,,10,pvalue_bh
0.15,536,230,497,158,339,0.317907444668008,0.4948905109489051,0.12045958264045459,0.3,,10,pvalue_bh
0.2,536,230,497,158,339,0.317907444668008,0.4948905109489051,0.12045958264045459,0.3,,10,pvalue_bh
0.05,536,109,202,17,185,0.08415841584158416,0.2850539291217257,0.014333967417812897,0.3,5544.0,11,betting
0.1,536,127,241,30,211,0.12448132780082988,0.325115562403698,0.0222744450822809,0.3,5544.0,11,betting
0.15,536,149,280,41,239,0.14642857142857144,0.3682588597842835,0.03461897244546498,0.3,5544.0,11,betting
0.2,536,149,294,51,243,0.17346938775510204,0.37442218798151,0.03654939587775408,0.3,5544.0,11,betting
0.05,536,0,0,0,0,0.0,0.0,0.0,0.3,5544.0,11,binary
0.1,536,0,0,0,0,0.0,0.0,0.0,0.3,5544.0,11,binary
0.15,536,0,0,0,0,0.0,0.0,0.0,0.3,5544.0,11,binary
0.2,536,0,0,0,0,0.0,0.0,0.0,0.3,5544.0,11,binary
0.05,536,230,557,205,352,0.36804308797127466,0.5423728813559322,0.14035168897575614,0.3,,11,pvalue_bh
0.1,536,230,557,205,352,0.36804308797127466,0.5423728813559322,0.14035168897575614,0.3,,11,pvalue_bh
0.15,536,230,557,205,352,0.36804308797127466,0.5423728813559322,0.14035168897575614,0.3,,11,pvalue_bh
0.2,536,230,557,205,352,0.36804308797127466,0.5423728813559322,0.14035168897575614,0.3,,11,pvalue_bh
0.05,536,120,215,24,191,0.11162790697674418,0.3136288998357964,0.020496475953565504,0.3,5278.0,12,betting
0.1,536,138,248,35,213,0.14112903225806453,0.3497536945812808,0.032312396351575456,0.3,5278.0,12,betting
0.15,536,151,300,60,240,0.2,0.39408866995073893,0.043578980099502486,0.3,5278.0,12,betting
0.2,536,170,340,81,259,0.23823529411764705,0.42528735632183906,0.0652257684790334,0.3,5278.0,12,betting
0.05,536,0,0,0,0,0.0,0.0,0.0,0.3,5278.0,12,binary
0.1,536,0,0,0,0,0.0,0.0,0.0,0.3,5278.0,12,binary
0.15,536,0,0,0,0,0.0,0.0,0.0,0.3,5278.0,12,binary
0.2,536,0,0,0,0,0.0,0.0,0.0,0.3,5278.0,12,binary
0.05,536,228,508,183,325,0.36023622047244097,0.5336617405582923,0.1476229326789294,0.3,,12,pvalue_bh
0.1,536,228,508,183,325,0.36023622047244097,0.5336617405582923,0.1476229326789294,0.3,,12,pvalue_bh
0.15,536,228,508,183,325,0.36023622047244097,0.5336617405582923,0.1476229326789294,0.3,,12,pvalue_bh
0.2,536,228,508,183,325,0.36023622047244097,0.5336617405582923,0.1476229326789294,0.3,,12,pvalue_bh
0.05,536,111,215,20,195,0.09302325581395349,0.2697095435684647,0.01573383084577114,0.3,5477.0,13,betting
