alpha,num_test_families,num_rejected_families,total_rejections,fp,tp,fdp,recall,mean_family_fdp,score_floor,total_pruned,seed,method,stratum_fine
0.05,99,23,34,5,29,0.14705882352941177,0.3020833333333333,0.03535353535353535,0.3,672,0,betting,6<=K<=10
0.05,60,12,28,1,27,0.03571428571428571,0.2621359223300971,0.016666666666666666,0.3,795,0,betting,11<=K<=20
0.05,179,28,29,3,26,0.10344827586206896,0.9285714285714286,0.01675977653631285,0.3,213,0,betting,K<=2
0.05,146,35,43,3,40,0.06976744186046512,0.6666666666666666,0.02054794520547945,0.3,483,0,betting,3<=K<=5
0.05,17,7,47,11,36,0.23404255319148937,0.18652849740932642,0.08271924154277095,0.3,1390,0,betting,K>50
0.05,35,10,49,9,40,0.1836734693877551,0.25806451612903225,0.03299319727891156,0.3,967,0,betting,21<=K<=50
0.1,99,29,47,8,39,0.1702127659574468,0.40625,0.05252525252525253,0.3,672,0,betting,6<=K<=10
0.1,60,13,31,2,29,0.06451612903225806,0.2815533980582524,0.02,0.3,795,0,betting,11<=K<=20
0.1,179,29,30,4,26,0.13333333333333333,0.9285714285714286,0.0223463687150838,0.3,213,0,betting,K<=2
0.1,146,39,48,5,43,0.10416666666666667,0.7166666666666667,0.03424657534246575,0.3,483,0,betting,3<=K<=5
0.1,17,8,59,15,44,0.2542372881355932,0.22797927461139897,0.098035607323533,0.3,1390,0,betting,K>50
0.1,35,12,56,14,42,0.25,0.2709677419354839,0.06870748299319727,0.3,967,0,betting,21<=K<=50
0.15,99,39,59,8,51,0.13559322033898305,0.53125,0.05252525252525253,0.3,672,0,betting,6<=K<=10
0.15,60,20,41,4,37,0.0975609756097561,0.3592233009708738,0.05333333333333334,0.3,795,0,betting,11<=K<=20
0.15,179,33,34,7,27,0.20588235294117646,0.9642857142857143,0.03910614525139665,0.3,213,0,betting,K<=2
0.15,146,43,52,7,45,0.1346153846153846,0.75,0.04794520547945205,0.3,483,0,betting,3<=K<=5
