alpha,num_test_families,num_rejected_families,total_rejections,fp,tp,fdp,recall,mean_family_fdp,score_floor,total_pruned,seed,method,stratum
0.05,177,42,99,15,84,0.15151515151515152,0.30996309963099633,0.031947807371536185,0.3,1851,0,betting,5<K<=30
0.05,325,63,72,6,66,0.08333333333333333,0.75,0.018461538461538463,0.3,696,0,betting,K<=5
0.05,34,10,59,11,48,0.1864406779661017,0.17391304347826086,0.041359620771385476,0.3,1973,0,betting,K>30
0.1,177,50,120,23,97,0.19166666666666668,0.35793357933579334,0.04409470002690342,0.3,1851,0,betting,5<K<=30
0.1,325,68,78,9,69,0.11538461538461539,0.7840909090909091,0.027692307692307693,0.3,696,0,betting,K<=5
0.1,34,12,73,16,57,0.2191780821917808,0.20652173913043478,0.07842956836764886,0.3,1973,0,betting,K>30
0.15,177,69,151,26,125,0.17218543046357615,0.4612546125461255,0.058218993812214154,0.3,1851,0,betting,5<K<=30
0.15,325,76,86,14,72,0.16279069767441862,0.8181818181818182,0.043076923076923075,0.3,696,0,betting,K<=5
0.15,34,15,102,28,74,0.27450980392156865,0.26811594202898553,0.10557910947184304,0.3,1973,0,betting,K>30
0.2,177,71,156,27,129,0.17307692307692307,0.47601476014760147,0.0610438525692763,0.3,1851,0,betting,5<K<=30
0.2,325,76,86,14,72,0.16279069767441862,0.8181818181818182,0.043076923076923075,0.3,696,0,betting,K<=5
0.2,34,17,111,33,78,0.2972972972972973,0.2826086956521739,0.12120771385477269,0.3,1973,0,betting,K>30
0.05,182,49,75,3,72,0.04,0.2987551867219917,0.013736263736263736,0.3,1967,1,betting,5<K<=30
0.05,300,54,55,3,52,0.05454545454545454,0.6265060240963856,0.01,0.3,645,1,betting,K<=5
0.05,54,17,80,5,75,0.0625,0.16741071428571427,0.02469135802469136,0.3,3502,1,betting,K>30
0.1,182,57,99,8,91,0.08080808080808081,0.3775933609958506,0.03223443223443224,0.3,1967,1,betting,5<K<=30
0.1,300,60,61,8,53,0.13114754098360656,0.6385542168674698,0.02666666666666667,0.3,645,1,betting,K<=5
0.1,54,23,97,8,89,0.08247422680412371,0.19866071428571427,0.03822412155745489,0.3,3502,1,betting,K>30
0.15,182,70,116,14,102,0.1206896551724138,0.42323651452282157,0.061538461538461535,0.3,1967,1,betting,5<K<=30
0.15,300,65,66,11,55,0.16666666666666666,0.6626506024096386,0.03666666666666667,0.3,645,1,betting,K<=5
0.15,54,26,119,20,99,0.16806722689075632,0.22098214285714285,0.07202041785375118,0.3,3502,1,betting,K>30
0.2,182,71,118,15,103,0.1271186440677966,0.42738589211618255,0.06291208791208791,0.3,1967,1,betting,5<K<=30
0.2,300,66,67,11,56,0.16417910447761194,0.6746987951807228,0.03666666666666667,0.3,645,1,betting,K<=5
0.2,54,27,140,27,113,0.19285714285714287,0.25223214285714285,0.09401779230210604,0.3,3502,1,betting,K>30
0.05,323,69,74,3,71,0.04054054054054054,0.6761904761904762,0.009287925696594427,0.3,695,2,betting,K<=5
0.05,163,37,56,2,54,0.03571428571428571,0.2621359223300971,0.009202453987730062,0.3,1766,2,betting,5<K<=30
0.05,50,14,61,8,53,0.13114754098360656,0.13766233766233765,0.03215384615384616,0.3,3259,2,betting,K>30
0.1,323,74,84,7,77,0.08333333333333333,0.7333333333333333,0.021671826625386997,0.3,695,2,betting,K<=5
0.1,163,47,73,6,67,0.0821917808219178,0.32524271844660196,0.027607361963190184,0.3,1766,2,betting,5<K<=30
0.1,50,21,100,14,86,0.14,0.22337662337662337,0.046588516746411485,0.3,3259,2,betting,K>30
0.15,323,81,91,10,81,0.10989010989010989,0.7714285714285715,0.030959752321981424,0.3,695,2,betting,K<=5
0.15,163,59,101,11,90,0.10891089108910891,0.4368932038834951,0.05112474437627811,0.3,1766,2,betting,5<K<=30
0.15,50,25,120,23,97,0.19166666666666668,0.2519480519480519,0.08065766981556453,0.3,3259,2,betting,K>30
0.2,323,91,103,19,84,0.18446601941747573,0.8,0.05727554179566564,0.3,695,2,betting,K<=5
0.2,163,70,113,15,98,0.13274336283185842,0.47572815533980584,0.07566462167689161,0.3,1766,2,betting,5<K<=30
0.2,50,28,186,61,125,0.3279569892473118,0.3246753246753247,0.1487469159193297,0.3,3259,2,betting,K>30
0.05,309,54,57,4,53,0.07017543859649122,0.6162790697674418,0.012944983818770227,0.3,665,3,betting,K<=5
0.05,177,43,77,4,73,0.05194805194805195,0.31063829787234043,0.01694915254237288,0.3,1914,3,betting,5<K<=30
0.05,50,20,75,6,69,0.08,0.18498659517426275,0.027380952380952377,0.3,3277,3,betting,K>30
0.1,309,61,66,7,59,0.10606060606060606,0.686046511627907,0.022653721682847898,0.3,665,3,betting,K<=5
0.1,177,54,100,7,93,0.07,0.39574468085106385,0.02824858757062147,0.3,1914,3,betting,5<K<=30
0.1,50,24,100,12,88,0.12,0.2359249329758713,0.05603007518796993,0.3,3277,3,betting,K>30
0.15,309,61,66,7,59,0.10606060606060606,0.686046511627907,0.022653721682847898,0.3,665,3,betting,K<=5
0.15,177,57,103,7,96,0.06796116504854369,0.4085106382978723,0.02824858757062147,0.3,1914,3,betting,5<K<=30
0.15,50,29,122,20,102,0.16393442622950818,0.2734584450402145,0.11117293233082708,0.3,3277,3,betting,K>30
0.2,309,75,81,17,64,0.20987654320987653,0.7441860465116279,0.05339805825242718,0.3,665,3,betting,K<=5
0.2,177,69,137,17,120,0.12408759124087591,0.5106382978723404,0.05696798493408662,0.3,1914,3,betting,5<K<=30
0.2,50,34,151,34,117,0.2251655629139073,0.3136729222520107,0.17321978021978018,0.3,3277,3,betting,K>30
0.05,328,60,62,5,57,0.08064516129032258,0.6063829787234043,0.01524390243902439,0.3,737,4,betting,K<=5
0.05,170,33,69,3,66,0.043478260869565216,0.3113207547169811,0.0063025210084033615,0.3,1898,4,betting,5<K<=30
0.05,38,8,27,1,26,0.037037037037037035,0.09454545454545454,0.0021929824561403508,0.3,2443,4,betting,K>30
0.1,328,66,71,10,61,0.14084507042253522,0.648936170212766,0.028963414634146343,0.3,737,4,betting,K<=5
0.1,170,50,92,8,84,0.08695652173913043,0.39622641509433965,0.026890756302521007,0.3,1898,4,betting,5<K<=30
0.1,38,10,39,1,38,0.02564102564102564,0.13818181818181818,0.0021929824561403508,0.3,2443,4,betting,K>30
0.15,328,66,71,10,61,0.14084507042253522,0.648936170212766,0.028963414634146343,0.3,737,4,betting,K<=5
0.15,170,50,96,9,87,0.09375,0.41037735849056606,0.027871148459383748,0.3,1898,4,betting,5<K<=30
0.15,38,12,43,3,40,0.06976744186046512,0.14545454545454545,0.03007518796992481,0.3,2443,4,betting,K>30
0.2,328,69,74,11,63,0.14864864864864866,0.6702127659574468,0.03201219512195122,0.3,737,4,betting,K<=5
0.2,170,55,106,12,94,0.11320754716981132,0.44339622641509435,0.03816526610644257,0.3,1898,4,betting,5<K<=30
0.2,38,14,54,11,43,0.2037037037037037,0.15636363636363637,0.0662593984962406,0.3,2443,4,betting,K>30
0.05,164,49,82,8,74,0.0975609756097561,0.3148936170212766,0.03252032520325203,0.3,1670,5,betting,5<K<=30
0.05,323,71,81,10,71,0.12345679012345678,0.696078431372549,0.029411764705882353,0.3,686,5,betting,K<=5
0.05,49,19,79,7,72,0.08860759493670886,0.17266187050359713,0.009712976099530722,0.3,3066,5,betting,K>30
0.1,164,67,112,16,96,0.14285714285714285,0.4085106382978723,0.06489547038327526,0.3,1670,5,betting,5<K<=30
0.1,323,79,89,15,74,0.16853932584269662,0.7254901960784313,0.04489164086687306,0.3,686,5,betting,K<=5
0.1,49,23,114,20,94,0.17543859649122806,0.22541966426858512,0.033114674441205055,0.3,3066,5,betting,K>30
0.15,164,74,123,19,104,0.15447154471544716,0.4425531914893617,0.08013937282229965,0.3,1670,5,betting,5<K<=30
0.15,323,87,98,22,76,0.22448979591836735,0.7450980392156863,0.06346749226006192,0.3,686,5,betting,K<=5
0.15,49,27,196,59,137,0.3010204081632653,0.328537170263789,0.10368854027653752,0.3,3066,5,betting,K>30
0.2,164,85,152,31,121,0.20394736842105263,0.5148936170212766,0.12282229965156793,0.3,1670,5,betting,5<K<=30
0.2,323,95,106,29,77,0.27358490566037735,0.7549019607843137,0.08513931888544891,0.3,686,5,betting,K<=5
0.2,49,36,250,89,161,0.356,0.38609112709832133,0.21426422719625482,0.3,3066,5,betting,K>30
0.05,174,48,86,6,80,0.06976744186046512,0.3088803088803089,0.02413793103448276,0.3,1996,6,betting,5<K<=30
0.05,321,75,81,5,76,0.06172839506172839,0.6608695652173913,0.01557632398753894,0.3,683,6,betting,K<=5
0.05,41,6,15,1,14,0.06666666666666667,0.03598971722365039,0.004065040650406504,0.3,2829,6,betting,K>30
0.1,174,56,95,7,88,0.07368421052631578,0.33976833976833976,0.029885057471264367,0.3,1996,6,betting,5<K<=30
0.1,321,76,82,5,77,0.06097560975609756,0.6695652173913044,0.01557632398753894,0.3,683,6,betting,K<=5
0.1,41,10,35,4,31,0.11428571428571428,0.07969151670951156,0.013758599124452783,0.3,2829,6,betting,K>30
0.15,174,63,113,9,104,0.07964601769911504,0.4015444015444015,0.03467432950191571,0.3,1996,6,betting,5<K<=30
0.15,321,84,90,7,83,0.07777777777777778,0.7217391304347827,0.021806853582554516,0.3,683,6,betting,K<=5
0.15,41,13,47,7,40,0.14893617021276595,0.10282776349614396,0.02380952380952381,0.3,2829,6,betting,K>30
0.2,174,80,154,25,129,0.16233766233766234,0.4980694980694981,0.07796934865900383,0.3,1996,6,betting,5<K<=30
0.2,321,103,112,23,89,0.20535714285714285,0.7739130434782608,0.06697819314641744,0.3,683,6,betting,K<=5
0.2,41,25,97,29,68,0.29896907216494845,0.17480719794344474,0.178397212543554,0.3,2829,6,betting,K>30
0.05,296,57,64,2,62,0.03125,0.6595744680851063,0.006756756756756757,0.3,646,7,betting,K<=5
0.05,190,42,76,2,74,0.02631578947368421,0.26334519572953735,0.010526315789473684,0.3,2193,7,betting,5<K<=30
0.05,50,13,65,6,59,0.09230769230769231,0.14532019704433496,0.008739495798319327,0.3,3061,7,betting,K>30
0.1,296,59,68,3,65,0.04411764705882353,0.6914893617021277,0.010135135135135136,0.3,646,7,betting,K<=5
0.1,190,56,114,9,105,0.07894736842105263,0.3736654804270463,0.026491228070175444,0.3,2193,7,betting,5<K<=30
0.1,50,17,103,14,89,0.13592233009708737,0.21921182266009853,0.014977703455964324,0.3,3061,7,betting,K>30
0.15,296,76,85,16,69,0.18823529411764706,0.7340425531914894,0.05405405405405406,0.3,646,7,betting,K<=5
0.15,190,71,142,18,124,0.1267605633802817,0.4412811387900356,0.05499999999999999,0.3,2193,7,betting,5<K<=30
