method,alpha,total_rejections,fdp,recall
betting,0.05,54.35,0.006351344733697676,0.0946230345194087
betting,0.1,66.6,0.02159280397222995,0.1137649132156127
betting,0.15,75.35,0.02987309165882717,0.12748675830140266
betting,0.2,84.0,0.0320472599795814,0.14174016037759393
binary,0.05,0.55,0.0,0.0010318949343339587
binary,0.1,0.65,0.0,0.0012195121951219512
binary,0.15,0.65,0.0,0.0012195121951219512
binary,0.2,2.95,0.013125000000000001,0.005016771943162414
pvalue_bh,0.05,166.4,0.10406769546100587,0.2594546194100741
pvalue_bh,0.1,219.9,0.1600605600567795,0.32202857096071164
pvalue_bh,0.15,269.1,0.2105596186823933,0.37066387464249717
pvalue_bh,0.2,315.1,0.2550508381983372,0.4089422138978698
