alpha,total_rejections,fp,tp,fdp,recall,threshold,seed,method
0.05,126,6,120,0.047619047619047616,0.189873417721519,0.5481224060058594,14,score_oracle
0.1,195,19,176,0.09743589743589744,0.27848101265822783,0.4446620345115661,14,score_oracle
0.15,285,42,243,0.14736842105263157,0.38449367088607594,0.3433490395545959,14,score_oracle
0.2,341,68,273,0.19941348973607037,0.4319620253164557,0.2982293963432312,14,score_oracle
0.05,83,4,79,0.04819277108433735,0.1318864774624374,0.6545543074607849,15,score_oracle
0.1,181,18,163,0.09944751381215469,0.27212020033388984,0.4853321611881256,15,score_oracle
0.15,237,35,202,0.14767932489451477,0.337228714524207,0.4036028683185577,15,score_oracle
0.2,293,58,235,0.19795221843003413,0.39232053422370616,0.3384235799312591,15,score_oracle
0.05,123,6,117,0.04878048780487805,0.21951219512195122,0.5552425384521484,16,score_oracle
0.1,155,15,140,0.0967741935483871,0.2626641651031895,0.4901417195796966,16,score_oracle
0.15,196,29,167,0.14795918367346939,0.3133208255159475,0.4122971594333648,16,score_oracle
0.2,247,49,198,0.19838056680161945,0.3714821763602251,0.3554876148700714,16,score_oracle
0.05,78,3,75,0.038461538461538464,0.14204545454545456,0.566623866558075,17,score_oracle
0.1,106,10,96,0.09433962264150944,0.18181818181818182,0.5028607845306396,17,score_oracle
0.15,128,19,109,0.1484375,0.20643939393939395,0.461983323097229,17,score_oracle
0.2,215,43,172,0.2,0.32575757575757575,0.3503816723823547,17,score_oracle
0.05,174,8,166,0.04597701149425287,0.29432624113475175,0.4920831322669983,18,score_oracle
0.1,223,22,201,0.09865470852017937,0.35638297872340424,0.4021710753440857,18,score_oracle
0.15,281,42,239,0.1494661921708185,0.4237588652482269,0.3364564776420593,18,score_oracle
0.2,312,62,250,0.1987179487179487,0.4432624113475177,0.3066386878490448,18,score_oracle
0.05,69,3,66,0.043478260869565216,0.11764705882352941,0.597252368927002,19,score_oracle
0.1,111,11,100,0.0990990990990991,0.17825311942959002,0.5129574537277222,19,score_oracle
0.15,131,19,112,0.1450381679389313,0.19964349376114082,0.486078679561615,19,score_oracle
0.2,223,44,179,0.19730941704035873,0.31907308377896615,0.3657448291778564,19,score_oracle
