seed,mean_loo_evalue,std_loo_evalue,max_loo_evalue,p95_loo_evalue,p99_loo_evalue,mondrian
0,1.0000000000000002,49.02269988482838,2410.603970930078,0.005818370264506316,0.04969601663552964,none
1,1.0000000000000004,50.63895840236629,2572.6415138296697,0.008830016776098994,0.025674971856657066,none
2,1.0,2.3338076633019385,36.65062395656626,3.0182866787760445,14.316649983033692,none
3,1.0,12.071701218220436,320.816278999702,2.0579804069831202,7.171749903122994,none
4,1.0,1.9352613239959897,34.09076939685915,3.666906288065522,8.67494959815501,none
5,1.0000000000000002,50.19153660489654,2526.08824194605,0.005534981995588935,0.029228589134601215,none
6,1.0000000000000002,52.68883160854852,2785.5435625243167,0.007045135154951261,0.02528158548427486,none
7,0.9999999999999997,3.753631619610055,85.18189652806169,2.9599886824422983,8.69452438429488,none
8,1.0000000000000002,2.3824082320995306,68.49949353711149,2.748358884424779,10.870239490144149,none
9,1.0000000000000002,2.8118365529079856,61.21317402675492,3.43429755578677,8.235954323599753,none
10,1.0,5.038755206134427,177.91803939151657,2.874685567969709,10.51794677314521,none
11,1.0000000000000002,50.896662929251356,2597.7275581782746,0.007145637571421238,0.025699222844585153,none
12,1.0,2.297177304417481,36.27273037775015,3.3939396844678495,12.16161720267646,none
13,1.0,7.171408278442701,153.32913959622823,2.084381539603898,8.134171861868872,none
14,1.0,3.330790967160213,95.41350027244813,3.192402239689136,8.039844770937336,none
15,1.0,3.4119836214914443,140.11325839899942,3.1813155288661705,8.818722681841784,none
16,0.9999999999999998,2.8236532580892226,88.88834578770053,3.246116745937782,10.01782787947251,none
17,0.9999999999999999,53.206566720845736,2838.9606316164977,0.0068239644047795485,0.023190383099169525,none
18,1.0,3.09693833901857,69.45145104242388,2.99636460583647,11.326026830555614,none
19,1.0,2.90507367951542,116.98355560521307,2.5553705996433904,10.093713868591394,none
