method,alpha,total_rejections,fdp,recall
betting,0.05,10.853570840972107,0.03162458463389252,0.02276873847564882
betting,0.1,15.674820573135761,0.02670056188535865,0.030113209948678162
betting,0.15,17.492855684535904,0.02126164807023413,0.03082632559833777
betting,0.2,20.06738647656939,0.01725717883871099,0.03441286768965941
binary,0.05,0.0,0.0,0.0
binary,0.1,13.863621460498695,0.14426245016127676,0.013975424859373687
binary,0.15,0.0,0.0,0.0
binary,0.2,20.571825392998065,0.223606797749979,0.015306417703123562
pvalue_bh,0.05,23.125743231299616,0.025618505816930204,0.03585234979846364
pvalue_bh,0.1,12.227019260637483,0.0696371914019757,0.04052580258814603
pvalue_bh,0.15,44.269628414975436,0.09449063459145715,0.04012981518391445
pvalue_bh,0.2,53.61249854278384,0.09797497798261322,0.036734323545699665
