alpha,num_test_families,num_rejected_families,total_rejections,fp,tp,fdp,recall,mean_family_fdp,seed,method,cal_null_size,n_cal
0.05,537,79,108,3,105,0.027777777777777776,0.14685314685314685,0.0026070763500931097,0,betting,500,500
0.1,537,93,130,5,125,0.038461538461538464,0.17482517482517482,0.005090006207324643,0,betting,500,500
0.15,537,110,165,8,157,0.048484848484848485,0.21958041958041957,0.008690254500310366,0,betting,500,500
0.2,537,118,184,12,172,0.06521739130434782,0.24055944055944056,0.012725015518311605,0,betting,500,500
0.05,537,78,105,3,102,0.02857142857142857,0.14265734265734265,0.0026070763500931097,0,betting,1000,1000
0.1,537,90,126,4,122,0.031746031746031744,0.17062937062937064,0.0032278088144009932,0,betting,1000,1000
0.15,537,107,155,7,148,0.04516129032258064,0.206993006993007,0.00775915580384854,0,betting,1000,1000
0.2,537,117,174,9,165,0.05172413793103448,0.23076923076923078,0.00962135319677219,0,betting,1000,1000
0.05,537,78,105,3,102,0.02857142857142857,0.14265734265734265,0.0026070763500931097,0,betting,2000,2000
0.1,537,91,127,4,123,0.031496062992125984,0.17202797202797201,0.0032278088144009932,0,betting,2000,2000
0.15,537,105,152,6,146,0.039473684210526314,0.2041958041958042,0.006021104903786468,0,betting,2000,2000
0.2,537,116,172,8,164,0.046511627906976744,0.22937062937062938,0.008690254500310366,0,betting,2000,2000
0.05,537,78,105,3,102,0.02857142857142857,0.14265734265734265,0.0026070763500931097,0,betting,5000,5000
0.1,537,90,125,4,121,0.032,0.16923076923076924,0.0032278088144009932,0,betting,5000,5000
0.15,537,104,151,6,145,0.039735099337748346,0.20279720279720279,0.006021104903786468,0,betting,5000,5000
0.2,537,115,171,8,163,0.04678362573099415,0.22797202797202798,0.008690254500310366,0,betting,5000,5000
0.05,537,78,105,3,102,0.02857142857142857,0.14265734265734265,0.0026070763500931097,0,betting,all,5128
0.1,537,91,126,4,122,0.031746031746031744,0.17062937062937064,0.0032278088144009932,0,betting,all,5128
0.15,537,104,151,6,145,0.039735099337748346,0.20279720279720279,0.006021104903786468,0,betting,all,5128
0.2,537,115,171,8,163,0.04678362573099415,0.22797202797202798,0.008690254500310366,0,betting,all,5128
0.05,537,57,88,0,88,0.0,0.13333333333333333,0.0,1,betting,500,500
0.1,537,75,120,3,117,0.025,0.17727272727272728,0.0037243947858473,1,betting,500,500
0.15,537,87,159,6,153,0.03773584905660377,0.2318181818181818,0.004519409826672397,1,betting,500,500
0.2,537,93,173,7,166,0.04046242774566474,0.2515151515151515,0.006381607219596047,1,betting,500,500
0.05,537,59,90,0,90,0.0,0.13636363636363635,0.0,1,betting,1000,1000
0.1,537,77,123,3,120,0.024390243902439025,0.18181818181818182,0.0037243947858473,1,betting,1000,1000
0.15,537,88,160,6,154,0.0375,0.23333333333333334,0.004519409826672397,1,betting,1000,1000
0.2,537,95,176,7,169,0.03977272727272727,0.25606060606060604,0.006381607219596047,1,betting,1000,1000
0.05,537,59,90,0,90,0.0,0.13636363636363635,0.0,1,betting,2000,2000
0.1,537,78,127,4,123,0.031496062992125984,0.18636363636363637,0.004189944134078212,1,betting,2000,2000
0.15,537,88,160,6,154,0.0375,0.23333333333333334,0.004519409826672397,1,betting,2000,2000
0.2,537,96,178,7,171,0.03932584269662921,0.2590909090909091,0.006381607219596047,1,betting,2000,2000
0.05,537,62,94,0,94,0.0,0.14242424242424243,0.0,1,betting,5000,5000
0.1,537,81,143,5,138,0.03496503496503497,0.20909090909090908,0.004333190087380032,1,betting,5000,5000
0.15,537,93,169,7,162,0.04142011834319527,0.24545454545454545,0.006381607219596047,1,betting,5000,5000
0.2,537,98,181,7,174,0.03867403314917127,0.2636363636363636,0.006381607219596047,1,betting,5000,5000
0.05,537,62,94,0,94,0.0,0.14242424242424243,0.0,1,betting,all,5218
0.1,537,81,143,5,138,0.03496503496503497,0.20909090909090908,0.004333190087380032,1,betting,all,5218
0.15,537,93,169,7,162,0.04142011834319527,0.24545454545454545,0.006381607219596047,1,betting,all,5218
0.2,537,98,181,7,174,0.03867403314917127,0.2636363636363636,0.006381607219596047,1,betting,all,5218
0.05,537,64,79,4,75,0.05063291139240506,0.11160714285714286,0.0074487895716946,2,betting,500,500
0.1,537,81,111,11,100,0.0990990990990991,0.1488095238095238,0.013656114214773432,2,betting,500,500
0.15,537,93,132,12,120,0.09090909090909091,0.17857142857142858,0.01551831160769708,2,betting,500,500
0.2,537,97,140,13,127,0.09285714285714286,0.18898809523809523,0.01738050900062073,2,betting,500,500
0.05,537,68,85,4,81,0.047058823529411764,0.12053571428571429,0.0074487895716946,2,betting,1000,1000
0.1,537,84,114,11,103,0.09649122807017543,0.15327380952380953,0.013656114214773432,2,betting,1000,1000
0.15,537,93,132,12,120,0.09090909090909091,0.17857142857142858,0.01551831160769708,2,betting,1000,1000
0.2,537,97,140,13,127,0.09285714285714286,0.18898809523809523,0.01738050900062073,2,betting,1000,1000
0.05,537,72,94,7,87,0.07446808510638298,0.12946428571428573,0.009931719428926135,2,betting,2000,2000
0.1,537,86,117,11,106,0.09401709401709402,0.15773809523809523,0.013656114214773432,2,betting,2000,2000
0.15,537,94,136,12,124,0.08823529411764706,0.18452380952380953,0.01551831160769708,2,betting,2000,2000
0.2,537,98,141,13,128,0.09219858156028368,0.19047619047619047,0.01738050900062073,2,betting,2000,2000
0.05,537,72,94,7,87,0.07446808510638298,0.12946428571428573,0.009931719428926135,2,betting,all,4569
0.1,537,86,117,11,106,0.09401709401709402,0.15773809523809523,0.013656114214773432,2,betting,all,4569
0.15,537,94,135,12,123,0.08888888888888889,0.18303571428571427,0.01551831160769708,2,betting,all,4569
0.2,537,98,141,13,128,0.09219858156028368,0.19047619047619047,0.01738050900062073,2,betting,all,4569
0.05,537,72,94,7,87,0.07446808510638298,0.12946428571428573,0.009931719428926135,2,betting,all,4569
0.1,537,86,117,11,106,0.09401709401709402,0.15773809523809523,0.013656114214773432,2,betting,all,4569
0.15,537,94,135,12,123,0.08888888888888889,0.18303571428571427,0.01551831160769708,2,betting,all,4569
0.2,537,98,141,13,128,0.09219858156028368,0.19047619047619047,0.01738050900062073,2,betting,all,4569
0.05,537,80,112,2,110,0.017857142857142856,0.180623973727422,0.002793296089385475,3,betting,500,500
0.1,537,98,133,6,127,0.045112781954887216,0.20853858784893267,0.008379888268156424,3,betting,500,500
0.15,537,105,149,6,143,0.040268456375838924,0.2348111658456486,0.008379888268156424,3,betting,500,500
0.2,537,114,169,10,159,0.05917159763313609,0.26108374384236455,0.013345747982619489,3,betting,500,500
0.05,537,80,111,2,109,0.018018018018018018,0.17898193760262726,0.002793296089385475,3,betting,1000,1000
0.1,537,93,128,4,124,0.03125,0.20361247947454844,0.004655493482309125,3,betting,1000,1000
0.15,537,104,148,6,142,0.04054054054054054,0.23316912972085385,0.008379888268156424,3,betting,1000,1000
0.2,537,110,158,7,151,0.04430379746835443,0.24794745484400657,0.010242085661080074,3,betting,1000,1000
0.05,537,84,117,2,115,0.017094017094017096,0.18883415435139572,0.002793296089385475,3,betting,2000,2000
0.1,537,95,132,4,128,0.030303030303030304,0.21018062397372742,0.004655493482309125,3,betting,2000,2000
0.15,537,106,153,6,147,0.0392156862745098,0.2413793103448276,0.008379888268156424,3,betting,2000,2000
0.2,537,112,167,9,158,0.05389221556886228,0.2594417077175698,0.01148355058969584,3,betting,2000,2000
0.05,537,84,117,2,115,0.017094017094017096,0.18883415435139572,0.002793296089385475,3,betting,5000,5000
0.1,537,94,129,4,125,0.031007751937984496,0.20525451559934318,0.004655493482309125,3,betting,5000,5000
0.15,537,105,150,6,144,0.04,0.23645320197044334,0.008379888268156424,3,betting,5000,5000
0.2,537,112,167,9,158,0.05389221556886228,0.2594417077175698,0.01148355058969584,3,betting,5000,5000
0.05,537,84,117,2,115,0.017094017094017096,0.18883415435139572,0.002793296089385475,3,betting,all,6073
0.1,537,94,129,4,125,0.031007751937984496,0.20525451559934318,0.004655493482309125,3,betting,all,6073
0.15,537,105,150,6,144,0.04,0.23645320197044334,0.008379888268156424,3,betting,all,6073
0.2,537,112,167,9,158,0.05389221556886228,0.2594417077175698,0.01148355058969584,3,betting,all,6073
0.05,537,57,75,2,73,0.02666666666666667,0.11282843894899536,0.0037243947858473,4,betting,500,500
0.1,537,80,110,5,105,0.045454545454545456,0.16228748068006182,0.006828057107386715,4,betting,500,500
0.15,537,88,122,6,116,0.04918032786885246,0.17928902627511592,0.008690254500310366,4,betting,500,500
0.2,537,98,141,10,131,0.07092198581560284,0.20247295208655333,0.013345747982619489,4,betting,500,500
0.05,537,64,84,2,82,0.023809523809523808,0.1267387944358578,0.0037243947858473,4,betting,1000,1000
0.1,537,85,115,5,110,0.043478260869565216,0.17001545595054096,0.006828057107386715,4,betting,1000,1000
0.15,537,96,136,9,127,0.0661764705882353,0.19629057187017002,0.012414649286157665,4,betting,1000,1000
0.2,537,103,146,10,136,0.0684931506849315,0.21020092735703247,0.013345747982619489,4,betting,1000,1000
0.05,537,61,80,2,78,0.025,0.1205564142194745,0.0037243947858473,4,betting,2000,2000
0.1,537,79,107,5,102,0.04672897196261682,0.15765069551777433,0.006828057107386715,4,betting,2000,2000
0.15,537,88,122,6,116,0.04918032786885246,0.17928902627511592,0.008690254500310366,4,betting,2000,2000
0.2,537,96,137,9,128,0.06569343065693431,0.19783616692426584,0.012414649286157665,4,betting,2000,2000
0.05,537,64,83,2,81,0.024096385542168676,0.125193199381762,0.0037243947858473,4,betting,5000,5000
0.1,537,84,114,5,109,0.043859649122807015,0.16846986089644514,0.006828057107386715,4,betting,5000,5000
0.15,537,92,127,6,121,0.047244094488188976,0.18701700154559506,0.008690254500310366,4,betting,5000,5000
0.2,537,102,145,10,135,0.06896551724137931,0.20865533230293662,0.013345747982619489,4,betting,5000,5000
0.05,537,64,83,2,81,0.024096385542168676,0.125193199381762,0.0037243947858473,4,betting,all,5632
0.1,537,84,114,5,109,0.043859649122807015,0.16846986089644514,0.006828057107386715,4,betting,all,5632
0.15,537,92,127,6,121,0.047244094488188976,0.18701700154559506,0.008690254500310366,4,betting,all,5632
