alpha,num_test_families,num_rejected_families,total_rejections,fp,tp,fdp,recall,mean_family_fdp,threshold,cal_loss,cal_bound,cal_rejections,cal_fp,cal_tp,seed,method
0.05,299,32,32,8,24,0.25,0.05504587155963303,0.026755852842809364,0.6624278426170349,0.043478260869565216,0.04666666666666667,35,13,22,0,crc_scoregate
0.1,299,58,58,25,33,0.43103448275862066,0.07568807339449542,0.08361204013377926,0.5495449304580688,0.0903010033444816,0.09333333333333334,61,27,34,0,crc_scoregate
0.15,299,87,87,46,41,0.5287356321839081,0.09403669724770643,0.15384615384615385,0.500593900680542,0.14381270903010032,0.14666666666666664,83,43,40,0,crc_scoregate
0.2,299,99,99,56,43,0.5656565656565656,0.09862385321100918,0.18729096989966554,0.4810034036636352,0.19063545150501673,0.19333333333333333,100,57,43,0,crc_scoregate
0.05,299,45,45,18,27,0.4,0.06293706293706294,0.06020066889632107,0.6339444518089294,0.043478260869565216,0.04666666666666667,39,13,26,1,crc_scoregate
0.1,299,64,64,32,32,0.5,0.07459207459207459,0.10702341137123746,0.5642354488372803,0.0903010033444816,0.09333333333333334,60,27,33,1,crc_scoregate
0.15,299,91,91,54,37,0.5934065934065934,0.08624708624708624,0.1806020066889632,0.5127683877944946,0.14046822742474915,0.14333333333333334,81,42,39,1,crc_scoregate
0.2,299,101,101,61,40,0.6039603960396039,0.09324009324009325,0.2040133779264214,0.4951651692390442,0.19063545150501673,0.19333333333333333,98,57,41,1,crc_scoregate
0.05,299,36,36,10,26,0.2777777777777778,0.0718232044198895,0.033444816053511704,0.6532868146896362,0.046822742474916385,0.049999999999999996,51,14,37,2,crc_scoregate
0.1,299,52,52,20,32,0.38461538461538464,0.08839779005524862,0.06688963210702341,0.588678240776062,0.0903010033444816,0.09333333333333334,67,27,40,2,crc_scoregate
0.15,299,75,75,37,38,0.49333333333333335,0.10497237569060773,0.12374581939799331,0.5277834534645081,0.14381270903010032,0.14666666666666664,88,43,45,2,crc_scoregate
0.2,299,90,90,48,42,0.5333333333333333,0.11602209944751381,0.1605351170568562,0.5039064288139343,0.1939799331103679,0.19666666666666666,104,58,46,2,crc_scoregate
0.05,299,38,38,15,23,0.39473684210526316,0.07232704402515723,0.05016722408026756,0.658832848072052,0.043478260869565216,0.04666666666666667,39,13,26,3,crc_scoregate
0.1,299,71,71,34,37,0.4788732394366197,0.11635220125786164,0.11371237458193979,0.5485363006591797,0.0903010033444816,0.09333333333333334,62,27,35,3,crc_scoregate
0.15,299,96,96,54,42,0.5625,0.1320754716981132,0.1806020066889632,0.5082204341888428,0.14381270903010032,0.14666666666666664,81,43,38,3,crc_scoregate
0.2,299,116,116,73,43,0.6293103448275862,0.13522012578616352,0.24414715719063546,0.4833243191242218,0.1939799331103679,0.19666666666666666,100,58,42,3,crc_scoregate
0.05,299,40,40,14,26,0.35,0.06310679611650485,0.046822742474916385,0.6416074633598328,0.046822742474916385,0.049999999999999996,44,14,30,4,crc_scoregate
0.1,299,66,66,33,33,0.5,0.08009708737864078,0.11036789297658862,0.5567894577980042,0.09364548494983277,0.09666666666666665,66,28,38,4,crc_scoregate
0.15,299,78,78,42,36,0.5384615384615384,0.08737864077669903,0.14046822742474915,0.5202522873878479,0.13712374581939799,0.14,83,41,42,4,crc_scoregate
0.2,299,91,91,50,41,0.5494505494505495,0.09951456310679611,0.16722408026755853,0.4925813376903534,0.19732441471571907,0.2,105,59,46,4,crc_scoregate
0.05,299,38,38,19,19,0.5,0.050397877984084884,0.06354515050167224,0.6333353519439697,0.04013377926421405,0.043333333333333335,44,12,32,5,crc_scoregate
0.1,299,66,66,37,29,0.5606060606060606,0.07692307692307693,0.12374581939799331,0.5416735410690308,0.09364548494983277,0.09666666666666665,70,28,42,5,crc_scoregate
