dataset,detector,alpha,bin,n_candidates,n_rejections,pooled_fdp,recall,loo_mean,per_family_fdp,pass_rate
COCO val,GDino,0.2,banana,83.25,0.5,0.0,0.1418693134822167,0.6358335286216082,0.0,1.0
COCO val,GDino,0.2,baseball bat,20.2,0.05,0.0,0.05,0.4678950748003731,0.0,1.0
COCO val,GDino,0.2,baseball glove,49.25,0.4,0.0,0.11595238095238095,0.4529263018707181,0.0,1.0
COCO val,GDino,0.2,bear,27.15,1.75,0.05714285714285714,0.37319444444444444,0.7110446898983215,0.06,0.95
COCO val,GDino,0.2,bed,45.65,0.7,0.0,0.0929610177404295,0.611608299231637,0.0,1.0
COCO val,GDino,0.2,bench,176.65,1.15,0.0,0.2318800505050505,0.5894063187250236,0.0,1.0
COCO val,GDino,0.2,bicycle,53.6,0.0,0.0,0.0,0.5791225842370984,0.0,1.0
COCO val,GDino,0.2,bird,63.45,4.05,0.0,0.46337669683257915,0.4085693978839792,0.0,1.0
COCO val,GDino,0.2,boat,153.1,0.15,0.016666666666666666,0.0125,0.6129442297846742,0.016666666666666666,0.95
COCO val,GDino,0.2,book,182.9,0.15,0.0,0.006554079696394687,0.5496140990926901,0.0,1.0
COCO val,GDino,0.2,bottle,111.75,2.1,0.0,0.38761904761904764,0.5493864795377804,0.0,1.0
COCO val,GDino,0.2,bowl,46.35,1.5,0.1875,0.29075396825396826,7.86643004841666,0.19166666666666665,0.7
COCO val,GDino,0.2,broccoli,151.33333333333334,0.1111111111111111,0.0,0.020655270655270657,0.6582660943338329,0.0,1.0
COCO val,GDino,0.2,bus,47.8,1.75,0.0,0.5124523597317715,0.6665571501104809,0.0,1.0
COCO val,GDino,0.2,cake,50.31578947368421,0.8421052631578947,0.06578947368421052,0.3824561403508772,0.6341333382729628,0.061403508771929814,0.8421052631578947
COCO val,GDino,0.2,car,204.75,1.45,0.0,0.07108790560757225,0.5827665144513677,0.0,1.0
COCO val,GDino,0.2,carrot,62.75,0.0,0.0,0.0,0.6004250247392788,0.0,1.0
COCO val,GDino,0.2,cat,22.65,5.05,0.10547619047619047,0.7508838383838384,3.399719924220167,0.10976190476190477,0.85
COCO val,GDino,0.2,cell phone,45.35,1.8,0.25833333333333336,0.46749999999999997,2.9796325470841083,0.25833333333333336,0.55
COCO val,GDino,0.2,chair,372.55,1.25,0.0,0.04763228052896541,0.8278159868916015,0.0,1.0
COCO val,GDino,0.2,clock,56.6,3.0,0.07083333333333333,0.5833608058608059,2.992369346317088,0.075,0.85
COCO val,GDino,0.2,couch,30.65,2.05,0.27416666666666667,0.4772619047619047,3.08284295160791,0.2645833333333333,0.5
COCO val,GDino,0.2,cow,48.8,2.45,0.1375,0.2981044772221243,1.6265655392960248,0.16416666666666666,0.8
COCO val,GDino,0.2,cup,89.45,1.6,0.05583333333333333,0.2287029637029637,1.52419629711965,0.04722222222222222,0.85
COCO val,GDino,0.2,dining table,65.6,0.15,0.0,0.013333333333333332,0.553961563740735,0.0,1.0
COCO val,GDino,0.2,dog,30.35,2.35,0.0,0.6234848484848484,0.553650817305501,0.0,1.0
COCO val,GDino,0.2,donut,44.35,2.9,0.02419191919191919,0.42333333333333334,0.670761647410918,0.02419191919191919,1.0
COCO val,GDino,0.2,elephant,60.95,5.15,0.03214285714285714,0.34157401931121095,0.7226854783269013,0.034999999999999996,0.95
COCO val,GDino,0.2,fire hydrant,14.25,1.1,0.0,0.55,0.6377221215190583,0.0,1.0
COCO val,GDino,0.2,fork,51.3,0.35,0.0,0.22916666666666666,0.4947048832904183,0.0,1.0
COCO val,GDino,0.2,frisbee,22.05,2.1,0.0,0.85,0.46453375922081985,0.0,1.0
COCO val,GDino,0.2,giraffe,29.8,3.85,0.0,0.45607769423558897,0.49574803409298945,0.0,1.0
COCO val,GDino,0.2,hair drier,8.7,0.0,0.0,0.0,0.4508300838478886,0.0,1.0
COCO val,GDino,0.2,handbag,156.26315789473685,0.5263157894736842,0.07894736842105263,0.08646616541353383,0.6891730054445189,0.07894736842105263,0.8947368421052632
COCO val,GDino,0.2,horse,42.4,4.15,0.029567099567099565,0.48525049254151426,1.3288833492567786,0.04416666666666667,1.0
COCO val,GDino,0.2,hot dog,33.1,1.85,0.0,0.17868780406899604,0.7740064503047557,0.0,1.0
COCO val,GDino,0.2,keyboard,14.0,0.9,0.0,0.6583333333333333,0.7727966141390659,0.0,1.0
COCO val,GDino,0.2,kite,42.15,0.75,0.0,0.21857142857142858,0.6019066995733559,0.0,1.0
COCO val,GDino,0.2,knife,48.35,0.2,0.0,0.08416666666666667,0.4612376552581162,0.0,1.0
COCO val,GDino,0.2,laptop,24.75,2.0,0.08333333333333333,0.6866666666666666,0.7781967733564228,0.07916666666666666,0.75
COCO val,GDino,0.2,microwave,33.95,0.5,0.4,0.1,0.9779222815927315,0.4,0.6
COCO val,GDino,0.2,motorcycle,40.3,1.3,0.0,0.24975131078072255,0.5651948737462584,0.0,1.0
COCO val,GDino,0.2,mouse,17.6,0.5,0.0,0.4,0.701816868339592,0.0,1.0
COCO val,GDino,0.2,orange,40.85,0.85,0.13999999999999999,0.21666666666666665,1.6806973800068896,0.125,0.85
COCO val,GDino,0.2,oven,25.94736842105263,0.47368421052631576,0.42105263157894735,0.0,0.9998056081327271,0.42105263157894735,0.5789473684210527
COCO val,GDino,0.2,parking meter,29.4,0.2,0.2,0.0,2.841194529575408,0.2,0.8
COCO val,GDino,0.2,person,1227.7,57.6,0.034589792657799434,0.28572586732795224,1.5177791086790158,0.025280996718454456,1.0
COCO val,GDino,0.2,pizza,43.78947368421053,2.0526315789473686,0.0,0.3352565563091879,0.9097088197909537,0.0,1.0
COCO val,GDino,0.2,potted plant,29.6,1.6,0.135,0.3036507936507936,1.5325486644496824,0.14166666666666666,0.85
COCO val,GDino,0.2,refrigerator,27.35,0.45,0.0,0.2583333333333333,0.7249856608462684,0.0,1.0
COCO val,GDino,0.2,remote,61.35,0.25,0.0,0.09908424908424909,0.4757892797196156,0.0,1.0
COCO val,GDino,0.2,sandwich,26.45,0.6,0.0,0.30180555555555555,0.44118405312635334,0.0,1.0
COCO val,GDino,0.2,scissors,25.0,0.0,0.0,0.0,0.5176254570088958,0.0,1.0
COCO val,GDino,0.2,sheep,53.35,2.5,0.01,0.20617415865867877,1.0249884003416472,0.01,1.0
COCO val,GDino,0.2,sink,39.55,1.7,0.0,0.3255853174603175,0.5729259434230444,0.0,1.0
COCO val,GDino,0.2,skateboard,45.55,0.9,0.09166666666666666,0.27845238095238095,1.1873877500751413,0.09166666666666666,0.8
COCO val,GDino,0.2,skis,111.95,0.95,0.14166666666666666,0.09258984071484071,0.5478675005873855,0.14166666666666666,0.8
COCO val,GDino,0.2,snowboard,25.8,0.8,0.0,0.22142857142857145,0.6232314943924667,0.0,1.0
COCO val,GDino,0.2,spoon,45.2,0.2,0.0,0.12291666666666667,0.6641459585485637,0.0,1.0
COCO val,GDino,0.2,sports ball,34.35,0.0,0.0,0.0,0.41057153999237067,0.0,1.0
COCO val,GDino,0.2,stop sign,26.1,1.05,0.0,0.6,0.5417940030884004,0.0,1.0
COCO val,GDino,0.2,suitcase,135.35,0.45,0.0,0.12879407795506864,0.5953421503699348,0.0,1.0
COCO val,GDino,0.2,surfboard,37.65,2.05,0.0,0.4087301587301587,0.5127362527482459,0.0,1.0
COCO val,GDino,0.2,teddy bear,79.45,2.3,0.0625,0.3701063429324299,0.9944549699672912,0.04583333333333333,0.8
COCO val,GDino,0.2,tennis racket,31.2,0.0,0.0,0.0,0.4476805406053825,0.0,1.0
COCO val,GDino,0.2,tie,88.55,1.8,0.0,0.2985732323232323,0.5134596340937906,0.0,1.0
COCO val,GDino,0.2,toaster,11.4,0.15,0.0,0.1125,0.41093589893235116,0.0,1.0
COCO val,GDino,0.2,toilet,43.8,2.75,0.08916666666666666,0.48329365079365083,0.7629693800763114,0.08916666666666666,0.8
COCO val,GDino,0.2,toothbrush,25.05,0.35,0.35,0.0,0.9208838909186248,0.35,0.65
COCO val,GDino,0.2,traffic light,78.0,0.75,0.0,0.11117243867243867,0.6100663551683677,0.0,1.0
COCO val,GDino,0.2,train,75.9,3.7,0.0,0.6526902876535229,0.5906862896082055,0.0,1.0
COCO val,GDino,0.2,truck,207.1,0.05,0.0,0.025,0.5078461120453015,0.0,1.0
COCO val,GDino,0.2,tv,22.45,0.6,0.0,0.24083333333333332,0.5043691055396972,0.0,1.0
COCO val,GDino,0.2,umbrella,75.8,1.0,0.034999999999999996,0.25690476190476186,0.6363773198806499,0.03125,0.9
COCO val,GDino,0.2,vase,64.45,0.2,0.0,0.06488095238095239,0.7326968949622156,0.0,1.0
COCO val,GDino,0.2,wine glass,40.3,2.35,0.0,0.2784485251590515,0.7991068111184264,0.0,1.0
COCO val,GDino,0.2,zebra,64.15,8.6,0.0225,0.5016606884237796,0.7302762719528498,0.043333333333333335,1.0
VOC 2012,GDino,0.05,aeroplane,354.9,4.0,0.33458333333333334,0.2993443362193362,1.4695231121772943,0.33458333333333334,0.25
VOC 2012,GDino,0.05,bicycle,93.4,2.35,0.0375,0.23601661410484936,0.5887134992132836,0.0375,0.9
VOC 2012,GDino,0.05,bird,172.35,7.05,0.009821428571428571,0.4144473823767302,0.531041727156224,0.013333333333333332,0.9
VOC 2012,GDino,0.05,boat,285.5,1.3,0.0,0.12522907647907647,0.47117873392588094,0.0,1.0
VOC 2012,GDino,0.05,bottle,514.85,4.0,0.04583333333333333,0.23746295052329533,0.5344522538177181,0.04583333333333333,0.85
VOC 2012,GDino,0.05,bus,142.4,0.8,0.3416666666666667,0.22000000000000003,0.9737322453794534,0.3416666666666667,0.55
VOC 2012,GDino,0.05,car,364.0,2.45,0.0,0.07011960413668121,0.4418297112005723,0.0,1.0
VOC 2012,GDino,0.05,cat,76.1,11.35,0.04236492673992674,0.5211242440257867,1.9911909430339687,0.04578553391053391,0.65
VOC 2012,GDino,0.05,chair,374.85,0.15,0.0,0.011750700280112044,0.4532391026151599,0.0,1.0
VOC 2012,GDino,0.05,cow,56.35,2.95,0.08273809523809524,0.7013490675990676,1.901142065025877,0.10416666666666666,0.75
VOC 2012,GDino,0.05,diningtable,188.1,0.0,0.0,0.0,0.5825104619674824,0.0,1.0
VOC 2012,GDino,0.05,dog,127.4,10.8,0.04586871461871462,0.592243315851675,6.471487335978108,0.04586871461871462,0.5
VOC 2012,GDino,0.05,horse,126.75,4.75,0.02222222222222222,0.46040139811878944,0.6813579555043661,0.026666666666666665,0.85
VOC 2012,GDino,0.05,motorbike,143.45,3.7,0.05625,0.30322872861572553,0.9985710721429417,0.06547619047619048,0.8
VOC 2012,GDino,0.05,person,1739.1,85.45,0.0063314968430378095,0.26960522898686606,0.8870524369736816,0.003696673437651983,1.0
VOC 2012,GDino,0.05,pottedplant,304.15,0.05,0.0,0.0022727272727272726,0.7274618399281957,0.0,1.0
VOC 2012,GDino,0.05,sheep,46.15,1.0,0.005555555555555555,0.33999999999999997,0.9107161319853467,0.0027777777777777775,0.95
VOC 2012,GDino,0.05,sofa,209.35,2.7,0.10583333333333333,0.4858775946275946,0.7545662781425543,0.10833333333333332,0.75
VOC 2012,GDino,0.05,train,174.45,3.3,0.27999999999999997,0.3690674603174603,1.1387591153215002,0.27999999999999997,0.3
VOC 2012,GDino,0.05,tvmonitor,447.45,1.8,0.6375,0.05670510045510045,2.1845009683694503,0.6375,0.2
VOC 2012,GDino,0.1,aeroplane,354.9,4.65,0.41482142857142856,0.30142766955266953,1.4695231121772943,0.41482142857142856,0.15
VOC 2012,GDino,0.1,bicycle,93.4,3.3,0.11666666666666667,0.29728451287274815,0.5887134992132836,0.12083333333333332,0.75
VOC 2012,GDino,0.1,bird,172.35,9.45,0.007670454545454545,0.5279942722877505,0.531041727156224,0.010795454545454546,1.0
VOC 2012,GDino,0.1,boat,285.5,1.8,0.0,0.16264269853709507,0.47117873392588094,0.0,1.0
VOC 2012,GDino,0.1,bottle,514.85,7.5,0.05077639751552795,0.44567302748337234,0.5344522538177181,0.05833333333333333,0.85
VOC 2012,GDino,0.1,bus,142.4,0.8,0.3416666666666667,0.22000000000000003,0.9737322453794534,0.3416666666666667,0.55
VOC 2012,GDino,0.1,car,364.0,3.85,0.0,0.10779558202512989,0.4418297112005723,0.0,1.0
VOC 2012,GDino,0.1,cat,76.1,11.9,0.047988469863469864,0.5397440705594063,1.9911909430339687,0.05401785714285714,0.85
VOC 2012,GDino,0.1,chair,374.85,0.45,0.05,0.023138126063822657,0.4532391026151599,0.05,0.95
VOC 2012,GDino,0.1,cow,56.35,3.45,0.14107142857142857,0.7331256243756243,1.901142065025877,0.17166666666666666,0.6
VOC 2012,GDino,0.1,diningtable,188.1,0.0,0.0,0.0,0.5825104619674824,0.0,1.0
VOC 2012,GDino,0.1,dog,127.4,11.55,0.06257076257076258,0.6207806015793632,6.471487335978108,0.06316600066600067,0.75
VOC 2012,GDino,0.1,horse,126.75,5.65,0.0479978354978355,0.5172686974860887,0.6813579555043661,0.05630952380952381,0.75
VOC 2012,GDino,0.1,motorbike,143.45,4.1,0.07875,0.3201611017980987,0.9985710721429417,0.08630952380952381,0.7
VOC 2012,GDino,0.1,person,1739.1,117.55,0.018341982477636885,0.36536291954445843,0.8870524369736816,0.010199417779220009,1.0
VOC 2012,GDino,0.1,pottedplant,304.15,0.7,0.0,0.040978654839816366,0.7274618399281957,0.0,1.0
VOC 2012,GDino,0.1,sheep,46.15,1.15,0.03888888888888889,0.35,0.9107161319853467,0.03611111111111111,0.85
VOC 2012,GDino,0.1,sofa,209.35,2.95,0.12916666666666668,0.5421275946275946,0.7545662781425543,0.13916666666666666,0.6
VOC 2012,GDino,0.1,train,174.45,3.3,0.27999999999999997,0.3690674603174603,1.1387591153215002,0.27999999999999997,0.3
VOC 2012,GDino,0.1,tvmonitor,447.45,2.3,0.6925,0.05670510045510045,2.1845009683694503,0.6925,0.15
VOC 2012,GDino,0.15,aeroplane,354.9,4.95,0.44708333333333333,0.30142766955266953,1.4695231121772943,0.44708333333333333,0.1
VOC 2012,GDino,0.15,bicycle,93.4,3.5,0.125,0.3110345128727482,0.5887134992132836,0.13083333333333333,0.7
VOC 2012,GDino,0.15,bird,172.35,10.3,0.007670454545454545,0.5703296036230819,0.531041727156224,0.010795454545454546,1.0
VOC 2012,GDino,0.15,boat,285.5,2.1,0.0,0.18370014803204457,0.47117873392588094,0.0,1.0
VOC 2012,GDino,0.15,bottle,514.85,8.45,0.16300264550264548,0.4760046690219104,0.5344522538177181,0.15472222222222223,0.65
VOC 2012,GDino,0.15,bus,142.4,0.9,0.39166666666666666,0.2325,0.9737322453794534,0.39166666666666666,0.5
VOC 2012,GDino,0.15,car,364.0,4.65,0.0,0.13261688857805407,0.4418297112005723,0.0,1.0
VOC 2012,GDino,0.15,cat,76.1,12.45,0.0643888954183072,0.5522824094135347,1.9911909430339687,0.07193088773971126,0.9
VOC 2012,GDino,0.15,chair,374.85,1.4,0.05,0.0624883444871835,0.4532391026151599,0.05,0.9
VOC 2012,GDino,0.15,cow,56.35,3.75,0.15224358974358973,0.7369717782217782,1.901142065025877,0.17760416666666665,0.6
VOC 2012,GDino,0.15,diningtable,188.1,0.0,0.0,0.0,0.5825104619674824,0.0,1.0
VOC 2012,GDino,0.15,dog,127.4,12.3,0.06603418640183346,0.6519430889028413,6.471487335978108,0.06799658674658673,0.95
VOC 2012,GDino,0.15,horse,126.75,6.0,0.08316849816849817,0.5275067927241841,0.6813579555043661,0.09678571428571428,0.65
VOC 2012,GDino,0.15,motorbike,143.45,4.6,0.07625,0.34699336675536363,0.9985710721429417,0.09464285714285714,0.7
VOC 2012,GDino,0.15,person,1739.1,134.85,0.03328464176293569,0.41270128050290333,0.8870524369736816,0.0159583257317742,1.0
VOC 2012,GDino,0.15,pottedplant,304.15,1.25,0.0,0.09537791055486154,0.7274618399281957,0.0,1.0
VOC 2012,GDino,0.15,sheep,46.15,1.35,0.19333333333333333,0.35,0.9107161319853467,0.19166666666666668,0.7
VOC 2012,GDino,0.15,sofa,209.35,3.25,0.195,0.5421275946275946,0.7545662781425543,0.20666666666666664,0.5
VOC 2012,GDino,0.15,train,174.45,3.45,0.27749999999999997,0.38291361416361414,1.1387591153215002,0.27749999999999997,0.3
VOC 2012,GDino,0.15,tvmonitor,447.45,2.6,0.6591666666666667,0.08388458763458764,2.1845009683694503,0.6591666666666667,0.15
VOC 2012,GDino,0.2,aeroplane,354.9,5.5,0.4893650793650794,0.30698322510822507,1.4695231121772943,0.4893650793650794,0.1
VOC 2012,GDino,0.2,bicycle,93.4,3.8,0.12166666666666667,0.35014507551272256,0.5887134992132836,0.13416666666666666,0.8
VOC 2012,GDino,0.2,bird,172.35,10.55,0.007670454545454545,0.5786989729924512,0.531041727156224,0.010795454545454546,1.0
VOC 2012,GDino,0.2,boat,285.5,2.55,0.0125,0.21888543688112652,0.47117873392588094,0.0125,0.95
VOC 2012,GDino,0.2,bottle,514.85,8.8,0.17383597883597884,0.49458692010416144,0.5344522538177181,0.16472222222222221,0.7
VOC 2012,GDino,0.2,bus,142.4,1.0,0.4,0.24500000000000002,0.9737322453794534,0.4,0.5
VOC 2012,GDino,0.2,car,364.0,5.4,0.01,0.1530309335096209,0.4418297112005723,0.0125,1.0
VOC 2012,GDino,0.2,cat,76.1,13.15,0.08447306047925243,0.5733507854819108,1.9911909430339687,0.09278021900699919,1.0
VOC 2012,GDino,0.2,chair,374.85,2.25,0.1,0.09237408374792275,0.4532391026151599,0.1,0.85
VOC 2012,GDino,0.2,cow,56.35,3.85,0.1814102564102564,0.7369717782217782,1.901142065025877,0.2192708333333333,0.5
VOC 2012,GDino,0.2,diningtable,188.1,0.0,0.0,0.0,0.5825104619674824,0.0,1.0
VOC 2012,GDino,0.2,dog,127.4,13.0,0.0895931968358439,0.6703406496754021,6.471487335978108,0.09379100066600067,1.0
VOC 2012,GDino,0.2,horse,126.75,6.4,0.1058470695970696,0.5453350755524669,0.6813579555043661,0.1180952380952381,0.8
VOC 2012,GDino,0.2,motorbike,143.45,5.15,0.13374999999999998,0.36348178030260075,0.9985710721429417,0.1530952380952381,0.7
VOC 2012,GDino,0.2,person,1739.1,147.3,0.0463200763540063,0.4438616911479281,0.8870524369736816,0.022736372610271872,1.0
VOC 2012,GDino,0.2,pottedplant,304.15,1.7,0.06666666666666667,0.11944022150464981,0.7274618399281957,0.06666666666666667,0.9
VOC 2012,GDino,0.2,sheep,46.15,1.55,0.27666666666666667,0.35,0.9107161319853467,0.2833333333333333,0.65
VOC 2012,GDino,0.2,sofa,209.35,3.6,0.2458333333333333,0.5546275946275946,0.7545662781425543,0.26166666666666666,0.5
VOC 2012,GDino,0.2,train,174.45,3.7,0.2938095238095238,0.3944520757020757,1.1387591153215002,0.2938095238095238,0.5
VOC 2012,GDino,0.2,tvmonitor,447.45,2.7,0.6675,0.08388458763458764,2.1845009683694503,0.6675,0.15
