seed,n_tp,n_tp_reachable_T1,n_tp_reachable_tight,n_tp_rejected,n_rejected_total,ceiling_T1,ceiling_tight,actual_recall,efficiency_T1,efficiency_tight,C_m,m,phi_max,n_tp_score>=0.0,ceiling_score>=0.0,n_tp_score>=0.1,ceiling_score>=0.1,n_tp_score>=0.2,ceiling_score>=0.2,n_tp_score>=0.3,ceiling_score>=0.3,n_tp_score>=0.4,ceiling_score>=0.4,n_tp_score>=0.5,ceiling_score>=0.5,config
8,439,36,36,36,38,0.08200455580865604,0.08200455580865604,0.08200455580865604,1.0,1.0,1182.7491701731776,997,1000000.0,439,0.08200455580865604,387,0.09302325581395349,296,0.12162162162162163,140,0.2571428571428571,93,0.3870967741935484,63,0.5714285714285714,VOC-1k/OWL
9,439,41,43,43,44,0.09339407744874716,0.0979498861047836,0.0979498861047836,1.048780487804878,1.0,848.1040694860144,1024,135.89728096676737,439,0.09339407744874716,391,0.10485933503836317,309,0.13268608414239483,169,0.24260355029585798,99,0.41414141414141414,72,0.5555555555555556,VOC-1k/OWL
10,451,50,50,50,50,0.11086474501108648,0.11086474501108648,0.11086474501108648,1.0,1.0,947.0184439612319,1103,132.47494217424827,451,0.11086474501108648,409,0.12224938875305623,299,0.16722408026755853,173,0.28901734104046245,101,0.49504950495049505,70,0.6857142857142857,VOC-1k/OWL
11,449,18,18,18,18,0.0400890868596882,0.0400890868596882,0.0400890868596882,1.0,1.0,1001000.7635260883,1218,1000000.0,449,0.0400890868596882,391,0.04603580562659847,266,0.06766917293233082,135,0.13333333333333333,96,0.1875,67,0.26865671641791045,VOC-1k/OWL
12,431,53,54,54,56,0.12296983758700696,0.12529002320185614,0.12529002320185614,1.0188679245283019,1.0,951.5932928497475,931,1000000.0,431,0.12296983758700696,380,0.1394736842105263,280,0.18928571428571428,146,0.363013698630137,106,0.5,86,0.6162790697674418,VOC-1k/OWL
13,417,19,19,19,19,0.045563549160671464,0.045563549160671464,0.045563549160671464,1.0,1.0,1000809.684394926,1011,1000000.0,417,0.045563549160671464,374,0.05080213903743316,270,0.07037037037037037,143,0.13286713286713286,104,0.18269230769230768,75,0.25333333333333335,VOC-1k/OWL
14,441,41,41,41,41,0.09297052154195011,0.09297052154195011,0.09297052154195011,1.0,1.0,848.6697533703684,1014,120.85637065637064,441,0.09297052154195011,387,0.10594315245478036,283,0.14487632508833923,145,0.2827586206896552,102,0.4019607843137255,80,0.5125,VOC-1k/OWL
15,410,39,39,39,39,0.0951219512195122,0.0951219512195122,0.0951219512195122,1.0,1.0,1233.7753608821004,1102,146.3934426229508,410,0.0951219512195122,363,0.10743801652892562,262,0.14885496183206107,149,0.26174496644295303,96,0.40625,79,0.4936708860759494,VOC-1k/OWL
16,437,42,42,42,44,0.09610983981693363,0.09610983981693363,0.09610983981693363,1.0,1.0,705.9983946530193,814,154.84142640364186,437,0.09610983981693363,398,0.10552763819095477,300,0.14,163,0.25766871165644173,90,0.4666666666666667,71,0.5915492957746479,VOC-1k/OWL
17,442,48,49,49,50,0.1085972850678733,0.11085972850678733,0.11085972850678733,1.0208333333333333,1.0,1658.5868837383528,1119,1000000.0,442,0.1085972850678733,386,0.12435233160621761,282,0.1702127659574468,160,0.3,114,0.42105263157894735,77,0.6233766233766234,VOC-1k/OWL
18,420,41,42,42,42,0.09761904761904762,0.1,0.1,1.024390243902439,1.0,938.0842554645571,965,139.7641723356009,420,0.09761904761904762,375,0.10933333333333334,274,0.14963503649635038,149,0.2751677852348993,94,0.43617021276595747,77,0.5324675324675324,VOC-1k/OWL
19,417,45,46,46,49,0.1079136690647482,0.11031175059952038,0.11031175059952038,1.0222222222222221,1.0,551.9146666022348,701,153.45054945054946,417,0.1079136690647482,377,0.11936339522546419,279,0.16129032258064516,164,0.27439024390243905,100,0.45,76,0.5921052631578947,VOC-1k/OWL
0,439,60,60,60,61,0.1366742596810934,0.1366742596810934,0.1366742596810934,1.0,1.0,1000302.3151277697,389,1000000.0,439,0.1366742596810934,403,0.1488833746898263,358,0.16759776536312848,330,0.18181818181818182,302,0.1986754966887417,280,0.21428571428571427,COCO-1k/YOLO
1,374,46,46,46,46,0.12299465240641712,0.12299465240641712,0.12299465240641712,1.0,1.0,3000325.3518536175,473,1000000.0,374,0.12299465240641712,343,0.13411078717201166,306,0.1503267973856209,277,0.16606498194945848,249,0.18473895582329317,236,0.19491525423728814,COCO-1k/YOLO
2,414,55,55,55,57,0.13285024154589373,0.13285024154589373,0.13285024154589373,1.0,1.0,4000361.744758062,519,1000000.0,414,0.13285024154589373,377,0.14588859416445624,336,0.1636904761904762,312,0.1762820512820513,290,0.1896551724137931,263,0.20912547528517111,COCO-1k/YOLO
3,463,54,54,54,54,0.11663066954643629,0.11663066954643629,0.11663066954643629,1.0,1.0,2000372.2288333941,440,1000000.0,463,0.11663066954643629,410,0.13170731707317074,371,0.14555256064690028,329,0.1641337386018237,305,0.17704918032786884,286,0.1888111888111888,COCO-1k/YOLO
4,459,96,107,107,112,0.20915032679738563,0.23311546840958605,0.23311546840958605,1.1145833333333333,1.0,280.1360282046606,378,1000000.0,459,0.20915032679738563,406,0.23645320197044334,363,0.2644628099173554,326,0.294478527607362,297,0.32323232323232326,268,0.3582089552238806,COCO-1k/YOLO
5,359,57,57,57,58,0.15877437325905291,0.15877437325905291,0.15877437325905291,1.0,1.0,2000474.1801787456,451,1000000.0,359,0.15877437325905291,332,0.1716867469879518,305,0.18688524590163935,280,0.20357142857142857,253,0.22529644268774704,234,0.24358974358974358,COCO-1k/YOLO
6,376,81,88,88,93,0.2154255319148936,0.23404255319148937,0.23404255319148937,1.08641975308642,1.0,531.3364302364137,686,1000000.0,376,0.2154255319148936,342,0.23684210526315788,306,0.2647058823529412,285,0.28421052631578947,264,0.3068181818181818,245,0.3306122448979592,COCO-1k/YOLO
7,409,40,40,40,42,0.097799511002445,0.097799511002445,0.097799511002445,1.0,1.0,3000332.417328891,297,1000000.0,409,0.097799511002445,367,0.10899182561307902,337,0.11869436201780416,304,0.13157894736842105,278,0.14388489208633093,258,0.15503875968992248,COCO-1k/YOLO
8,418,49,49,49,50,0.11722488038277512,0.11722488038277512,0.11722488038277512,1.0,1.0,2000525.83416308,282,1000000.0,418,0.11722488038277512,377,0.129973474801061,334,0.1467065868263473,302,0.16225165562913907,286,0.17132867132867133,265,0.18490566037735848,COCO-1k/YOLO
9,415,66,66,66,69,0.15903614457831325,0.15903614457831325,0.15903614457831325,1.0,1.0,3000286.765228249,277,1000000.0,415,0.15903614457831325,373,0.1769436997319035,340,0.19411764705882353,301,0.21926910299003322,274,0.24087591240875914,248,0.2661290322580645,COCO-1k/YOLO
10,456,37,37,37,37,0.08114035087719298,0.08114035087719298,0.08114035087719298,1.0,1.0,2000490.1323397243,327,1000000.0,456,0.08114035087719298,415,0.0891566265060241,369,0.1002710027100271,340,0.10882352941176471,314,0.1178343949044586,287,0.1289198606271777,COCO-1k/YOLO
11,422,93,110,110,116,0.22037914691943128,0.26066350710900477,0.26066350710900477,1.1827956989247312,1.0,384.521859983156,499,1000000.0,422,0.22037914691943128,383,0.24281984334203655,343,0.27113702623906705,306,0.30392156862745096,283,0.3286219081272085,261,0.3563218390804598,COCO-1k/YOLO
12,379,44,44,44,44,0.11609498680738786,0.11609498680738786,0.11609498680738786,1.0,1.0,3000646.4794550147,688,1000000.0,379,0.11609498680738786,335,0.13134328358208955,302,0.1456953642384106,271,0.16236162361623616,254,0.1732283464566929,237,0.18565400843881857,COCO-1k/YOLO
13,339,39,39,39,41,0.11504424778761062,0.11504424778761062,0.11504424778761062,1.0,1.0,1000424.6372876999,491,1000000.0,339,0.11504424778761062,300,0.13,264,0.14772727272727273,243,0.16049382716049382,229,0.1703056768558952,218,0.17889908256880735,COCO-1k/YOLO
14,349,50,50,50,51,0.14326647564469913,0.14326647564469913,0.14326647564469913,1.0,1.0,1000304.5494935452,457,1000000.0,349,0.14326647564469913,315,0.15873015873015872,284,0.176056338028169,261,0.19157088122605365,236,0.211864406779661,202,0.24752475247524752,COCO-1k/YOLO
15,310,42,42,42,43,0.13548387096774195,0.13548387096774195,0.13548387096774195,1.0,1.0,3000299.7582141715,461,1000000.0,310,0.13548387096774195,283,0.14840989399293286,254,0.16535433070866143,235,0.17872340425531916,213,0.19718309859154928,192,0.21875,COCO-1k/YOLO
16,397,46,46,46,48,0.11586901763224182,0.11586901763224182,0.11586901763224182,1.0,1.0,1000410.8472641393,503,1000000.0,397,0.11586901763224182,360,0.12777777777777777,323,0.14241486068111456,292,0.15753424657534246,267,0.17228464419475656,246,0.18699186991869918,COCO-1k/YOLO
17,390,73,80,80,82,0.18717948717948718,0.20512820512820512,0.20512820512820512,1.095890410958904,1.0,481.74557532673896,419,1000000.0,390,0.18717948717948718,346,0.21098265895953758,303,0.24092409240924093,277,0.26353790613718414,260,0.28076923076923077,229,0.31877729257641924,COCO-1k/YOLO
18,363,40,40,40,43,0.11019283746556474,0.11019283746556474,0.11019283746556474,1.0,1.0,1000276.2687682528,469,1000000.0,363,0.11019283746556474,331,0.12084592145015106,301,0.132890365448505,278,0.14388489208633093,252,0.15873015873015872,225,0.17777777777777778,COCO-1k/YOLO
19,348,46,46,46,50,0.13218390804597702,0.13218390804597702,0.13218390804597702,1.0,1.0,1000198.2652536144,288,1000000.0,348,0.13218390804597702,309,0.1488673139158576,275,0.16727272727272727,251,0.18326693227091634,234,0.19658119658119658,217,0.2119815668202765,COCO-1k/YOLO
0,391,133,133,133,134,0.340153452685422,0.340153452685422,0.340153452685422,1.0,1.0,3000199.728939103,279,1000000.0,391,0.340153452685422,370,0.35945945945945945,353,0.37677053824362605,342,0.3888888888888889,335,0.3970149253731343,322,0.41304347826086957,VOC-1k/YOLO
1,404,153,153,153,155,0.3787128712871287,0.3787128712871287,0.3787128712871287,1.0,1.0,2000186.938078185,321,1000000.0,404,0.3787128712871287,381,0.4015748031496063,364,0.42032967032967034,351,0.4358974358974359,343,0.446064139941691,332,0.4608433734939759,VOC-1k/YOLO
2,384,131,131,131,132,0.3411458333333333,0.3411458333333333,0.3411458333333333,1.0,1.0,4000163.0406060866,227,1000000.0,384,0.3411458333333333,366,0.35792349726775957,355,0.36901408450704226,338,0.3875739644970414,324,0.404320987654321,315,0.4158730158730159,VOC-1k/YOLO
3,376,159,159,159,162,0.4228723404255319,0.4228723404255319,0.4228723404255319,1.0,1.0,1000133.606124187,253,1000000.0,376,0.4228723404255319,357,0.44537815126050423,344,0.4622093023255814,336,0.4732142857142857,331,0.48036253776435045,317,0.501577287066246,VOC-1k/YOLO
4,350,140,140,140,141,0.4,0.4,0.4,1.0,1.0,2000174.5106066875,255,1000000.0,350,0.4,334,0.41916167664670656,320,0.4375,307,0.4560260586319218,296,0.47297297297297297,283,0.49469964664310956,VOC-1k/YOLO
5,422,172,172,172,175,0.4075829383886256,0.4075829383886256,0.4075829383886256,1.0,1.0,1000132.7467768588,249,1000000.0,422,0.4075829383886256,396,0.43434343434343436,371,0.4636118598382749,358,0.48044692737430167,347,0.4956772334293948,330,0.5212121212121212,VOC-1k/YOLO
6,374,185,194,194,199,0.4946524064171123,0.5187165775401069,0.5187165775401069,1.0486486486486486,1.0,170.32360659387223,245,1000000.0,374,0.4946524064171123,362,0.511049723756906,345,0.5362318840579711,337,0.5489614243323442,323,0.5727554179566563,313,0.5910543130990416,VOC-1k/YOLO
7,364,158,172,172,180,0.4340659340659341,0.4725274725274725,0.4725274725274725,1.0886075949367089,1.0,151.1118903827061,228,1000000.0,364,0.4340659340659341,340,0.4647058823529412,330,0.47878787878787876,317,0.49842271293375395,304,0.5197368421052632,290,0.5448275862068965,VOC-1k/YOLO
8,399,142,142,142,145,0.3558897243107769,0.3558897243107769,0.3558897243107769,1.0,1.0,3000175.3535127603,241,1000000.0,399,0.3558897243107769,370,0.3837837837837838,350,0.4057142857142857,336,0.4226190476190476,327,0.43425076452599387,313,0.4536741214057508,VOC-1k/YOLO
9,405,150,150,150,151,0.37037037037037035,0.37037037037037035,0.37037037037037035,1.0,1.0,1000170.9564820412,297,1000000.0,405,0.37037037037037035,378,0.3968253968253968,360,0.4166666666666667,346,0.43352601156069365,331,0.45317220543806647,309,0.4854368932038835,VOC-1k/YOLO
10,400,156,156,156,162,0.39,0.39,0.39,1.0,1.0,2000141.5735073057,234,1000000.0,400,0.39,373,0.41823056300268097,354,0.4406779661016949,345,0.45217391304347826,336,0.4642857142857143,317,0.4921135646687697,VOC-1k/YOLO
11,417,150,150,150,151,0.3597122302158273,0.3597122302158273,0.3597122302158273,1.0,1.0,1000177.2398846613,245,1000000.0,417,0.3597122302158273,398,0.3768844221105528,374,0.40106951871657753,355,0.4225352112676056,339,0.4424778761061947,327,0.45871559633027525,VOC-1k/YOLO
12,383,122,122,122,123,0.3185378590078329,0.3185378590078329,0.3185378590078329,1.0,1.0,6000109.184823069,255,1000000.0,383,0.3185378590078329,361,0.3379501385041551,347,0.3515850144092219,331,0.3685800604229607,319,0.3824451410658307,305,0.4,VOC-1k/YOLO
13,422,174,174,174,178,0.41232227488151657,0.41232227488151657,0.41232227488151657,1.0,1.0,1000165.2265430214,213,1000000.0,422,0.41232227488151657,397,0.43828715365239296,376,0.4627659574468085,366,0.47540983606557374,351,0.49572649572649574,343,0.5072886297376094,VOC-1k/YOLO
14,424,137,137,137,139,0.3231132075471698,0.3231132075471698,0.3231132075471698,1.0,1.0,1000140.3316521401,229,1000000.0,424,0.3231132075471698,400,0.3425,380,0.3605263157894737,366,0.3743169398907104,350,0.3914285714285714,336,0.40773809523809523,VOC-1k/YOLO
15,368,143,143,143,144,0.38858695652173914,0.38858695652173914,0.38858695652173914,1.0,1.0,2000183.5478910569,256,1000000.0,368,0.38858695652173914,347,0.41210374639769454,330,0.43333333333333335,322,0.4440993788819876,310,0.4612903225806452,303,0.47194719471947194,VOC-1k/YOLO
16,370,122,122,122,122,0.32972972972972975,0.32972972972972975,0.32972972972972975,1.0,1.0,2000107.6374870436,241,1000000.0,370,0.32972972972972975,346,0.35260115606936415,326,0.37423312883435583,315,0.3873015873015873,299,0.4080267558528428,287,0.4250871080139373,VOC-1k/YOLO
17,380,139,139,139,141,0.36578947368421055,0.36578947368421055,0.36578947368421055,1.0,1.0,2000203.2695510061,231,1000000.0,380,0.36578947368421055,363,0.38292011019283745,349,0.3982808022922636,334,0.4161676646706587,322,0.43167701863354035,311,0.44694533762057875,VOC-1k/YOLO
18,340,116,116,116,116,0.3411764705882353,0.3411764705882353,0.3411764705882353,1.0,1.0,2000157.0223237076,258,1000000.0,340,0.3411764705882353,320,0.3625,303,0.38283828382838286,293,0.39590443686006827,281,0.4128113879003559,273,0.4249084249084249,VOC-1k/YOLO
19,414,163,167,167,168,0.39371980676328505,0.4033816425120773,0.4033816425120773,1.0245398773006134,1.0,130.22506259546594,238,1000000.0,414,0.39371980676328505,393,0.41475826972010177,378,0.4312169312169312,361,0.4515235457063712,350,0.4657142857142857,339,0.4808259587020649,VOC-1k/YOLO
