dataset,detector,mode,rho,alpha,floor_mean,rejections_mean,pooled_fdp_mean,pooled_fdp_std,per_family_fdp_mean,recall_mean,tp_retention_mean,pass_rate
VOC 2012,OWL-ViT,no_floor,0.8,0.05,0.0,34.7,0.018076108033004586,0.02540296558807786,0.02008201931160189,0.07830762935786079,1.0,0.9
VOC 2012,OWL-ViT,no_floor,0.8,0.1,0.0,43.45,0.025365167004640882,0.027594354932745837,0.025023904335462022,0.09723534819774918,1.0,1.0
VOC 2012,OWL-ViT,no_floor,0.8,0.15,0.0,49.65,0.02389112795995723,0.02649522950576396,0.023206484186071043,0.11136169584922906,1.0,1.0
VOC 2012,OWL-ViT,no_floor,0.8,0.2,0.0,57.0,0.026620590905850387,0.027412033744974033,0.02325695484354779,0.12737286072509796,1.0,1.0
VOC 2012,OWL-ViT,no_floor,0.85,0.05,0.0,34.7,0.018076108033004586,0.02540296558807786,0.02008201931160189,0.07830762935786079,1.0,0.9
VOC 2012,OWL-ViT,no_floor,0.85,0.1,0.0,43.45,0.025365167004640882,0.027594354932745837,0.025023904335462022,0.09723534819774918,1.0,1.0
VOC 2012,OWL-ViT,no_floor,0.85,0.15,0.0,49.65,0.02389112795995723,0.02649522950576396,0.023206484186071043,0.11136169584922906,1.0,1.0
VOC 2012,OWL-ViT,no_floor,0.85,0.2,0.0,57.0,0.026620590905850387,0.027412033744974033,0.02325695484354779,0.12737286072509796,1.0,1.0
VOC 2012,OWL-ViT,no_floor,0.9,0.05,0.0,34.7,0.018076108033004586,0.02540296558807786,0.02008201931160189,0.07830762935786079,1.0,0.9
VOC 2012,OWL-ViT,no_floor,0.9,0.1,0.0,43.45,0.025365167004640882,0.027594354932745837,0.025023904335462022,0.09723534819774918,1.0,1.0
VOC 2012,OWL-ViT,no_floor,0.9,0.15,0.0,49.65,0.02389112795995723,0.02649522950576396,0.023206484186071043,0.11136169584922906,1.0,1.0
VOC 2012,OWL-ViT,no_floor,0.9,0.2,0.0,57.0,0.026620590905850387,0.027412033744974033,0.02325695484354779,0.12737286072509796,1.0,1.0
VOC 2012,YOLO-World,adaptive_fit,0.8,0.05,0.085,149.1,0.01173227106058412,0.008263927613194418,0.014309370357889453,0.3781959644732692,0.9627677996622198,1.0
VOC 2012,YOLO-World,adaptive_fit,0.8,0.1,0.085,163.0,0.013507971878277037,0.010961985064911535,0.016407369345532188,0.413030756107558,0.9627677996622198,1.0
VOC 2012,YOLO-World,adaptive_fit,0.8,0.15,0.085,168.1,0.01353893764964367,0.011047230267432618,0.016203296008515375,0.4259378651798622,0.9627677996622198,1.0
VOC 2012,YOLO-World,adaptive_fit,0.8,0.2,0.085,171.15,0.01458966050126043,0.014552728649163977,0.016971390071125716,0.432941097838237,0.9627677996622198,1.0
VOC 2012,YOLO-World,adaptive_fit,0.85,0.05,0.085,149.1,0.01173227106058412,0.008263927613194418,0.014309370357889453,0.3781959644732692,0.9627677996622198,1.0
VOC 2012,YOLO-World,adaptive_fit,0.85,0.1,0.085,163.0,0.013507971878277037,0.010961985064911535,0.016407369345532188,0.413030756107558,0.9627677996622198,1.0
VOC 2012,YOLO-World,adaptive_fit,0.85,0.15,0.085,168.1,0.01353893764964367,0.011047230267432618,0.016203296008515375,0.4259378651798622,0.9627677996622198,1.0
VOC 2012,YOLO-World,adaptive_fit,0.85,0.2,0.085,171.15,0.01458966050126043,0.014552728649163977,0.016971390071125716,0.432941097838237,0.9627677996622198,1.0
VOC 2012,YOLO-World,adaptive_fit,0.9,0.05,0.085,149.1,0.01173227106058412,0.008263927613194418,0.014309370357889453,0.3781959644732692,0.9627677996622198,1.0
VOC 2012,YOLO-World,adaptive_fit,0.9,0.1,0.085,163.0,0.013507971878277037,0.010961985064911535,0.016407369345532188,0.413030756107558,0.9627677996622198,1.0
VOC 2012,YOLO-World,adaptive_fit,0.9,0.15,0.085,168.1,0.01353893764964367,0.011047230267432618,0.016203296008515375,0.4259378651798622,0.9627677996622198,1.0
VOC 2012,YOLO-World,adaptive_fit,0.9,0.2,0.085,171.15,0.01458966050126043,0.014552728649163977,0.016971390071125716,0.432941097838237,0.9627677996622198,1.0
VOC 2012,YOLO-World,fixed_0.40,0.8,0.05,0.4,157.7,0.011741400308232439,0.008805538599917118,0.014387788689788128,0.40037112025110855,0.8373150923676252,1.0
VOC 2012,YOLO-World,fixed_0.40,0.8,0.1,0.4,167.3,0.013535466601133153,0.011607090140071847,0.016152292527315572,0.4240932005595523,0.8373150923676252,1.0
VOC 2012,YOLO-World,fixed_0.40,0.8,0.15,0.4,170.4,0.013719351616536118,0.011941905924101654,0.016243179301291162,0.43171928262119463,0.8373150923676252,1.0
VOC 2012,YOLO-World,fixed_0.40,0.8,0.2,0.4,173.95,0.01534028057116447,0.016277916925396943,0.01748660744382512,0.43953271995066673,0.8373150923676252,1.0
VOC 2012,YOLO-World,fixed_0.40,0.85,0.05,0.4,157.7,0.011741400308232439,0.008805538599917118,0.014387788689788128,0.40037112025110855,0.8373150923676252,1.0
VOC 2012,YOLO-World,fixed_0.40,0.85,0.1,0.4,167.3,0.013535466601133153,0.011607090140071847,0.016152292527315572,0.4240932005595523,0.8373150923676252,1.0
VOC 2012,YOLO-World,fixed_0.40,0.85,0.15,0.4,170.4,0.013719351616536118,0.011941905924101654,0.016243179301291162,0.43171928262119463,0.8373150923676252,1.0
VOC 2012,YOLO-World,fixed_0.40,0.85,0.2,0.4,173.95,0.01534028057116447,0.016277916925396943,0.01748660744382512,0.43953271995066673,0.8373150923676252,1.0
VOC 2012,YOLO-World,fixed_0.40,0.9,0.05,0.4,157.7,0.011741400308232439,0.008805538599917118,0.014387788689788128,0.40037112025110855,0.8373150923676252,1.0
VOC 2012,YOLO-World,fixed_0.40,0.9,0.1,0.4,167.3,0.013535466601133153,0.011607090140071847,0.016152292527315572,0.4240932005595523,0.8373150923676252,1.0
VOC 2012,YOLO-World,fixed_0.40,0.9,0.15,0.4,170.4,0.013719351616536118,0.011941905924101654,0.016243179301291162,0.43171928262119463,0.8373150923676252,1.0
VOC 2012,YOLO-World,fixed_0.40,0.9,0.2,0.4,173.95,0.01534028057116447,0.016277916925396943,0.01748660744382512,0.43953271995066673,0.8373150923676252,1.0
VOC 2012,YOLO-World,no_floor,0.8,0.05,0.0,145.1,0.010693168279151297,0.008635646852627469,0.012980204308875188,0.36848288261776013,1.0,1.0
VOC 2012,YOLO-World,no_floor,0.8,0.1,0.0,161.35,0.013372580579066262,0.011186897671249836,0.016257610430033088,0.40892590229367604,1.0,1.0
VOC 2012,YOLO-World,no_floor,0.8,0.15,0.0,167.1,0.013618606408196182,0.011086261945178867,0.016296323881549675,0.4234051690341755,1.0,1.0
VOC 2012,YOLO-World,no_floor,0.8,0.2,0.0,170.25,0.014658550631138417,0.01457741674009491,0.01704402997371402,0.43069091414291333,1.0,1.0
VOC 2012,YOLO-World,no_floor,0.85,0.05,0.0,145.1,0.010693168279151297,0.008635646852627469,0.012980204308875188,0.36848288261776013,1.0,1.0
VOC 2012,YOLO-World,no_floor,0.85,0.1,0.0,161.35,0.013372580579066262,0.011186897671249836,0.016257610430033088,0.40892590229367604,1.0,1.0
VOC 2012,YOLO-World,no_floor,0.85,0.15,0.0,167.1,0.013618606408196182,0.011086261945178867,0.016296323881549675,0.4234051690341755,1.0,1.0
VOC 2012,YOLO-World,no_floor,0.85,0.2,0.0,170.25,0.014658550631138417,0.01457741674009491,0.01704402997371402,0.43069091414291333,1.0,1.0
VOC 2012,YOLO-World,no_floor,0.9,0.05,0.0,145.1,0.010693168279151297,0.008635646852627469,0.012980204308875188,0.36848288261776013,1.0,1.0
VOC 2012,YOLO-World,no_floor,0.9,0.1,0.0,161.35,0.013372580579066262,0.011186897671249836,0.016257610430033088,0.40892590229367604,1.0,1.0
VOC 2012,YOLO-World,no_floor,0.9,0.15,0.0,167.1,0.013618606408196182,0.011086261945178867,0.016296323881549675,0.4234051690341755,1.0,1.0
VOC 2012,YOLO-World,no_floor,0.9,0.2,0.0,170.25,0.014658550631138417,0.01457741674009491,0.01704402997371402,0.43069091414291333,1.0,1.0
