table,dataset,detector,alpha,method,fdp_pooled_mean,fdp_pooled_std,fdp_family_mean,recall_mean,rejections_mean,phi_max_median,loo_mean,n_seeds,source,pooled_bound_eps,pooled_bound_delta,pooled_bound_covered,pooled_bound_eps_stratified
table2_baselines,COCO val,OWL-ViT,0.2,bky_2stage,0.31556265656754423,0.07489644929771379,0.17765027008682868,0.5138195466393263,408.6,,,20,outputs/coco_owlvit_1000_20seed_formal_hist,,,,
table2_baselines,COCO val,YOLO-World,0.05,storey_bh,0.06874441185392069,0.03800968073984085,0.04577949602552571,0.4329952316942675,183.35,,,20,outputs/coco_yoloworld_val_1000_20seed_formal_hist,,,,
table2_baselines,COCO val,YOLO-World,0.1,storey_bh,0.15115833021952965,0.10590749540425816,0.07268373413271312,0.5321194378329157,252.05,,,20,outputs/coco_yoloworld_val_1000_20seed_formal_hist,,,,
table2_baselines,COCO val,YOLO-World,0.15,storey_bh,0.19039975742940352,0.11115788112619915,0.09352327319410371,0.5917572016760982,295.05,,,20,outputs/coco_yoloworld_val_1000_20seed_formal_hist,,,,
table2_baselines,COCO val,YOLO-World,0.2,storey_bh,0.21038229386872115,0.11229551331374597,0.1077841293174148,0.6307657062194486,322.6,,,20,outputs/coco_yoloworld_val_1000_20seed_formal_hist,,,,
table2_baselines,COCO val,YOLO-World,0.05,bky_2stage,0.061094975203092025,0.024575675036435256,0.0466960758122473,0.4089791334343623,170.8,,,20,outputs/coco_yoloworld_val_1000_20seed_formal_hist,,,,
table2_baselines,COCO val,YOLO-World,0.1,bky_2stage,0.10692436048139027,0.047775787668736816,0.07519953587647425,0.5017946918032885,221.55,,,20,outputs/coco_yoloworld_val_1000_20seed_formal_hist,,,,
table2_baselines,COCO val,YOLO-World,0.15,bky_2stage,0.13927548822394403,0.0444250802648469,0.09963627630973215,0.5683210553917333,261.05,,,20,outputs/coco_yoloworld_val_1000_20seed_formal_hist,,,,
table2_baselines,COCO val,YOLO-World,0.2,bky_2stage,0.17710534416672158,0.05986083473217565,0.11719220970444481,0.6184420779521733,298.7,,,20,outputs/coco_yoloworld_val_1000_20seed_formal_hist,,,,
table2_baselines,VOC 2012,GDino,0.05,storey_bh,0.1762328837145145,0.02902840649622385,0.1979678499255378,0.5025245024868396,345.9,,,20,outputs/voc_gdino_1000_20seed_formal_hist,,,,
table2_baselines,VOC 2012,GDino,0.1,storey_bh,0.2728358764433484,0.029879235948149438,0.293079772215578,0.5686902834840557,443.4,,,20,outputs/voc_gdino_1000_20seed_formal_hist,,,,
table2_baselines,VOC 2012,GDino,0.15,storey_bh,0.35167110729006107,0.030975063950667996,0.3589079994765627,0.6123932522811832,535.8,,,20,outputs/voc_gdino_1000_20seed_formal_hist,,,,
table2_baselines,VOC 2012,GDino,0.2,storey_bh,0.42772308138592036,0.03195243647567564,0.4236948217991297,0.6432900067043333,638.25,,,20,outputs/voc_gdino_1000_20seed_formal_hist,,,,
table2_baselines,VOC 2012,GDino,0.05,bky_2stage,0.17094682913211726,0.028347723260945767,0.19241596889686102,0.48894173073443925,334.3,,,20,outputs/voc_gdino_1000_20seed_formal_hist,,,,
table2_baselines,VOC 2012,GDino,0.1,bky_2stage,0.24791039280644034,0.02836434205542751,0.2804924907137208,0.5598323937901362,421.9,,,20,outputs/voc_gdino_1000_20seed_formal_hist,,,,
table2_baselines,VOC 2012,GDino,0.15,bky_2stage,0.3214081050593019,0.02832828661355744,0.349161606407969,0.6040505932960103,504.65,,,20,outputs/voc_gdino_1000_20seed_formal_hist,,,,
table2_baselines,VOC 2012,GDino,0.2,bky_2stage,0.38693378032565795,0.028665293217866726,0.40647364079934023,0.6387947100367567,590.9,,,20,outputs/voc_gdino_1000_20seed_formal_hist,,,,
table2_baselines,VOC 2012,OWL-ViT,0.05,storey_bh,0.10905315944179239,0.036095434028111564,0.07486539543495538,0.27473229404593535,134.7,,,20,outputs/voc_owlvit_1000_20seed_formal_hist,,,,
table2_baselines,VOC 2012,OWL-ViT,0.1,storey_bh,0.17327532369657195,0.03302001421959882,0.09873350763933063,0.4230330872700976,223.45,,,20,outputs/voc_owlvit_1000_20seed_formal_hist,,,,
table2_baselines,VOC 2012,OWL-ViT,0.15,storey_bh,0.23152750460253363,0.03643237182659114,0.12413938741072802,0.559386983560702,318.2,,,20,outputs/voc_owlvit_1000_20seed_formal_hist,,,,
table2_baselines,VOC 2012,OWL-ViT,0.2,storey_bh,0.2848543250050827,0.032639191279668155,0.14973687427784654,0.6451723971025853,395.05,,,20,outputs/voc_owlvit_1000_20seed_formal_hist,,,,
table2_baselines,VOC 2012,OWL-ViT,0.05,bky_2stage,0.08834574864523127,0.036490211547713654,0.06115669393628853,0.22592365798876018,108.2,,,20,outputs/voc_owlvit_1000_20seed_formal_hist,,,,
table2_baselines,VOC 2012,OWL-ViT,0.1,bky_2stage,0.13956856351971345,0.036269584459824894,0.08898762626438753,0.34764260352718346,176.65,,,20,outputs/voc_owlvit_1000_20seed_formal_hist,,,,
table2_baselines,VOC 2012,OWL-ViT,0.15,bky_2stage,0.1891531424293742,0.037789697434502875,0.11685054433485524,0.4719901704142391,254.35,,,20,outputs/voc_owlvit_1000_20seed_formal_hist,,,,
table2_baselines,VOC 2012,OWL-ViT,0.2,bky_2stage,0.23690235595527703,0.033547584777067284,0.14321783344411346,0.5630229874242477,322.45,,,20,outputs/voc_owlvit_1000_20seed_formal_hist,,,,
table2_baselines,VOC 2012,YOLO-World,0.05,storey_bh,0.0492693752332692,0.01832557816614678,0.040149559843759425,0.6286293543839421,257.35,,,20,outputs/voc_yoloworld_1000_20seed_formal_hist,,,,
table2_baselines,VOC 2012,YOLO-World,0.1,storey_bh,0.07203715358082609,0.01959099987653342,0.05321106856744452,0.7253791121800497,304.45,,,20,outputs/voc_yoloworld_1000_20seed_formal_hist,,,,
table2_baselines,VOC 2012,YOLO-World,0.15,storey_bh,0.10650461605442858,0.023347766456173688,0.0747843756599539,0.775205669684215,337.85,,,20,outputs/voc_yoloworld_1000_20seed_formal_hist,,,,
table2_baselines,VOC 2012,YOLO-World,0.2,storey_bh,0.12766635784048236,0.02291409239950403,0.08958134515024532,0.8141985301423,363.5,,,20,outputs/voc_yoloworld_1000_20seed_formal_hist,,,,
table2_baselines,VOC 2012,YOLO-World,0.05,bky_2stage,0.04523477475845088,0.020314111777785946,0.04061824816829021,0.5870230144974304,239.45,,,20,outputs/voc_yoloworld_1000_20seed_formal_hist,,,,
table2_baselines,VOC 2012,YOLO-World,0.1,bky_2stage,0.07486479154411536,0.022454765151664512,0.05901002565348044,0.7016026981007182,295.3,,,20,outputs/voc_yoloworld_1000_20seed_formal_hist,,,,
table2_baselines,VOC 2012,YOLO-World,0.15,bky_2stage,0.10612226793859822,0.024037575739565338,0.07960033957051824,0.7731933387933394,336.95,,,20,outputs/voc_yoloworld_1000_20seed_formal_hist,,,,
table2_baselines,VOC 2012,YOLO-World,0.2,bky_2stage,0.13318590616102036,0.025282779282015746,0.09929168669380312,0.8140844444284786,365.9,,,20,outputs/voc_yoloworld_1000_20seed_formal_hist,,,,
