table,dataset,detector,alpha,method,fdp_pooled_mean,fdp_pooled_std,fdp_family_mean,recall_mean,rejections_mean,phi_max_median,loo_mean,n_seeds,source,pooled_bound_eps,pooled_bound_delta,pooled_bound_covered,pooled_bound_eps_stratified
table2_baselines,COCO val,GDino,0.05,storey_bh,0.30956864298290565,0.1995268791382327,0.12358803695921947,0.3403788145037352,384.85,,,20,outputs/coco_gdino_1000_20seed_formal_hist,,,,
table2_baselines,COCO val,GDino,0.1,storey_bh,0.39668742123969675,0.15317589377687,0.2034046663680725,0.41127699798824047,514.35,,,20,outputs/coco_gdino_1000_20seed_formal_hist,,,,
table2_baselines,COCO val,GDino,0.15,storey_bh,0.45841534590041266,0.1315579852925346,0.2793737204629283,0.45264872341458073,625.55,,,20,outputs/coco_gdino_1000_20seed_formal_hist,,,,
table2_baselines,COCO val,GDino,0.2,storey_bh,0.5140609681087711,0.107950011483409,0.34398614379671794,0.4967503863011336,754.9,,,20,outputs/coco_gdino_1000_20seed_formal_hist,,,,
table2_baselines,COCO val,GDino,0.05,bky_2stage,0.12706414730704418,0.04528438503635082,0.11048040328224906,0.3156417353693765,252.6,,,20,outputs/coco_gdino_1000_20seed_formal_hist,,,,
table2_baselines,COCO val,GDino,0.1,bky_2stage,0.3020897837894093,0.141783810206839,0.18221829051787225,0.3898368219596354,414.4,,,20,outputs/coco_gdino_1000_20seed_formal_hist,,,,
table2_baselines,COCO val,GDino,0.15,bky_2stage,0.3967746678280758,0.1433166622722909,0.26466250711673106,0.4371835907872173,547.0,,,20,outputs/coco_gdino_1000_20seed_formal_hist,,,,
table2_baselines,COCO val,GDino,0.2,bky_2stage,0.4641221559261556,0.11887360978317049,0.3328575171800286,0.47608310551657185,661.55,,,20,outputs/coco_gdino_1000_20seed_formal_hist,,,,
table2_baselines,COCO val,OWL-ViT,0.05,storey_bh,0.13110016782331985,0.07574513344164101,0.07130943925593304,0.3046411523832879,189.85,,,20,outputs/coco_owlvit_1000_20seed_formal_hist,,,,
table2_baselines,COCO val,OWL-ViT,0.1,storey_bh,0.24126763485523345,0.08723847458405624,0.11219344694837455,0.4050694206721649,291.55,,,20,outputs/coco_owlvit_1000_20seed_formal_hist,,,,
table2_baselines,COCO val,OWL-ViT,0.15,storey_bh,0.30659515839793194,0.07786595480194666,0.1444896879216515,0.49033856382478963,385.45,,,20,outputs/coco_owlvit_1000_20seed_formal_hist,,,,
table2_baselines,COCO val,OWL-ViT,0.2,storey_bh,0.3858858042890651,0.07120701201467848,0.17668952550766548,0.5609452900376819,497.25,,,20,outputs/coco_owlvit_1000_20seed_formal_hist,,,,
table2_baselines,COCO val,OWL-ViT,0.05,bky_2stage,0.0983576307157195,0.04390342602589106,0.06377454125294277,0.2794020820412113,166.15,,,20,outputs/coco_owlvit_1000_20seed_formal_hist,,,,
table2_baselines,COCO val,OWL-ViT,0.1,bky_2stage,0.17553951146421434,0.06106664338920125,0.10417750641268504,0.3685384005371642,241.2,,,20,outputs/coco_owlvit_1000_20seed_formal_hist,,,,
table2_baselines,COCO val,OWL-ViT,0.15,bky_2stage,0.25638525960109404,0.0712916393614659,0.14319293955926682,0.43979321775391816,320.6,,,20,outputs/coco_owlvit_1000_20seed_formal_hist,,,,
