seed,alpha,strategy,rejections,fdp,recall,mean_family_fdp,pass,config
0,0.05,pertemplate,71,0.014084507042253521,0.035514967021816335,0.000835421888053467,1,logreg_noclip
0,0.1,pertemplate,103,0.02912621359223301,0.050735667174023336,0.002506265664160401,1,logreg_noclip
0,0.15,pertemplate,118,0.05084745762711865,0.056823947234906136,0.005012531328320802,1,logreg_noclip
0,0.2,pertemplate,135,0.1037037037037037,0.061390157280568236,0.011695906432748537,1,logreg_noclip
0,0.05,global,0,0.0,0.0,0.0,1,logreg_noclip
0,0.1,global,3,0.3333333333333333,0.0010147133434804667,0.000835421888053467,0,logreg_noclip
0,0.15,global,43,0.2558139534883721,0.016235413495687467,0.009189640768588136,0,logreg_noclip
0,0.2,global,43,0.2558139534883721,0.016235413495687467,0.009189640768588136,0,logreg_noclip
1,0.05,pertemplate,55,0.05454545454545454,0.036645525017618044,0.002506265664160401,0,logreg_noclip
1,0.1,pertemplate,80,0.1,0.0507399577167019,0.006683375104427736,1,logreg_noclip
1,0.15,pertemplate,96,0.10416666666666667,0.06060606060606061,0.00835421888053467,1,logreg_noclip
1,0.2,pertemplate,110,0.16363636363636364,0.06483439041578576,0.015037593984962405,1,logreg_noclip
1,0.05,global,0,0.0,0.0,0.0,1,logreg_noclip
1,0.1,global,1,1.0,0.0,0.000835421888053467,0,logreg_noclip
1,0.15,global,28,0.35714285714285715,0.012684989429175475,0.00835421888053467,0,logreg_noclip
1,0.2,global,59,0.3389830508474576,0.02748414376321353,0.01670843776106934,0,logreg_noclip
2,0.05,pertemplate,63,0.0,0.03214285714285714,0.0,1,logreg_noclip
2,0.1,pertemplate,97,0.010309278350515464,0.04897959183673469,0.000835421888053467,1,logreg_noclip
2,0.15,pertemplate,111,0.02702702702702703,0.05510204081632653,0.002506265664160401,1,logreg_noclip
2,0.2,pertemplate,123,0.06504065040650407,0.058673469387755105,0.006683375104427736,1,logreg_noclip
2,0.05,global,0,0.0,0.0,0.0,1,logreg_noclip
2,0.1,global,3,0.0,0.001530612244897959,0.0,1,logreg_noclip
2,0.15,global,32,0.1875,0.013265306122448979,0.005012531328320802,0,logreg_noclip
2,0.2,global,32,0.1875,0.013265306122448979,0.005012531328320802,1,logreg_noclip
3,0.05,pertemplate,65,0.046153846153846156,0.040496407576747225,0.002506265664160401,1,logreg_noclip
3,0.1,pertemplate,90,0.05555555555555555,0.05551926845199216,0.004177109440267335,1,logreg_noclip
3,0.15,pertemplate,107,0.07476635514018691,0.06466361854996734,0.006683375104427736,1,logreg_noclip
3,0.2,pertemplate,125,0.096,0.07380796864794252,0.010025062656641603,1,logreg_noclip
3,0.05,global,0,0.0,0.0,0.0,1,logreg_noclip
3,0.1,global,4,0.25,0.001959503592423253,0.000835421888053467,0,logreg_noclip
3,0.15,global,30,0.2,0.015676028739386023,0.005012531328320802,0,logreg_noclip
3,0.2,global,30,0.2,0.015676028739386023,0.005012531328320802,1,logreg_noclip
