seed,alpha,strategy,rejections,fdp,recall,mean_family_fdp,pass,config
0,0.05,pertemplate,92,0.010869565217391304,0.046169457128361235,0.000835421888053467,1,isotonic_clip1000
0,0.1,pertemplate,125,0.032,0.061390157280568236,0.003341687552213868,1,isotonic_clip1000
0,0.15,pertemplate,144,0.0625,0.0684931506849315,0.007518796992481203,1,isotonic_clip1000
0,0.2,pertemplate,164,0.10365853658536585,0.0745814307458143,0.014202172096908938,1,isotonic_clip1000
0,0.05,global,0,0.0,0.0,0.0,1,isotonic_clip1000
0,0.1,global,3,0.3333333333333333,0.0010147133434804667,0.000835421888053467,0,isotonic_clip1000
0,0.15,global,43,0.2558139534883721,0.016235413495687467,0.009189640768588136,0,isotonic_clip1000
0,0.2,global,43,0.2558139534883721,0.016235413495687467,0.009189640768588136,0,isotonic_clip1000
1,0.05,pertemplate,65,0.046153846153846156,0.04369274136715997,0.002506265664160401,1,isotonic_clip1000
1,0.1,pertemplate,85,0.07058823529411765,0.05567300916138125,0.005012531328320802,1,isotonic_clip1000
1,0.15,pertemplate,104,0.09615384615384616,0.06624383368569416,0.00835421888053467,1,isotonic_clip1000
1,0.2,pertemplate,126,0.14285714285714285,0.07610993657505286,0.015037593984962405,1,isotonic_clip1000
1,0.05,global,0,0.0,0.0,0.0,1,isotonic_clip1000
1,0.1,global,1,1.0,0.0,0.000835421888053467,0,isotonic_clip1000
1,0.15,global,28,0.35714285714285715,0.012684989429175475,0.00835421888053467,0,isotonic_clip1000
1,0.2,global,59,0.3389830508474576,0.02748414376321353,0.01670843776106934,0,isotonic_clip1000
2,0.05,pertemplate,84,0.011904761904761904,0.042346938775510205,0.000835421888053467,1,isotonic_clip1000
2,0.1,pertemplate,95,0.010526315789473684,0.04795918367346939,0.000835421888053467,1,isotonic_clip1000
2,0.15,pertemplate,109,0.01834862385321101,0.05459183673469388,0.001670843776106934,1,isotonic_clip1000
2,0.2,pertemplate,124,0.06451612903225806,0.05918367346938776,0.006683375104427736,1,isotonic_clip1000
2,0.05,global,0,0.0,0.0,0.0,1,isotonic_clip1000
2,0.1,global,3,0.0,0.001530612244897959,0.0,1,isotonic_clip1000
2,0.15,global,32,0.1875,0.013265306122448979,0.005012531328320802,0,isotonic_clip1000
2,0.2,global,32,0.1875,0.013265306122448979,0.005012531328320802,1,isotonic_clip1000
3,0.05,pertemplate,82,0.04878048780487805,0.05094709340300457,0.003341687552213868,1,isotonic_clip1000
3,0.1,pertemplate,105,0.047619047619047616,0.06531678641410843,0.004177109440267335,1,isotonic_clip1000
3,0.15,pertemplate,120,0.075,0.07250163291966036,0.007518796992481203,1,isotonic_clip1000
3,0.2,pertemplate,134,0.11194029850746269,0.07772697583278902,0.012531328320802004,1,isotonic_clip1000
3,0.05,global,0,0.0,0.0,0.0,1,isotonic_clip1000
3,0.1,global,4,0.25,0.001959503592423253,0.000835421888053467,0,isotonic_clip1000
3,0.15,global,30,0.2,0.015676028739386023,0.005012531328320802,0,isotonic_clip1000
3,0.2,global,30,0.2,0.015676028739386023,0.005012531328320802,1,isotonic_clip1000
4,0.05,pertemplate,75,0.013333333333333334,0.04506699147381242,0.000835421888053467,1,isotonic_clip1000
4,0.1,pertemplate,90,0.05555555555555555,0.05176613885505481,0.004177109440267335,1,isotonic_clip1000
4,0.15,pertemplate,102,0.06862745098039216,0.05785627283800244,0.005847953216374269,1,isotonic_clip1000
4,0.2,pertemplate,112,0.10714285714285714,0.06090133982947625,0.010025062656641603,1,isotonic_clip1000
4,0.05,global,0,0.0,0.0,0.0,1,isotonic_clip1000
4,0.1,global,4,0.75,0.0006090133982947625,0.002506265664160401,0,isotonic_clip1000
4,0.15,global,29,0.3103448275862069,0.012180267965895249,0.007518796992481203,0,isotonic_clip1000
4,0.2,global,29,0.3103448275862069,0.012180267965895249,0.007518796992481203,0,isotonic_clip1000
5,0.05,pertemplate,86,0.05813953488372093,0.047759433962264154,0.004177109440267335,0,isotonic_clip1000
5,0.1,pertemplate,99,0.09090909090909091,0.05306603773584906,0.007518796992481203,1,isotonic_clip1000
5,0.15,pertemplate,111,0.0990990990990991,0.0589622641509434,0.009189640768588136,1,isotonic_clip1000
5,0.2,pertemplate,127,0.15748031496062992,0.06308962264150944,0.01670843776106934,1,isotonic_clip1000
5,0.05,global,0,0.0,0.0,0.0,1,isotonic_clip1000
5,0.1,global,4,0.5,0.0011792452830188679,0.001670843776106934,0,isotonic_clip1000
5,0.15,global,31,0.25806451612903225,0.013561320754716982,0.006683375104427736,0,isotonic_clip1000
5,0.2,global,31,0.25806451612903225,0.013561320754716982,0.006683375104427736,0,isotonic_clip1000
6,0.05,pertemplate,64,0.0,0.03682393555811277,0.0,1,isotonic_clip1000
6,0.1,pertemplate,79,0.0,0.045454545454545456,0.0,1,isotonic_clip1000
6,0.15,pertemplate,92,0.010869565217391304,0.0523590333716916,0.000835421888053467,1,isotonic_clip1000
6,0.2,pertemplate,103,0.04854368932038835,0.05638665132336018,0.004177109440267335,1,isotonic_clip1000
6,0.05,global,0,0.0,0.0,0.0,1,isotonic_clip1000
6,0.1,global,2,0.0,0.0011507479861910242,0.0,1,isotonic_clip1000
6,0.15,global,27,0.14814814814814814,0.013233601841196778,0.003341687552213868,1,isotonic_clip1000
6,0.2,global,27,0.14814814814814814,0.013233601841196778,0.003341687552213868,1,isotonic_clip1000
7,0.05,pertemplate,65,0.0,0.038782816229116945,0.0,1,isotonic_clip1000
7,0.1,pertemplate,86,0.011627906976744186,0.05071599045346062,0.000835421888053467,1,isotonic_clip1000
7,0.15,pertemplate,103,0.05825242718446602,0.05787589498806683,0.005012531328320802,1,isotonic_clip1000
7,0.2,pertemplate,115,0.06086956521739131,0.06443914081145585,0.005847953216374269,1,isotonic_clip1000
7,0.05,global,0,0.0,0.0,0.0,1,isotonic_clip1000
7,0.1,global,2,1.0,0.0,0.001670843776106934,0,isotonic_clip1000
7,0.15,global,34,0.23529411764705882,0.015513126491646777,0.006683375104427736,0,isotonic_clip1000
7,0.2,global,34,0.23529411764705882,0.015513126491646777,0.006683375104427736,0,isotonic_clip1000
8,0.05,pertemplate,79,0.012658227848101266,0.0453224869262057,0.000835421888053467,1,isotonic_clip1000
8,0.1,pertemplate,97,0.010309278350515464,0.0557815223707147,0.000835421888053467,1,isotonic_clip1000
8,0.15,pertemplate,112,0.044642857142857144,0.06217315514235909,0.004177109440267335,1,isotonic_clip1000
8,0.2,pertemplate,127,0.07874015748031496,0.06798373038930854,0.00835421888053467,1,isotonic_clip1000
8,0.05,global,0,0.0,0.0,0.0,1,isotonic_clip1000
8,0.1,global,1,0.0,0.0005810575246949448,0.0,1,isotonic_clip1000
8,0.15,global,37,0.21621621621621623,0.0168506682161534,0.006683375104427736,0,isotonic_clip1000
