seed,alpha,strategy,rejections,fdp,recall,mean_family_fdp,max_evalue
1,0.2,pertemplate_phi_local_Cm,109,0.1651376146788991,0.06412966878083157,0.015037593984962405,160.61293292308977
1,0.05,pertemplate_phi_global_Cm,47,0.0425531914893617,0.03171247357293869,0.001670843776106934,194.7979800372597
1,0.1,pertemplate_phi_global_Cm,72,0.08333333333333333,0.046511627906976744,0.005012531328320802,194.7979800372597
1,0.15,pertemplate_phi_global_Cm,93,0.16129032258064516,0.05496828752642706,0.012531328320802004,194.7979800372597
1,0.2,pertemplate_phi_global_Cm,114,0.21929824561403508,0.06272022551092318,0.020885547201336674,194.7979800372597
2,0.05,global,0,0.0,0.0,0.0,14.838094554936372
2,0.1,global,3,0.0,0.001530612244897959,0.0,14.838094554936372
2,0.15,global,32,0.1875,0.013265306122448979,0.005012531328320802,14.838094554936372
2,0.2,global,32,0.1875,0.013265306122448979,0.005012531328320802,14.838094554936372
2,0.05,pertemplate_phi_local_Cm,51,0.0,0.026020408163265306,0.0,95.16901979199076
2,0.1,pertemplate_phi_local_Cm,86,0.011627906976744186,0.04336734693877551,0.000835421888053467,95.16901979199076
2,0.15,pertemplate_phi_local_Cm,106,0.018867924528301886,0.053061224489795916,0.001670843776106934,95.16901979199076
2,0.2,pertemplate_phi_local_Cm,121,0.06611570247933884,0.05765306122448979,0.006683375104427736,95.16901979199076
2,0.05,pertemplate_phi_global_Cm,51,0.0,0.026020408163265306,0.0,98.87985929019436
2,0.1,pertemplate_phi_global_Cm,86,0.011627906976744186,0.04336734693877551,0.000835421888053467,98.87985929019436
2,0.15,pertemplate_phi_global_Cm,111,0.06306306306306306,0.053061224489795916,0.005847953216374269,98.87985929019436
2,0.2,pertemplate_phi_global_Cm,121,0.06611570247933884,0.05765306122448979,0.006683375104427736,98.87985929019436
3,0.05,global,0,0.0,0.0,0.0,14.785618300947217
3,0.1,global,4,0.25,0.001959503592423253,0.000835421888053467,14.785618300947217
3,0.15,global,30,0.2,0.015676028739386023,0.005012531328320802,14.785618300947217
3,0.2,global,30,0.2,0.015676028739386023,0.005012531328320802,14.785618300947217
3,0.05,pertemplate_phi_local_Cm,44,0.045454545454545456,0.027433050293925537,0.001670843776106934,131.78767207991416
3,0.1,pertemplate_phi_local_Cm,87,0.05747126436781609,0.05355976485956891,0.004177109440267335,131.78767207991416
3,0.15,pertemplate_phi_local_Cm,110,0.08181818181818182,0.0659699542782495,0.007518796992481203,131.78767207991416
3,0.2,pertemplate_phi_local_Cm,124,0.10483870967741936,0.07250163291966036,0.01086048454469507,131.78767207991416
3,0.05,pertemplate_phi_global_Cm,46,0.043478260869565216,0.028739386022207707,0.001670843776106934,142.08136071987602
3,0.1,pertemplate_phi_global_Cm,89,0.056179775280898875,0.054866100587851074,0.004177109440267335,142.08136071987602
3,0.15,pertemplate_phi_global_Cm,110,0.1,0.06466361854996734,0.009189640768588136,142.08136071987602
3,0.2,pertemplate_phi_global_Cm,123,0.08943089430894309,0.07315480078380143,0.009189640768588136,142.08136071987602
4,0.05,global,0,0.0,0.0,0.0,13.980056136381426
4,0.1,global,4,0.75,0.0006090133982947625,0.002506265664160401,13.980056136381426
4,0.15,global,29,0.3103448275862069,0.012180267965895249,0.007518796992481203,13.980056136381426
4,0.2,global,29,0.3103448275862069,0.012180267965895249,0.007518796992481203,13.980056136381426
4,0.05,pertemplate_phi_local_Cm,45,0.022222222222222223,0.02679658952496955,0.000835421888053467,129.50108864552507
4,0.1,pertemplate_phi_local_Cm,75,0.05333333333333334,0.043239951278928136,0.003341687552213868,129.50108864552507
4,0.15,pertemplate_phi_local_Cm,93,0.06451612903225806,0.052984165651644335,0.005012531328320802,129.50108864552507
4,0.2,pertemplate_phi_local_Cm,111,0.10810810810810811,0.06029232643118149,0.010025062656641603,129.50108864552507
4,0.05,pertemplate_phi_global_Cm,54,0.018518518518518517,0.03227771010962241,0.000835421888053467,146.26109029168177
4,0.1,pertemplate_phi_global_Cm,77,0.05194805194805195,0.044457978075517664,0.003341687552213868,146.26109029168177
4,0.15,pertemplate_phi_global_Cm,100,0.1,0.05481120584652863,0.00835421888053467,146.26109029168177
4,0.2,pertemplate_phi_global_Cm,110,0.1,0.06029232643118149,0.009189640768588136,146.26109029168177
5,0.05,global,0,0.0,0.0,0.0,14.124491481108608
5,0.1,global,4,0.5,0.0011792452830188679,0.001670843776106934,14.124491481108608
5,0.15,global,31,0.25806451612903225,0.013561320754716982,0.006683375104427736,14.124491481108608
5,0.2,global,31,0.25806451612903225,0.013561320754716982,0.006683375104427736,14.124491481108608
5,0.05,pertemplate_phi_local_Cm,58,0.017241379310344827,0.033608490566037735,0.000835421888053467,153.20014426721136
5,0.1,pertemplate_phi_local_Cm,89,0.07865168539325842,0.04834905660377359,0.005847953216374269,153.20014426721136
5,0.15,pertemplate_phi_local_Cm,103,0.08737864077669903,0.055424528301886794,0.007518796992481203,153.20014426721136
5,0.2,pertemplate_phi_local_Cm,123,0.13008130081300814,0.06308962264150944,0.013366750208855471,153.20014426721136
5,0.05,pertemplate_phi_global_Cm,58,0.017241379310344827,0.033608490566037735,0.000835421888053467,164.13840718701294
5,0.1,pertemplate_phi_global_Cm,89,0.07865168539325842,0.04834905660377359,0.005847953216374269,164.13840718701294
5,0.15,pertemplate_phi_global_Cm,110,0.11818181818181818,0.057193396226415096,0.01086048454469507,164.13840718701294
5,0.2,pertemplate_phi_global_Cm,118,0.11016949152542373,0.061910377358490566,0.01086048454469507,164.13840718701294
6,0.05,global,0,0.0,0.0,0.0,14.018524489637601
6,0.1,global,2,0.0,0.0011507479861910242,0.0,14.018524489637601
6,0.15,global,27,0.14814814814814814,0.013233601841196778,0.003341687552213868,14.018524489637601
6,0.2,global,27,0.14814814814814814,0.013233601841196778,0.003341687552213868,14.018524489637601
6,0.05,pertemplate_phi_local_Cm,46,0.0,0.026467203682393557,0.0,83.90574169452783
6,0.1,pertemplate_phi_local_Cm,65,0.0,0.037399309551208286,0.0,83.90574169452783
6,0.15,pertemplate_phi_local_Cm,80,0.0125,0.045454545454545456,0.000835421888053467,83.90574169452783
6,0.2,pertemplate_phi_local_Cm,94,0.05319148936170213,0.051208285385500575,0.004177109440267335,83.90574169452783
6,0.05,pertemplate_phi_global_Cm,38,0.0,0.02186421173762946,0.0,78.39402532156684
6,0.1,pertemplate_phi_global_Cm,66,0.0,0.0379746835443038,0.0,78.39402532156684
6,0.15,pertemplate_phi_global_Cm,83,0.04819277108433735,0.045454545454545456,0.003341687552213868,78.39402532156684
6,0.2,pertemplate_phi_global_Cm,92,0.043478260869565216,0.05063291139240506,0.003341687552213868,78.39402532156684
7,0.05,global,0,0.0,0.0,0.0,13.70310063354808
7,0.1,global,2,1.0,0.0,0.001670843776106934,13.70310063354808
7,0.15,global,34,0.23529411764705882,0.015513126491646777,0.006683375104427736,13.70310063354808
7,0.2,global,34,0.23529411764705882,0.015513126491646777,0.006683375104427736,13.70310063354808
7,0.05,pertemplate_phi_local_Cm,41,0.024390243902439025,0.02386634844868735,0.000835421888053467,81.57492210751653
7,0.1,pertemplate_phi_local_Cm,78,0.02564102564102564,0.045346062052505964,0.001670843776106934,81.57492210751653
7,0.15,pertemplate_phi_local_Cm,95,0.06315789473684211,0.053102625298329355,0.005012531328320802,81.57492210751653
7,0.2,pertemplate_phi_local_Cm,99,0.0707070707070707,0.05489260143198091,0.005847953216374269,81.57492210751653
7,0.05,pertemplate_phi_global_Cm,41,0.024390243902439025,0.02386634844868735,0.000835421888053467,80.85193886406226
7,0.1,pertemplate_phi_global_Cm,80,0.05,0.045346062052505964,0.003341687552213868,80.85193886406226
7,0.15,pertemplate_phi_global_Cm,99,0.10101010101010101,0.053102625298329355,0.00835421888053467,80.85193886406226
7,0.2,pertemplate_phi_global_Cm,103,0.0970873786407767,0.05548926014319809,0.00835421888053467,80.85193886406226
8,0.05,global,0,0.0,0.0,0.0,13.891642491410474
8,0.1,global,1,0.0,0.0005810575246949448,0.0,13.891642491410474
8,0.15,global,37,0.21621621621621623,0.0168506682161534,0.006683375104427736,13.891642491410474
8,0.2,global,37,0.21621621621621623,0.0168506682161534,0.006683375104427736,13.891642491410474
8,0.05,pertemplate_phi_local_Cm,39,0.0,0.02266124346310285,0.0,130.4698846317981
8,0.1,pertemplate_phi_local_Cm,74,0.013513513513513514,0.04241719930273097,0.000835421888053467,130.4698846317981
8,0.15,pertemplate_phi_local_Cm,104,0.057692307692307696,0.05694363742010459,0.005012531328320802,130.4698846317981
8,0.2,pertemplate_phi_local_Cm,126,0.0873015873015873,0.06682161533991865,0.009189640768588136,130.4698846317981
8,0.05,pertemplate_phi_global_Cm,39,0.0,0.02266124346310285,0.0,157.9915808512394
8,0.1,pertemplate_phi_global_Cm,78,0.02564102564102564,0.044160371876815804,0.001670843776106934,157.9915808512394
8,0.15,pertemplate_phi_global_Cm,103,0.08737864077669903,0.05461940732132481,0.007518796992481203,157.9915808512394
8,0.2,pertemplate_phi_global_Cm,120,0.075,0.06449738524113888,0.007518796992481203,157.9915808512394
9,0.05,global,0,0.0,0.0,0.0,15.346030622868703
9,0.1,global,6,0.5,0.0017133066818960593,0.002506265664160401,15.346030622868703
9,0.15,global,35,0.34285714285714286,0.013135351227869789,0.010025062656641603,15.346030622868703
9,0.2,global,70,0.34285714285714286,0.026270702455739578,0.020050125313283207,15.346030622868703
9,0.05,pertemplate_phi_local_Cm,35,0.0,0.019988577955454025,0.0,148.33570755734738
9,0.1,pertemplate_phi_local_Cm,71,0.056338028169014086,0.03826384922901199,0.003341687552213868,148.33570755734738
9,0.15,pertemplate_phi_local_Cm,101,0.0594059405940594,0.054254711593375214,0.005012531328320802,148.33570755734738
9,0.2,pertemplate_phi_local_Cm,122,0.13934426229508196,0.05996573386636208,0.014202172096908938,148.33570755734738
9,0.05,pertemplate_phi_global_Cm,37,0.0,0.0211307824100514,0.0,155.72730502317248
9,0.1,pertemplate_phi_global_Cm,76,0.05263157894736842,0.041119360365505425,0.003341687552213868,155.72730502317248
9,0.15,pertemplate_phi_global_Cm,110,0.12727272727272726,0.0548258138206739,0.011695906432748537,155.72730502317248
9,0.2,pertemplate_phi_global_Cm,132,0.20454545454545456,0.05996573386636208,0.022556390977443608,155.72730502317248
10,0.05,global,0,0.0,0.0,0.0,14.559413014148134
10,0.1,global,3,0.0,0.0016207455429497568,0.0,14.559413014148134
10,0.15,global,40,0.1,0.019448946515397084,0.003341687552213868,14.559413014148134
10,0.2,global,40,0.1,0.019448946515397084,0.003341687552213868,14.559413014148134
10,0.05,pertemplate_phi_local_Cm,52,0.019230769230769232,0.027552674230145867,0.000835421888053467,144.57795938867466
10,0.1,pertemplate_phi_local_Cm,76,0.013157894736842105,0.04051863857374392,0.000835421888053467,144.57795938867466
10,0.15,pertemplate_phi_local_Cm,100,0.04,0.05186385737439222,0.003341687552213868,144.57795938867466
10,0.2,pertemplate_phi_local_Cm,113,0.061946902654867256,0.05726634251755808,0.005847953216374269,144.57795938867466
10,0.05,pertemplate_phi_global_Cm,52,0.019230769230769232,0.027552674230145867,0.000835421888053467,141.7096202446623
10,0.1,pertemplate_phi_global_Cm,76,0.013157894736842105,0.04051863857374392,0.000835421888053467,141.7096202446623
10,0.15,pertemplate_phi_global_Cm,98,0.07142857142857142,0.04916261480280929,0.005847953216374269,141.7096202446623
10,0.2,pertemplate_phi_global_Cm,112,0.0625,0.05672609400324149,0.005847953216374269,141.7096202446623
11,0.05,global,0,0.0,0.0,0.0,14.445223772173785
11,0.1,global,5,0.4,0.0019404915912031048,0.001670843776106934,14.445223772173785
11,0.15,global,38,0.18421052631578946,0.020051746442432083,0.005847953216374269,14.445223772173785
11,0.2,global,38,0.18421052631578946,0.020051746442432083,0.005847953216374269,14.445223772173785
11,0.05,pertemplate_phi_local_Cm,48,0.0,0.031047865459249677,0.0,82.91574433098138
11,0.1,pertemplate_phi_local_Cm,83,0.060240963855421686,0.050452781371280724,0.004177109440267335,82.91574433098138
11,0.15,pertemplate_phi_local_Cm,98,0.07142857142857142,0.05886157826649418,0.005847953216374269,82.91574433098138
11,0.2,pertemplate_phi_local_Cm,116,0.10344827586206896,0.06727037516170763,0.010025062656641603,82.91574433098138
11,0.05,pertemplate_phi_global_Cm,46,0.0,0.029754204398447608,0.0,78.31923667950873
11,0.1,pertemplate_phi_global_Cm,82,0.06097560975609756,0.04980595084087969,0.004177109440267335,78.31923667950873
11,0.15,pertemplate_phi_global_Cm,102,0.09803921568627451,0.059508408796895215,0.00835421888053467,78.31923667950873
11,0.2,pertemplate_phi_global_Cm,110,0.09090909090909091,0.0646830530401035,0.00835421888053467,78.31923667950873
12,0.05,global,0,0.0,0.0,0.0,13.506244990274006
12,0.1,global,3,0.3333333333333333,0.0011682242990654205,0.000835421888053467,13.506244990274006
12,0.15,global,39,0.3076923076923077,0.015771028037383176,0.010025062656641603,13.506244990274006
12,0.2,global,39,0.3076923076923077,0.015771028037383176,0.010025062656641603,13.506244990274006
12,0.05,pertemplate_phi_local_Cm,49,0.0,0.028621495327102803,0.0,88.91285362339114
12,0.1,pertemplate_phi_local_Cm,91,0.054945054945054944,0.05023364485981308,0.004177109440267335,88.91285362339114
12,0.15,pertemplate_phi_local_Cm,117,0.10256410256410256,0.06133177570093458,0.010025062656641603,88.91285362339114
12,0.2,pertemplate_phi_local_Cm,136,0.14705882352941177,0.06775700934579439,0.01670843776106934,88.91285362339114
12,0.05,pertemplate_phi_global_Cm,49,0.0,0.028621495327102803,0.0,95.7798979042848
12,0.1,pertemplate_phi_global_Cm,94,0.06382978723404255,0.0514018691588785,0.005012531328320802,95.7798979042848
12,0.15,pertemplate_phi_global_Cm,126,0.15873015873015872,0.06191588785046729,0.01670843776106934,95.7798979042848
12,0.2,pertemplate_phi_global_Cm,138,0.14492753623188406,0.0689252336448598,0.01670843776106934,95.7798979042848
13,0.05,global,0,0.0,0.0,0.0,14.670849346166058
13,0.1,global,4,0.5,0.001176470588235294,0.001670843776106934,14.670849346166058
13,0.15,global,40,0.175,0.019411764705882354,0.005847953216374269,14.670849346166058
13,0.2,global,40,0.175,0.019411764705882354,0.005847953216374269,14.670849346166058
13,0.05,pertemplate_phi_local_Cm,61,0.01639344262295082,0.03529411764705882,0.000835421888053467,102.12853905053029
13,0.1,pertemplate_phi_local_Cm,89,0.056179775280898875,0.04941176470588235,0.004177109440267335,102.12853905053029
13,0.15,pertemplate_phi_local_Cm,107,0.056074766355140186,0.05941176470588235,0.005012531328320802,102.12853905053029
13,0.2,pertemplate_phi_local_Cm,124,0.08870967741935484,0.06647058823529411,0.009189640768588136,102.12853905053029
13,0.05,pertemplate_phi_global_Cm,63,0.015873015873015872,0.036470588235294116,0.000835421888053467,118.52799069260489
13,0.1,pertemplate_phi_global_Cm,90,0.05555555555555555,0.05,0.004177109440267335,118.52799069260489
13,0.15,pertemplate_phi_global_Cm,116,0.09482758620689655,0.061764705882352944,0.009189640768588136,118.52799069260489
13,0.2,pertemplate_phi_global_Cm,130,0.08461538461538462,0.07,0.009189640768588136,118.52799069260489
14,0.05,global,0,0.0,0.0,0.0,14.624476741975966
14,0.1,global,3,0.3333333333333333,0.0012285012285012285,0.000835421888053467,14.624476741975966
14,0.15,global,36,0.2777777777777778,0.01597051597051597,0.00835421888053467,14.624476741975966
14,0.2,global,36,0.2777777777777778,0.01597051597051597,0.00835421888053467,14.624476741975966
14,0.05,pertemplate_phi_local_Cm,50,0.0,0.030712530712530713,0.0,123.61231771862522
14,0.1,pertemplate_phi_local_Cm,89,0.02247191011235955,0.05343980343980344,0.001670843776106934,123.61231771862522
14,0.15,pertemplate_phi_local_Cm,103,0.038834951456310676,0.060810810810810814,0.003341687552213868,123.61231771862522
14,0.2,pertemplate_phi_local_Cm,116,0.1206896551724138,0.06265356265356266,0.011695906432748537,123.61231771862522
14,0.05,pertemplate_phi_global_Cm,50,0.0,0.030712530712530713,0.0,144.42124505766296
14,0.1,pertemplate_phi_global_Cm,91,0.03296703296703297,0.05405405405405406,0.002506265664160401,144.42124505766296
14,0.15,pertemplate_phi_global_Cm,111,0.10810810810810811,0.060810810810810814,0.010025062656641603,144.42124505766296
14,0.2,pertemplate_phi_global_Cm,114,0.10526315789473684,0.06265356265356266,0.010025062656641603,144.42124505766296
15,0.05,global,0,0.0,0.0,0.0,14.910547290502844
15,0.1,global,5,0.4,0.0017035775127768314,0.001670843776106934,14.910547290502844
15,0.15,global,36,0.4166666666666667,0.01192504258943782,0.012531328320802004,14.910547290502844
15,0.2,global,36,0.4166666666666667,0.01192504258943782,0.012531328320802004,14.910547290502844
15,0.05,pertemplate_phi_local_Cm,37,0.02702702702702703,0.020442930153321975,0.000835421888053467,81.60929056337484
15,0.1,pertemplate_phi_local_Cm,76,0.039473684210526314,0.04145371947756956,0.002506265664160401,81.60929056337484
15,0.15,pertemplate_phi_local_Cm,98,0.08163265306122448,0.05110732538330494,0.006683375104427736,81.60929056337484
15,0.2,pertemplate_phi_local_Cm,115,0.1391304347826087,0.056218057921635436,0.013366750208855471,81.60929056337484
15,0.05,pertemplate_phi_global_Cm,43,0.0,0.02441794434980125,0.0,85.94696896150982
15,0.1,pertemplate_phi_global_Cm,79,0.05063291139240506,0.04258943781942078,0.003341687552213868,85.94696896150982
15,0.15,pertemplate_phi_global_Cm,105,0.1523809523809524,0.05053946621237933,0.013366750208855471,85.94696896150982
15,0.2,pertemplate_phi_global_Cm,116,0.13793103448275862,0.05678591709256105,0.013366750208855471,85.94696896150982
16,0.05,global,0,0.0,0.0,0.0,14.546913983411491
16,0.1,global,2,1.0,0.0,0.001670843776106934,14.546913983411491
16,0.15,global,39,0.3076923076923077,0.016544117647058824,0.010025062656641603,14.546913983411491
16,0.2,global,39,0.3076923076923077,0.016544117647058824,0.010025062656641603,14.546913983411491
16,0.05,pertemplate_phi_local_Cm,49,0.0,0.03002450980392157,0.0,130.0815725717625
16,0.1,pertemplate_phi_local_Cm,85,0.047058823529411764,0.04963235294117647,0.003341687552213868,130.0815725717625
16,0.15,pertemplate_phi_local_Cm,101,0.06930693069306931,0.05759803921568627,0.005847953216374269,130.0815725717625
16,0.2,pertemplate_phi_local_Cm,127,0.12598425196850394,0.06801470588235294,0.013366750208855471,130.0815725717625
16,0.05,pertemplate_phi_global_Cm,53,0.0,0.032475490196078434,0.0,146.3517797642009
16,0.1,pertemplate_phi_global_Cm,87,0.04597701149425287,0.0508578431372549,0.003341687552213868,146.3517797642009
16,0.15,pertemplate_phi_global_Cm,115,0.12173913043478261,0.061887254901960786,0.011695906432748537,146.3517797642009
16,0.2,pertemplate_phi_global_Cm,126,0.1111111111111111,0.06862745098039216,0.011695906432748537,146.3517797642009
17,0.05,global,0,0.0,0.0,0.0,14.31946329446851
17,0.1,global,5,0.4,0.0018018018018018018,0.001670843776106934,14.31946329446851
17,0.15,global,44,0.3181818181818182,0.018018018018018018,0.011695906432748537,14.31946329446851
17,0.2,global,44,0.3181818181818182,0.018018018018018018,0.011695906432748537,14.31946329446851
17,0.05,pertemplate_phi_local_Cm,53,0.0,0.03183183183183183,0.0,143.24029346810906
17,0.1,pertemplate_phi_local_Cm,91,0.02197802197802198,0.05345345345345345,0.001670843776106934,143.24029346810906
17,0.15,pertemplate_phi_local_Cm,109,0.045871559633027525,0.06246246246246246,0.004177109440267335,143.24029346810906
17,0.2,pertemplate_phi_local_Cm,137,0.11678832116788321,0.07267267267267268,0.013366750208855471,143.24029346810906
17,0.05,pertemplate_phi_global_Cm,53,0.0,0.03183183183183183,0.0,146.55845370888906
17,0.1,pertemplate_phi_global_Cm,91,0.02197802197802198,0.05345345345345345,0.001670843776106934,146.55845370888906
17,0.15,pertemplate_phi_global_Cm,119,0.12605042016806722,0.06246246246246246,0.012531328320802004,146.55845370888906
17,0.2,pertemplate_phi_global_Cm,134,0.11194029850746269,0.07147147147147147,0.012531328320802004,146.55845370888906
18,0.05,global,0,0.0,0.0,0.0,14.283438116621944
18,0.1,global,2,0.5,0.000643915003219575,0.000835421888053467,14.283438116621944
18,0.15,global,36,0.19444444444444445,0.018673535093367676,0.005847953216374269,14.283438116621944
18,0.2,global,36,0.19444444444444445,0.018673535093367676,0.005847953216374269,14.283438116621944
18,0.05,pertemplate_phi_local_Cm,42,0.0,0.02704443013522215,0.0,79.60072444226137
18,0.1,pertemplate_phi_local_Cm,83,0.024096385542168676,0.05215711526078558,0.001670843776106934,79.60072444226137
18,0.15,pertemplate_phi_local_Cm,98,0.061224489795918366,0.0592401802962009,0.005012531328320802,79.60072444226137
18,0.2,pertemplate_phi_local_Cm,112,0.08928571428571429,0.06567933032839665,0.00835421888053467,79.60072444226137
18,0.05,pertemplate_phi_global_Cm,51,0.0,0.032839665164198326,0.0,80.57780930182084
18,0.1,pertemplate_phi_global_Cm,86,0.03488372093023256,0.05344494526722473,0.002506265664160401,80.57780930182084
18,0.15,pertemplate_phi_global_Cm,103,0.08737864077669903,0.06052801030264005,0.007518796992481203,80.57780930182084
18,0.2,pertemplate_phi_global_Cm,114,0.08771929824561403,0.0669671603348358,0.00835421888053467,80.57780930182084
19,0.05,global,0,0.0,0.0,0.0,14.242073478214675
19,0.1,global,2,0.0,0.0011363636363636363,0.0,14.242073478214675
19,0.15,global,36,0.16666666666666666,0.017045454545454544,0.005012531328320802,14.242073478214675
19,0.2,global,36,0.16666666666666666,0.017045454545454544,0.005012531328320802,14.242073478214675
19,0.05,pertemplate_phi_local_Cm,55,0.01818181818181818,0.03068181818181818,0.000835421888053467,129.6092404671853
19,0.1,pertemplate_phi_local_Cm,82,0.012195121951219513,0.04602272727272727,0.000835421888053467,129.6092404671853
19,0.15,pertemplate_phi_local_Cm,101,0.039603960396039604,0.055113636363636365,0.003341687552213868,129.6092404671853
19,0.2,pertemplate_phi_local_Cm,113,0.07964601769911504,0.05909090909090909,0.007518796992481203,129.6092404671853
19,0.05,pertemplate_phi_global_Cm,62,0.016129032258064516,0.03465909090909091,0.000835421888053467,173.64196732967727
19,0.1,pertemplate_phi_global_Cm,85,0.011764705882352941,0.04772727272727273,0.000835421888053467,173.64196732967727
19,0.15,pertemplate_phi_global_Cm,106,0.0660377358490566,0.05625,0.005847953216374269,173.64196732967727
19,0.2,pertemplate_phi_global_Cm,111,0.06306306306306306,0.05909090909090909,0.005847953216374269,173.64196732967727
