alpha,n_seeds,compression_ratio_mean,mean_cluster_size_mean,max_cluster_size_max,nms_fdp_pooled_mean,nms_fdp_pooled_std,nms_family_fdp_mean,nms_rej_mean,nms_recall_cluster_mean,nms_recall_members_mean,nms_recall_object_mean,base_fdp_pooled_mean,base_family_fdp_mean,base_rej_mean,base_recall_mean,base_recall_object_mean,rej_ratio_nms_over_base,recall_ratio_nms_members_over_base,recall_ratio_object
0.05,20,0.6419352239823306,1.5582324379434462,74,0.042858332874080585,0.01573765141735576,0.010943649373881932,154.6,0.2607768354977058,0.31146410939802976,0.4206040296262019,0.04566038103351215,0.011620453190220632,149.95,0.25206743868940373,0.4015901674932539,1.031,1.2356,1.0473
0.1,20,0.6419352239823306,1.5582324379434462,74,0.059955944084156575,0.02391125041838065,0.016714477383082037,193.5,0.32003687814366705,0.399810592628655,0.5162640516049033,0.0562332973360604,0.016869409660107335,196.4,0.3260382606444976,0.5169718567884611,0.9852,1.2263,0.9986
0.15,20,0.6419352239823306,1.5582324379434462,74,0.07478287972888811,0.028604381972511337,0.02143634466308885,216.75,0.352771138637792,0.4516006422659392,0.569070897873393,0.0711918428981706,0.021482593633756424,222.1,0.36262372628281037,0.5732443708032788,0.9759,1.2454,0.9927
0.2,20,0.6419352239823306,1.5582324379434462,74,0.08905917359927046,0.030565085167600474,0.026966308884913536,233.0,0.37308450719634545,0.4871350223562046,0.6019535781254514,0.08655029401962669,0.02736107561688957,241.95,0.38829221048588525,0.6126548708013672,0.963,1.2546,0.9825
