alpha,num_test_families,num_rejected_families,total_rejections,fp,tp,fdp,recall,mean_family_fdp,seed,method
0.05,251,35,44,0,44,0.0,0.10401891252955082,0.0,0,betting
0.1,251,47,58,0,58,0.0,0.13711583924349882,0.0,0,betting
0.15,251,50,63,0,63,0.0,0.14893617021276595,0.0,0,betting
0.2,251,63,79,1,78,0.012658227848101266,0.18439716312056736,0.0013280212483399733,0,betting
0.05,251,0,0,0,0,0.0,0.0,0.0,0,binary
0.1,251,0,0,0,0,0.0,0.0,0.0,0,binary
0.15,251,0,0,0,0,0.0,0.0,0.0,0,binary
0.2,251,0,0,0,0,0.0,0.0,0.0,0,binary
0.05,251,85,119,9,110,0.07563025210084033,0.26004728132387706,0.01660026560424967,0,pvalue_bh
0.1,251,122,190,22,168,0.11578947368421053,0.3971631205673759,0.03824701195219124,0,pvalue_bh
0.15,251,141,235,36,199,0.15319148936170213,0.47044917257683216,0.05194776449756529,0,pvalue_bh
0.2,251,160,312,60,252,0.19230769230769232,0.5957446808510638,0.07405241947074616,0,pvalue_bh
0.05,251,35,39,0,39,0.0,0.08628318584070796,0.0,1,betting
0.1,251,44,53,2,51,0.03773584905660377,0.11283185840707964,0.0015936254980079682,1,betting
0.15,251,53,62,2,60,0.03225806451612903,0.13274336283185842,0.0015936254980079682,1,betting
0.2,251,63,76,2,74,0.02631578947368421,0.16371681415929204,0.0015936254980079682,1,betting
0.05,251,0,0,0,0,0.0,0.0,0.0,1,binary
0.1,251,0,0,0,0,0.0,0.0,0.0,1,binary
0.15,251,0,0,0,0,0.0,0.0,0.0,1,binary
0.2,251,0,0,0,0,0.0,0.0,0.0,1,binary
0.05,251,86,147,22,125,0.14965986394557823,0.27654867256637167,0.018786326555250858,1,pvalue_bh
0.1,251,115,219,45,174,0.2054794520547945,0.38495575221238937,0.04743954584592034,1,pvalue_bh
0.15,251,140,291,67,224,0.23024054982817868,0.49557522123893805,0.06543134820027251,1,pvalue_bh
0.2,251,156,340,86,254,0.2529411764705882,0.5619469026548672,0.09228583501491866,1,pvalue_bh
0.05,251,30,34,0,34,0.0,0.0774487471526196,0.0,2,betting
0.1,251,37,41,0,41,0.0,0.09339407744874716,0.0,2,betting
0.15,251,39,45,0,45,0.0,0.10250569476082004,0.0,2,betting
0.2,251,47,56,0,56,0.0,0.1275626423690205,0.0,2,betting
0.05,251,0,0,0,0,0.0,0.0,0.0,2,binary
0.1,251,0,0,0,0,0.0,0.0,0.0,2,binary
0.15,251,0,0,0,0,0.0,0.0,0.0,2,binary
0.2,251,0,0,0,0,0.0,0.0,0.0,2,binary
0.05,251,79,116,11,105,0.09482758620689655,0.23917995444191345,0.018592297476759626,2,pvalue_bh
0.1,251,114,177,20,157,0.11299435028248588,0.357630979498861,0.03419654714475431,2,pvalue_bh
0.15,251,139,239,37,202,0.15481171548117154,0.4601366742596811,0.05644090305444886,2,pvalue_bh
0.2,251,158,300,59,241,0.19666666666666666,0.5489749430523918,0.07871845949535193,2,pvalue_bh
0.05,251,30,38,0,38,0.0,0.07883817427385892,0.0,3,betting
0.1,251,39,54,0,54,0.0,0.11203319502074689,0.0,3,betting
0.15,251,44,60,0,60,0.0,0.12448132780082988,0.0,3,betting
0.2,251,50,68,0,68,0.0,0.14107883817427386,0.0,3,betting
0.05,251,0,0,0,0,0.0,0.0,0.0,3,binary
0.1,251,0,0,0,0,0.0,0.0,0.0,3,binary
0.15,251,0,0,0,0,0.0,0.0,0.0,3,binary
0.2,251,0,0,0,0,0.0,0.0,0.0,3,binary
0.05,251,72,102,4,98,0.0392156862745098,0.2033195020746888,0.010624169986719788,3,pvalue_bh
0.1,251,98,173,17,156,0.09826589595375723,0.3236514522821577,0.024852969076076644,3,pvalue_bh
0.15,251,126,232,30,202,0.12931034482758622,0.4190871369294606,0.04464048567634225,3,pvalue_bh
0.2,251,143,303,50,253,0.16501650165016502,0.524896265560166,0.05814706541798175,3,pvalue_bh
0.05,251,28,29,1,28,0.034482758620689655,0.05870020964360587,0.00398406374501992,4,betting
0.1,251,32,33,1,32,0.030303030303030304,0.06708595387840671,0.00398406374501992,4,betting
0.15,251,33,34,1,33,0.029411764705882353,0.06918238993710692,0.00398406374501992,4,betting
0.2,251,38,41,1,40,0.024390243902439025,0.08385744234800839,0.00398406374501992,4,betting
0.05,251,0,0,0,0,0.0,0.0,0.0,4,binary
0.1,251,0,0,0,0,0.0,0.0,0.0,4,binary
0.15,251,0,0,0,0,0.0,0.0,0.0,4,binary
0.2,251,0,0,0,0,0.0,0.0,0.0,4,binary
0.05,251,55,61,4,57,0.06557377049180328,0.11949685534591195,0.0099601593625498,4,pvalue_bh
0.1,251,82,113,10,103,0.08849557522123894,0.21593291404612158,0.018924302788844622,4,pvalue_bh
0.15,251,116,201,19,182,0.0945273631840796,0.38155136268343814,0.03094289508632138,4,pvalue_bh
0.2,251,137,270,34,236,0.1259259259259259,0.4947589098532495,0.04537405931828243,4,pvalue_bh
