method,alpha,total_rejections,fdp,recall,threshold
score_oracle,0.05,78.2,0.04838002350341644,0.1644143770931026,0.5155912816524506
score_oracle,0.1,105.6,0.09643901526045019,0.20985735014028678,0.44038336277008056
score_oracle,0.15,138.2,0.14754515123621162,0.25925325640005026,0.38136533498764036
score_oracle,0.2,196.6,0.198328522025991,0.3456938789793248,0.31458244323730467
