method,alpha,total_rejections,fdp,recall
betting,0.05,5.630275304103698,0.015421158465515792,0.01637323420351107
betting,0.1,10.425929215182693,0.01881761228654016,0.026043780057867675
betting,0.15,12.794530081249565,0.016918932163308358,0.030863100570514935
betting,0.2,15.636495771111889,0.01269477831039033,0.038214391183332544
binary,0.05,0.0,0.0,0.0
binary,0.1,0.0,0.0,0.0
binary,0.15,0.0,0.0,0.0
binary,0.2,0.0,0.0,0.0
pvalue_bh,0.05,31.40859754907882,0.041348674961049825,0.06234607549016424
pvalue_bh,0.1,38.76596445337069,0.046770814734743114,0.07275643506509157
pvalue_bh,0.15,32.4468796650772,0.049869747756780464,0.045086557467067585
pvalue_bh,0.2,25.139610179953063,0.0465893063256518,0.038098550546183774
