alpha,num_test_families,num_rejected_families,total_rejections,fp,tp,fdp,recall,mean_family_fdp,seed,method,stratum
0.05,42,0,0,0,0,0.0,0.0,0.0,0,betting,K>30
0.05,313,61,72,1,71,0.013888888888888888,0.6339285714285714,0.003194888178913738,0,betting,K<=5
0.05,182,16,29,0,29,0.0,0.10069444444444445,0.0,0,betting,5<K<=30
0.1,42,0,0,0,0,0.0,0.0,0.0,0,betting,K>30
0.1,313,62,76,2,74,0.02631578947368421,0.6607142857142857,0.004259850905218317,0,betting,K<=5
0.1,182,28,48,2,46,0.041666666666666664,0.1597222222222222,0.002197802197802198,0,betting,5<K<=30
0.15,42,2,7,0,7,0.0,0.022222222222222223,0.0,0,betting,K>30
0.15,313,65,80,3,77,0.0375,0.6875,0.007454739084132055,0,betting,K<=5
0.15,182,39,63,2,61,0.031746031746031744,0.21180555555555555,0.002197802197802198,0,betting,5<K<=30
0.2,42,2,7,0,7,0.0,0.022222222222222223,0.0,0,betting,K>30
0.2,313,68,87,5,82,0.05747126436781609,0.7321428571428571,0.01224707135250266,0,betting,K<=5
0.2,182,44,74,2,72,0.02702702702702703,0.25,0.002197802197802198,0,betting,5<K<=30
0.05,322,50,56,1,55,0.017857142857142856,0.6790123456790124,0.003105590062111801,1,betting,K<=5
0.05,172,11,34,0,34,0.0,0.13385826771653545,0.0,1,betting,5<K<=30
0.05,43,0,0,0,0,0.0,0.0,0.0,1,betting,K>30
0.1,322,52,60,1,59,0.016666666666666666,0.7283950617283951,0.003105590062111801,1,betting,K<=5
0.1,172,26,60,2,58,0.03333333333333333,0.2283464566929134,0.005813953488372093,1,betting,5<K<=30
0.1,43,1,4,1,3,0.25,0.009230769230769232,0.005813953488372093,1,betting,K>30
0.15,322,53,62,1,61,0.016129032258064516,0.7530864197530864,0.003105590062111801,1,betting,K<=5
0.15,172,31,69,3,66,0.043478260869565216,0.25984251968503935,0.006395348837209303,1,betting,5<K<=30
0.15,43,5,31,2,29,0.06451612903225806,0.08923076923076922,0.007602862254025045,1,betting,K>30
0.2,322,58,67,4,63,0.05970149253731343,0.7777777777777778,0.012422360248447204,1,betting,K<=5
0.2,172,36,81,3,78,0.037037037037037035,0.30708661417322836,0.006342494714587738,1,betting,5<K<=30
0.2,43,6,33,2,31,0.06060606060606061,0.09538461538461539,0.007602862254025045,1,betting,K>30
0.05,179,17,27,0,27,0.0,0.10843373493975904,0.0,2,betting,5<K<=30
0.05,309,52,54,5,49,0.09259259259259259,0.6125,0.016181229773462782,2,betting,K<=5
0.05,49,1,3,2,1,0.6666666666666666,0.0029154518950437317,0.013605442176870748,2,betting,K>30
